#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,driver_0024a,driver_0024b,driver_0026a,driver_0026b,Out_0014a,Out_0014b,Out_0008a,Out_0008b,Out_0021a,Out_0021b,Out_0002a,Out_0002b
123,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440738e-01,-6.175524e-01,8.811056e-01,-5.165481e-01,8.617348e-01,-6.130529e-01,7.032609e-01,-6.330798e-01,7.367596e-01,-7.798072e-01,7.603781e-01,-2.829552e-01,6.718474e-01,-7.119495e-01,7.226919e-01,-7.029798e-01,5.515451e-01,-5.916571e-03,1.033969e-01,9.579209e-02,2.816001e-01,-6.503515e-01,8.302123e-02,-4.416415e-02,7.224929e-01,-8.288712e-01,2.293398e-01,-7.775413e-01,1.122733e-01,-5.867495e-01,2.898903e-01,-4.167579e-01,4.792301e-01,-3.018893e-01,8.485111e-02,-7.202143e-02,8.042857e-01,-6.421123e-01,7.907322e-01,-5.842180e-01,7.160395e-01,-7.468083e-01,-9.184325e-02,-1.399646e-01,1.830914e-01,-6.815488e-01,5.945325e-01,-6.200675e-01,2.317876e-01,-6.569039e-01,6.060192e-01,-5.876775e-01,1.366035e-01,-6.793895e-01,4.797192e-01,-6.189213e-01,-6.814858e-02,-6.149221e-01,1.798465e-01,-6.165912e-01,6.450635e-01,-6.590119e-01,7.914295e-01,-4.729381e-01,5.886710e-01,-5.443261e-01,8.553713e-01,-3.782973e-01,5.234440e-01,-4.498938e-01,7.808862e-01,-2.871978e-01,5.129057e-01,-6.546191e-02,6.280523e-01,3.600661e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.311090e-01,-7.749905e-01,7.231840e-01,-7.010456e-01,7.147070e-01,-7.465086e-01,8.801339e-01,-5.165374e-01
124,1,1,2,2,2,2,-1,-1,-1,-1,1,1,-1,-1,2,2,1,1,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.392622e-01,-6.486854e-01,7.910578e-01,-6.413680e-01,8.418501e-01,-2.551539e-01,7.657245e-02,-3.862227e-01,6.306836e-02,-3.737732e-01,8.080742e-01,-3.574683e-01,3.413976e-01,-7.712231e-02,8.534691e-01,-5.156305e-01,6.906302e-01,-7.380897e-02,1.613042e-01,1.113147e-01,6.029057e-01,-5.307056e-01,1.038075e-01,8.447922e-02,3.619386e-01,-7.968636e-01,5.458455e-01,-7.965868e-01,-1.179290e-01,-3.390821e-02,2.951054e-01,-4.618662e-01,1.437472e-01,1.252290e-01,6.665623e-02,-7.246005e-02,4.995323e-01,-6.797449e-01,3.582358e-01,-3.695469e-02,5.547101e-01,-8.285546e-01,-8.121910e-02,-5.664518e-02,4.277620e-01,-7.889834e-01,7.616416e-01,-6.356327e-01,3.473845e-01,-7.535870e-01,7.079017e-01,-6.554732e-01,2.042323e-01,-7.223895e-01,5.680129e-01,-6.527101e-01,-7.343096e-02,-6.444829e-01,2.024099e-01,-6.354742e-01,6.234890e-01,-7.306465e-01,8.298450e-01,-5.351796e-01,6.217710e-01,-7.285678e-01,8.018722e-01,-4.664645e-01,6.805752e-01,-6.011288e-01,8.447038e-01,-2.938049e-01,7.169243e-01,-2.392654e-01,7.823522e-01,1.574849e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.477949e-01,-7.938091e-01,8.542392e-01,-5.134311e-01,5.524645e-01,-8.292442e-01,7.886814e-01,-6.426823e-01
125,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.580502e-01,-6.942056e-01,7.138478e-01,-7.031518e-01,7.933732e-01,-9.795203e-02,-4.535531e-01,-5.222139e-01,-3.252123e-01,-5.670133e-01,8.288561e-01,-3.690915e-01,4.828913e-01,4.187089e-01,8.742869e-01,-4.262484e-01,7.354283e-01,-8.874609e-02,1.635774e-01,1.126054e-01,6.680746e-01,-3.658006e-01,1.046443e-01,1.001809e-01,1.085978e-01,-7.129753e-01,6.936674e-01,-7.249013e-01,-3.438003e-02,1.363928e-01,3.673237e-01,-5.281315e-01,8.125694e-02,-2.208062e-02,1.078498e-01,-6.598378e-02,3.596297e-01,-6.543732e-01,5.532822e-01,3.308034e-01,4.035289e-01,-8.242961e-01,-7.795160e-02,-7.197887e-02,5.850689e-01,-8.406324e-01,8.500697e-01,-5.811429e-01,4.683563e-01,-8.097681e-01,8.155076e-01,-6.662013e-01,2.593589e-01,-8.246905e-01,6.553460e-01,-7.405243e-01,-7.386402e-02,-7.020273e-01,2.523872e-01,-6.832567e-01,5.547974e-01,-8.372373e-01,8.312545e-01,-6.360681e-01,6.630786e-01,-8.040942e-01,8.708360e-01,-5.292991e-01,7.451520e-01,-6.489311e-01,8.816691e-01,-3.505550e-01,7.285149e-01,-2.360814e-01,7.905016e-01,1.638248e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.958778e-01,-7.218706e-01,8.757069e-01,-4.235038e-01,4.007575e-01,-8.255390e-01,7.109668e-01,-7.049332e-01
126,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.580502e-01,-6.942056e-01,7.138478e-01,-7.031518e-01,7.933732e-01,-9.795203e-02,-4.535531e-01,-5.222139e-01,-3.252123e-01,-5.670133e-01,8.288561e-01,-3.690915e-01,4.828913e-01,4.187089e-01,8.742869e-01,-4.262484e-01,7.354283e-01,-8.874609e-02,1.635774e-01,1.126054e-01,6.680746e-01,-3.658006e-01,1.046443e-01,1.001809e-01,1.085978e-01,-7.129753e-01,6.936674e-01,-7.249013e-01,-3.438003e-02,1.363928e-01,3.673237e-01,-5.281315e-01,8.125694e-02,-2.208062e-02,1.078498e-01,-6.598378e-02,3.596297e-01,-6.543732e-01,5.532822e-01,3.308034e-01,4.035289e-01,-8.242961e-01,-7.795160e-02,-7.197887e-02,5.850689e-01,-8.406324e-01,8.500697e-01,-5.811429e-01,4.683563e-01,-8.097681e-01,8.155076e-01,-6.662013e-01,2.593589e-01,-8.246905e-01,6.553460e-01,-7.405243e-01,-7.386403e-02,-7.020273e-01,2.523872e-01,-6.832567e-01,5.547974e-01,-8.372373e-01,8.312545e-01,-6.360681e-01,6.630786e-01,-8.040942e-01,8.708360e-01,-5.292991e-01,7.451520e-01,-6.489311e-01,8.816691e-01,-3.505550e-01,7.285149e-01,-2.360814e-01,7.905016e-01,1.638248e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.958778e-01,-7.218706e-01,8.757069e-01,-4.235038e-01,4.007575e-01,-8.255390e-01,7.109668e-01,-7.049332e-01
127,2,2,1,1,1,1,-2,-2,-2,-2,2,2,-2,-2,1,1,2,2,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-2,-2,-1,-1,1,1,-2,-2,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.580339e-01,-6.994316e-01,6.059473e-01,-6.681265e-01,7.679644e-01,-1.119519e-01,-4.085741e-01,-4.869762e-01,-2.798958e-01,-5.158048e-01,8.281260e-01,-3.672325e-01,4.242239e-01,3.738169e-01,8.534345e-01,-3.647553e-01,7.549894e-01,-1.346130e-01,2.713933e-01,1.085474e-01,6.153018e-01,-3.226126e-01,1.237653e-01,1.347012e-01,1.026269e-01,-6.770865e-01,6.703021e-01,-6.290471e-01,-1.459391e-02,1.168667e-01,3.769043e-01,-6.016683e-01,6.228096e-02,-1.183784e-02,1.388922e-01,-1.689955e-01,3.166602e-01,-6.155117e-01,5.213776e-01,2.876198e-01,3.239107e-01,-7.679972e-01,-7.579494e-02,-1.155275e-01,5.994412e-01,-8.085759e-01,8.649751e-01,-5.365439e-01,4.738904e-01,-8.100644e-01,8.195788e-01,-6.539834e-01,2.633916e-01,-8.246378e-01,6.573396e-01,-7.374921e-01,-7.212744e-02,-7.022898e-01,2.530077e-01,-6.829366e-01,4.971404e-01,-8.270804e-01,7.796503e-01,-6.584446e-01,6.285042e-01,-8.189349e-01,8.672815e-01,-5.384527e-01,7.407788e-01,-6.531184e-01,8.814554e-01,-3.570855e-01,7.280238e-01,-2.378593e-01,7.910080e-01,1.310408e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.726834e-01,-6.260110e-01,8.550437e-01,-3.619662e-01,3.211671e-01,-7.693241e-01,6.031442e-01,-6.699808e-01
128,2,2,0,0,0,0,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.579571e-01,-6.896940e-01,5.091577e-01,-6.178216e-01,7.599978e-01,-1.231359e-01,-3.773506e-01,-4.645408e-01,-2.389463e-01,-4.768223e-01,8.255509e-01,-3.573727e-01,3.466683e-01,3.169842e-01,8.331197e-01,-2.902659e-01,8.364956e-01,-3.486120e-01,7.703395e-01,-2.671220e-01,5.363187e-01,-2.651770e-01,5.591901e-01,-8.769950e-03,9.883652e-02,-6.503043e-01,6.287666e-01,-5.302130e-01,1.352902e-01,1.078979e-01,3.557861e-01,-7.722167e-01,9.053171e-02,1.795126e-03,3.267593e-01,-6.811533e-01,2.718839e-01,-5.843292e-01,4.864448e-01,2.439686e-01,2.500267e-01,-6.888987e-01,2.851935e-01,-4.015275e-01,5.978628e-01,-7.839623e-01,8.550859e-01,-4.628177e-01,4.713792e-01,-8.062728e-01,8.275677e-01,-6.204485e-01,2.613757e-01,-8.229984e-01,6.618536e-01,-7.298115e-01,-7.315846e-02,-7.021564e-01,2.539419e-01,-6.820785e-01,4.283727e-01,-8.171138e-01,7.148691e-01,-6.888410e-01,5.871040e-01,-8.290801e-01,8.605714e-01,-5.513796e-01,7.299193e-01,-6.609349e-01,8.808606e-01,-3.650574e-01,7.268718e-01,-2.412350e-01,7.917670e-01,8.751113e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.314774e-01,-5.270883e-01,8.349460e-01,-2.873286e-01,2.471843e-01,-6.904061e-01,5.064896e-01,-6.197486e-01
129,2,2,-1,-1,-1,-1,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.579726e-01,-6.905034e-01,-1.356007e-01,-4.314477e-01,2.127739e-01,1.523873e-01,-2.351460e-01,-2.087707e-01,-1.449507e-01,-2.376906e-01,8.256724e-01,-3.577794e-01,1.499744e-01,2.061250e-01,4.190723e-01,1.461652e-01,8.335181e-01,-3.394659e-01,8.048259e-01,-3.401723e-01,1.628788e-01,1.725356e-01,6.800504e-01,-7.628296e-02,-8.712448e-02,-2.240809e-01,3.938176e-01,9.613530e-02,9.261042e-02,1.994706e-02,3.574818e-01,-7.661762e-01,1.388904e-01,1.839317e-02,3.365703e-01,-7.166031e-01,-1.018059e-01,-2.200443e-01,2.096600e-01,1.608794e-01,-1.591215e-01,-4.138230e-01,2.936768e-01,-4.529765e-01,6.614719e-01,-4.606735e-01,8.239554e-01,-1.804317e-01,5.394122e-01,-7.741187e-01,8.576796e-01,-4.851775e-01,3.207771e-01,-8.213868e-01,6.899743e-01,-6.767135e-01,-4.307711e-02,-7.067592e-01,2.660097e-01,-6.737814e-01,1.521162e-01,-7.242534e-01,4.267995e-01,-6.410115e-01,4.558631e-01,-8.167713e-01,7.659869e-01,-5.980462e-01,6.505316e-01,-7.079368e-01,8.749997e-01,-3.885184e-01,7.194319e-01,-2.601609e-01,7.950944e-01,-5.429187e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.974262e-01,9.927822e-02,4.221966e-01,1.495473e-01,-1.623845e-01,-4.167100e-01,-1.383673e-01,-4.345069e-01
130,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.580725e-01,-6.905922e-01,-5.289136e-01,-5.768061e-01,7.793789e-02,6.076460e-02,-1.266748e-02,-1.405801e-02,1.939402e-02,-4.886071e-03,8.255577e-01,-3.582649e-01,-2.036508e-03,1.220209e-02,6.357570e-01,4.060727e-01,8.346865e-01,-3.429309e-01,8.318535e-01,-3.552698e-01,3.088963e-02,7.179304e-02,7.289644e-01,-9.332847e-02,-2.571166e-02,-7.309938e-02,5.474772e-01,4.953168e-01,1.196121e-01,-2.553894e-02,3.575611e-01,-7.640754e-01,1.493360e-01,6.928778e-02,3.556375e-01,-7.645051e-01,-8.505135e-02,-7.676109e-02,1.398489e-02,1.093352e-02,-4.178770e-01,-6.519130e-01,3.615424e-01,-5.174055e-01,6.657600e-01,-3.681303e-01,7.970257e-01,-9.498569e-02,5.615382e-01,-7.541691e-01,8.604568e-01,-4.477063e-01,3.383848e-01,-8.213419e-01,6.968454e-01,-6.577998e-01,-3.476725e-02,-7.080427e-01,2.691758e-01,-6.704178e-01,8.292018e-02,-7.090293e-01,3.606084e-01,-6.417647e-01,4.279244e-01,-8.128591e-01,7.469679e-01,-6.058423e-01,6.351172e-01,-7.147359e-01,8.732155e-01,-3.908826e-01,7.181409e-01,-2.617349e-01,7.954044e-01,-6.548800e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.505070e-01,4.980986e-01,6.387577e-01,4.088115e-01,-4.206223e-01,-6.548284e-01,-5.314320e-01,-5.794764e-01
131,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.580725e-01,-6.905922e-01,-5.289136e-01,-5.768061e-01,7.793789e-02,6.076460e-02,-1.266748e-02,-1.405801e-02,1.939402e-02,-4.886071e-03,8.255577e-01,-3.582649e-01,-2.036507e-03,1.220209e-02,6.357570e-01,4.060727e-01,8.346865e-01,-3.429309e-01,8.318535e-01,-3.552698e-01,3.088963e-02,7.179304e-02,7.289644e-01,-9.332850e-02,-2.571166e-02,-7.309938e-02,5.474772e-01,4.953168e-01,1.196122e-01,-2.553894e-02,3.575611e-01,-7.640754e-01,1.493360e-01,6.928778e-02,3.556375e-01,-7.645051e-01,-8.505135e-02,-7.676109e-02,1.398489e-02,1.093352e-02,-4.178770e-01,-6.519130e-01,3.615424e-01,-5.174056e-01,6.657600e-01,-3.681303e-01,7.970257e-01,-9.498569e-02,5.615382e-01,-7.541691e-01,8.604568e-01,-4.477063e-01,3.383848e-01,-8.213419e-01,6.968455e-01,-6.577998e-01,-3.476725e-02,-7.080427e-01,2.691758e-01,-6.704178e-01,8.292018e-02,-7.090293e-01,3.606084e-01,-6.417647e-01,4.279244e-01,-8.128591e-01,7.469679e-01,-6.058423e-01,6.351172e-01,-7.147359e-01,8.732155e-01,-3.908826e-01,7.181409e-01,-2.617349e-01,7.954044e-01,-6.548800e-03,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.505070e-01,4.980986e-01,6.387577e-01,4.088115e-01,-4.206223e-01,-6.548284e-01,-5.314320e-01,-5.794764e-01
132,1,1,-2,-2,-2,-2,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,1,1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.392423e-01,-6.574241e-01,-4.374786e-01,-5.103453e-01,-1.331699e-01,-1.074520e-01,6.288175e-02,5.485467e-02,8.223587e-02,6.513308e-02,8.066519e-01,-3.521558e-01,-4.332447e-02,-6.769511e-02,5.609125e-01,3.266329e-01,8.167600e-01,-3.426474e-01,8.364675e-01,-3.537179e-01,-1.932638e-01,-1.506808e-01,7.495150e-01,-1.379870e-01,1.989077e-01,1.472313e-01,4.256411e-01,3.993580e-01,1.397810e-01,-1.531302e-01,3.135063e-01,-7.171532e-01,2.655103e-01,9.191220e-02,3.318372e-01,-7.615972e-01,1.234904e-01,8.657919e-02,-5.417852e-02,-6.620890e-02,-3.214440e-01,-5.510137e-01,3.766242e-01,-5.978366e-01,5.603459e-01,-3.212800e-01,7.750029e-01,-1.226817e-01,4.560584e-01,-6.682974e-01,7.953006e-01,-4.350058e-01,2.601278e-01,-7.339540e-01,6.288232e-01,-5.918961e-01,-4.555722e-02,-6.518877e-01,2.330362e-01,-6.301230e-01,9.787865e-02,-6.761021e-01,3.367894e-01,-6.133252e-01,3.809847e-01,-7.581610e-01,6.900852e-01,-5.633098e-01,5.719503e-01,-6.203566e-01,8.333011e-01,-3.590779e-01,6.636118e-01,-2.491749e-01,7.885033e-01,-2.951264e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,4.284646e-01,4.019390e-01,5.636732e-01,3.291575e-01,-3.237561e-01,-5.534856e-01,-4.396277e-01,-5.126914e-01
133,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,-2,-2,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293850e-01,-6.368594e-01,-3.558909e-01,-4.102754e-01,-3.089115e-01,-3.667337e-01,7.079803e-01,-1.850435e-01,8.009093e-01,-4.103953e-01,7.982565e-01,-3.571516e-01,3.229695e-01,-6.852840e-01,4.711105e-01,2.212542e-01,8.084645e-01,-3.453411e-01,8.434298e-01,-3.444883e-01,-3.959401e-01,-4.697335e-01,8.290637e-01,-3.400653e-01,5.257000e-01,3.289983e-01,3.174546e-01,2.956222e-01,3.181564e-01,-7.101062e-01,2.815683e-01,-6.762532e-01,8.005571e-01,-3.711727e-01,3.165111e-01,-7.479239e-01,4.363694e-01,1.924456e-01,3.425896e-01,-4.403658e-01,-2.232732e-01,-4.631488e-01,3.621618e-01,-7.625173e-01,5.109392e-01,-2.943259e-01,7.617120e-01,-1.694255e-01,4.131872e-01,-6.429052e-01,7.031106e-01,-4.329617e-01,2.779592e-01,-6.527444e-01,5.210773e-01,-4.996825e-01,-1.066391e-02,-6.445200e-01,2.037111e-01,-5.741601e-01,1.261879e-01,-6.396151e-01,2.690655e-01,-4.911038e-01,3.482486e-01,-6.602704e-01,5.466637e-01,-4.563891e-01,5.158022e-01,-5.678519e-01,7.847322e-01,-3.699260e-01,5.815847e-01,-1.885170e-01,7.885705e-01,-6.453228e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.201295e-01,2.980553e-01,4.736828e-01,2.236317e-01,-2.252939e-01,-4.652906e-01,-3.576862e-01,-4.122714e-01
134,-1,-1,-2,-2,-2,-2,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,2,2,-2,-2,2,2,-2,-2,-2,-2,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.699800e-02,-1.327082e-01,-1.345039e-01,-1.146274e-01,-4.007888e-01,-4.339139e-01,7.116890e-01,-1.611931e-01,8.130485e-01,-4.127988e-01,4.166343e-01,6.412896e-02,3.608596e-01,-7.222638e-01,1.259124e-01,9.998153e-02,1.913369e-01,-1.387724e-01,6.580338e-01,-3.820023e-01,-4.825278e-01,-5.610153e-01,8.393705e-01,-3.414411e-01,5.975615e-01,4.219613e-01,6.211044e-02,1.131011e-01,3.367443e-01,-7.417118e-01,-6.738616e-02,-2.512944e-01,8.106843e-01,-3.617525e-01,1.844236e-01,-7.015161e-01,5.378221e-01,3.005671e-01,3.607303e-01,-4.477741e-01,-6.856264e-02,-1.206982e-01,3.590401e-01,-7.650439e-01,6.157506e-02,8.711725e-02,8.394938e-02,7.952384e-02,-2.497346e-02,9.452713e-03,-8.900361e-03,-3.441911e-03,-7.386085e-02,-3.840010e-02,-5.719905e-02,-4.974361e-02,-1.784074e-01,-1.392041e-01,-1.685171e-01,-1.473903e-01,-6.735361e-02,-7.584489e-02,-7.696952e-02,-8.223836e-02,-6.649155e-04,-1.054023e-02,-7.024423e-03,-1.327777e-02,5.406007e-02,4.896823e-02,4.817778e-02,4.234294e-02,1.810688e-01,1.897862e-01,1.863366e-01,1.675347e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.349578e-02,1.143426e-01,1.270573e-01,1.011257e-01,-6.986683e-02,-1.218869e-01,-1.355981e-01,-1.158177e-01
135,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-6.436104e-02,-9.897999e-02,8.538296e-02,6.215401e-02,-4.887758e-01,-5.141601e-01,7.352718e-01,-1.519400e-01,8.356125e-01,-4.206080e-01,3.492432e-01,1.349913e-01,4.055314e-01,-7.620014e-01,-9.069309e-02,-7.325154e-02,8.762989e-02,-9.208951e-02,5.446693e-01,-3.502972e-01,-5.639789e-01,-6.497696e-01,8.278902e-01,-3.475791e-01,6.707323e-01,5.014501e-01,-1.105905e-01,-1.033072e-01,3.594471e-01,-7.705143e-01,-9.519123e-02,-1.087610e-01,8.330255e-01,-3.636001e-01,8.916457e-02,-6.524500e-01,6.191883e-01,3.798704e-01,3.994888e-01,-4.781609e-01,1.064012e-01,9.782299e-02,3.559951e-01,-7.643820e-01,-3.565355e-02,-3.262770e-02,-2.870153e-02,-2.395419e-02,-1.835551e-02,-1.698839e-02,-1.522311e-02,-1.318689e-02,-2.101626e-02,-2.151924e-02,-1.989884e-02,-1.649372e-02,-8.417659e-02,-9.918919e-02,-9.540012e-02,-7.313684e-02,3.327367e-02,3.061231e-02,2.626216e-02,2.043801e-02,1.688182e-02,1.612676e-02,1.427165e-02,1.150236e-02,2.002164e-02,2.123975e-02,1.961292e-02,1.551389e-02,8.435540e-02,1.003190e-01,9.653383e-02,7.333696e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-1.099942e-01,-1.028577e-01,-9.032904e-02,-7.277074e-02,1.056611e-01,9.723858e-02,8.489344e-02,6.159379e-02
