#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,driver_0004a,driver_0004b,driver_0021a,driver_0021b,Out_0018a,Out_0018b,Out_0006a,Out_0006b
183,0,0,-2,-2,0,0,-2,-2,2,2,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.409754e-01,-1.168681e-04,-8.996986e-02,-1.410368e-01,2.481644e-01,-6.442538e-01,8.938670e-02,-3.468217e-02,2.619694e-01,-7.696228e-01,3.211623e-01,-6.568067e-01,8.530907e-01,-4.347769e-01,8.803958e-01,-2.053984e-01,8.651189e-01,-1.991345e-01,1.012297e-01,9.933527e-02,7.540898e-01,-2.452279e-02,7.936214e-01,-5.496268e-01,4.769337e-01,-1.828626e-01,2.857902e-01,-4.116081e-01,8.641964e-01,-1.910295e-01,7.572618e-01,-6.253987e-01,1.292238e-01,-5.810234e-01,8.841966e-02,-7.013338e-02,6.171789e-01,-6.089015e-01,2.048484e-01,-6.864107e-01,6.141871e-01,-5.867096e-01,2.463177e-01,-6.572961e-01,4.870010e-01,-6.101159e-01,1.489172e-01,-6.724809e-01,1.789537e-01,-6.160599e-01,-6.210759e-02,-6.158074e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.575052e-01,-6.254258e-01,2.622883e-01,-7.695555e-01
184,1,1,-2,-2,1,1,-2,-2,2,2,2,2,2,2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.508894e-01,-6.229592e-02,-8.025386e-02,-5.400506e-02,2.587676e-01,-6.707727e-01,1.057793e-01,8.858486e-02,5.949911e-01,-7.706221e-01,6.279237e-01,-4.324972e-01,8.156631e-01,-1.447435e-01,9.115921e-01,-2.894195e-01,4.549019e-01,1.958037e-01,1.564058e-01,1.113726e-01,2.966703e-01,2.196665e-01,4.182558e-01,1.478015e-01,1.592771e-01,1.901397e-01,2.998755e-01,-4.618586e-01,2.936243e-01,2.550549e-01,8.601869e-01,-4.509983e-01,-1.133006e-01,-6.877385e-03,6.715789e-02,-7.235219e-02,7.913090e-01,-5.917579e-01,4.764136e-01,-7.691485e-01,7.189782e-01,-6.493387e-01,3.679735e-01,-7.568272e-01,5.756505e-01,-6.519968e-01,2.183174e-01,-7.244008e-01,2.087740e-01,-6.346477e-01,-6.559161e-02,-6.456392e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.604831e-01,-4.509805e-01,5.953401e-01,-7.705236e-01
185,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.198317e-01,-8.758508e-02,-6.920969e-02,-5.550288e-02,2.718507e-01,-7.341861e-01,1.135484e-01,1.209265e-01,7.098348e-01,-7.053624e-01,6.778596e-01,-3.382367e-01,7.920088e-01,-6.081078e-02,9.530510e-01,-3.256088e-01,6.727571e-01,4.412034e-01,1.651894e-01,1.168026e-01,1.882036e-01,1.434998e-01,5.734476e-01,5.373493e-01,1.379614e-01,1.644422e-01,3.698808e-01,-5.277051e-01,1.903493e-01,1.997581e-01,8.774851e-01,-3.992638e-01,-3.250179e-03,1.925476e-01,1.100719e-01,-6.131870e-02,8.573730e-01,-5.629059e-01,5.977609e-01,-8.348930e-01,8.186977e-01,-6.592730e-01,4.781570e-01,-8.121451e-01,6.583033e-01,-7.372002e-01,2.688601e-01,-8.249008e-01,2.540536e-01,-6.825291e-01,-6.865029e-02,-7.026886e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.778343e-01,-3.992471e-01,7.102122e-01,-7.052534e-01
186,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.198317e-01,-8.758508e-02,-6.920969e-02,-5.550288e-02,2.718507e-01,-7.341861e-01,1.135484e-01,1.209265e-01,7.098348e-01,-7.053624e-01,6.778596e-01,-3.382367e-01,7.920088e-01,-6.081078e-02,9.530510e-01,-3.256088e-01,6.727571e-01,4.412034e-01,1.651894e-01,1.168026e-01,1.882036e-01,1.434998e-01,5.734476e-01,5.373493e-01,1.379614e-01,1.644422e-01,3.698808e-01,-5.277051e-01,1.903493e-01,1.997581e-01,8.774851e-01,-3.992638e-01,-3.250179e-03,1.925476e-01,1.100719e-01,-6.131870e-02,8.573730e-01,-5.629059e-01,5.977609e-01,-8.348930e-01,8.186977e-01,-6.592730e-01,4.781570e-01,-8.121451e-01,6.583033e-01,-7.372002e-01,2.688601e-01,-8.249007e-01,2.540536e-01,-6.825291e-01,-6.865030e-02,-7.026886e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.778343e-01,-3.992471e-01,7.102122e-01,-7.052534e-01
187,2,2,-1,-1,2,2,-1,-1,1,1,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.398990e-01,-1.348050e-01,-7.301371e-02,-9.678623e-02,2.710308e-01,-7.384865e-01,1.295208e-01,1.579951e-01,6.882336e-01,-6.147155e-01,6.308540e-01,-2.995547e-01,7.651785e-01,-7.556670e-02,9.523464e-01,-3.240456e-01,6.328077e-01,3.920159e-01,2.730482e-01,1.120470e-01,1.807698e-01,1.372607e-01,5.121117e-01,4.850602e-01,1.129302e-01,1.574386e-01,3.786142e-01,-6.017444e-01,1.815946e-01,1.912261e-01,8.507274e-01,-3.300989e-01,1.048403e-02,1.707086e-01,1.390295e-01,-1.648894e-01,8.612201e-01,-5.076009e-01,6.123516e-01,-8.044412e-01,8.245943e-01,-6.378259e-01,4.838221e-01,-8.120764e-01,6.616697e-01,-7.319931e-01,2.733988e-01,-8.245332e-01,2.550887e-01,-6.819479e-01,-6.650073e-02,-7.030020e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.510740e-01,-3.300728e-01,6.886102e-01,-6.146060e-01
188,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.224580e-01,-3.482210e-01,2.941995e-01,-3.806593e-01,2.728454e-01,-7.313663e-01,5.419927e-01,2.170030e-02,6.462677e-01,-5.227759e-01,5.730961e-01,-2.482835e-01,7.671861e-01,-9.649546e-02,9.510607e-01,-3.162605e-01,5.871895e-01,3.396530e-01,7.723326e-01,-2.594743e-01,1.718507e-01,1.298438e-01,4.261601e-01,4.141701e-01,1.144853e-01,1.530432e-01,3.594132e-01,-7.730614e-01,1.738637e-01,1.820185e-01,8.396642e-01,-2.661885e-01,1.682624e-01,1.579778e-01,3.269420e-01,-6.849841e-01,8.597997e-01,-4.576086e-01,6.153983e-01,-7.728962e-01,8.300682e-01,-6.153652e-01,4.826740e-01,-8.095242e-01,6.644342e-01,-7.270819e-01,2.719527e-01,-8.235380e-01,2.555482e-01,-6.814539e-01,-6.743567e-02,-7.028949e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,8.399932e-01,-2.661242e-01,6.466463e-01,-5.226644e-01
189,2,2,1,1,2,2,1,1,-1,-1,-1,-1,-1,-1,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.197114e-01,-3.402347e-01,3.038786e-01,-4.346422e-01,2.726847e-01,-7.319326e-01,6.704510e-01,-4.787130e-02,4.055951e-01,1.070498e-01,1.831112e-01,1.887867e-01,2.294624e-01,1.690516e-01,9.510550e-01,-3.168107e-01,2.810984e-01,2.206327e-01,8.031896e-01,-3.329793e-01,1.430911e-01,1.105771e-01,2.093348e-01,2.771724e-01,1.697121e-01,1.441306e-01,3.606438e-01,-7.683634e-01,1.499930e-01,1.530685e-01,4.290544e-01,1.592321e-01,1.175614e-01,6.057959e-02,3.393700e-01,-7.164574e-01,8.213945e-01,-1.713067e-01,6.669340e-01,-4.515558e-01,8.584765e-01,-4.782380e-01,5.469441e-01,-7.731484e-01,6.925531e-01,-6.717445e-01,3.285135e-01,-8.213643e-01,2.677168e-01,-6.725040e-01,-3.863605e-02,-7.073379e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.293838e-01,1.592975e-01,4.059736e-01,1.071608e-01
190,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.206860e-01,-3.422168e-01,3.583033e-01,-4.993729e-01,2.730339e-01,-7.319554e-01,7.248732e-01,-7.089948e-02,5.522447e-01,5.004884e-01,3.957702e-02,8.068069e-02,8.662525e-02,6.870797e-02,9.511228e-01,-3.166576e-01,3.798745e-02,3.155169e-02,8.325137e-01,-3.516727e-01,1.062566e-01,8.045635e-02,1.966893e-02,3.669692e-02,1.683351e-01,1.253311e-01,3.612639e-01,-7.654928e-01,1.198937e-01,1.161874e-01,6.405308e-01,4.108594e-01,1.235243e-01,-9.410388e-03,3.581155e-01,-7.607334e-01,7.966661e-01,-9.221042e-02,6.679063e-01,-3.656104e-01,8.606746e-01,-4.454038e-01,5.642698e-01,-7.541359e-01,6.977923e-01,-6.560400e-01,3.413044e-01,-8.213343e-01,2.698117e-01,-6.699294e-01,-3.306003e-02,-7.082396e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.408603e-01,4.109280e-01,5.526230e-01,5.005990e-01
191,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.206860e-01,-3.422168e-01,3.583033e-01,-4.993730e-01,2.730339e-01,-7.319554e-01,7.248732e-01,-7.089950e-02,5.522447e-01,5.004884e-01,3.957702e-02,8.068069e-02,8.662525e-02,6.870797e-02,9.511228e-01,-3.166576e-01,3.798745e-02,3.155169e-02,8.325137e-01,-3.516727e-01,1.062566e-01,8.045635e-02,1.966893e-02,3.669692e-02,1.683351e-01,1.253311e-01,3.612639e-01,-7.654928e-01,1.198937e-01,1.161874e-01,6.405308e-01,4.108594e-01,1.235244e-01,-9.410385e-03,3.581155e-01,-7.607334e-01,7.966661e-01,-9.221042e-02,6.679063e-01,-3.656104e-01,8.606746e-01,-4.454038e-01,5.642698e-01,-7.541359e-01,6.977923e-01,-6.560400e-01,3.413044e-01,-8.213343e-01,2.698117e-01,-6.699294e-01,-3.306004e-02,-7.082396e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.408603e-01,4.109280e-01,5.526230e-01,5.005990e-01
192,1,1,2,2,1,1,2,2,-2,-2,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.976069e-01,-3.487268e-01,3.810325e-01,-5.920610e-01,2.578566e-01,-6.818274e-01,7.505413e-01,-1.297803e-01,4.340117e-01,4.077548e-01,-1.724326e-01,-1.281660e-01,-1.104475e-01,-8.886164e-02,9.148648e-01,-3.004311e-01,-2.758701e-02,-4.119697e-02,8.395871e-01,-3.497397e-01,1.481274e-01,1.316586e-01,-2.176986e-02,-4.434888e-02,2.781934e-01,1.268963e-01,3.198048e-01,-7.222992e-01,1.564997e-01,1.523663e-01,5.686514e-01,3.340240e-01,1.459569e-01,-1.389788e-01,3.317033e-01,-7.603501e-01,7.747992e-01,-1.194979e-01,5.638099e-01,-3.199749e-01,7.975096e-01,-4.314566e-01,4.607144e-01,-6.655484e-01,6.300962e-01,-5.911202e-01,2.631088e-01,-7.340787e-01,2.338012e-01,-6.297935e-01,-4.374347e-02,-6.524233e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,5.689508e-01,3.340913e-01,4.343585e-01,4.078642e-01
193,0,0,2,2,0,0,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.885939e-01,-3.581536e-01,3.639626e-01,-7.703956e-01,2.471574e-01,-6.432217e-01,8.309952e-01,-3.389443e-01,3.278364e-01,3.068090e-01,-3.634977e-01,-4.400700e-01,-2.769507e-01,-3.525541e-01,8.876385e-01,-2.910140e-01,4.044130e-01,-4.202803e-01,8.512845e-01,-3.411230e-01,7.048958e-01,-9.327163e-02,3.656478e-01,-6.862751e-01,7.878743e-01,-3.249875e-01,2.902633e-01,-6.864136e-01,8.020523e-01,-2.925526e-01,4.820022e-01,2.321500e-01,3.360888e-01,-7.068269e-01,3.120114e-01,-7.448379e-01,7.629215e-01,-1.645993e-01,5.192128e-01,-2.893491e-01,7.069749e-01,-4.299729e-01,4.185398e-01,-6.459571e-01,5.222727e-01,-4.991921e-01,2.836195e-01,-6.532457e-01,2.045285e-01,-5.732863e-01,-7.189461e-03,-6.462111e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.822658e-01,2.322085e-01,3.281552e-01,3.069099e-01
194,-1,-1,2,2,-1,-1,2,2,-2,-2,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,1,1,-1,-1,1,1,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.944190e-01,-1.351297e-01,3.611977e-01,-7.687549e-01,8.708782e-02,-1.794094e-01,8.399301e-01,-3.371501e-01,6.945623e-02,1.206135e-01,-4.604386e-01,-5.414743e-01,-3.780123e-01,-4.203676e-01,5.502551e-01,8.894858e-02,3.979158e-01,-4.299263e-01,6.582129e-01,-3.791102e-01,7.198505e-01,-8.936914e-02,3.950045e-01,-7.104673e-01,8.009548e-01,-3.178904e-01,-4.298761e-02,-2.568430e-01,8.194484e-01,-3.131436e-01,1.328649e-01,1.057016e-01,3.504208e-01,-7.373888e-01,1.854531e-01,-7.006457e-01,8.610341e-02,8.221037e-02,6.461643e-02,8.954712e-02,-8.036680e-03,-1.360779e-03,-2.310878e-02,1.100510e-02,-5.679628e-02,-4.832877e-02,-7.266299e-02,-3.723582e-02,-1.681100e-01,-1.466717e-01,-1.775528e-01,-1.389285e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,1.329142e-01,1.057673e-01,6.959526e-02,1.206808e-01
195,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.250735e-02,-9.239805e-02,3.583081e-01,-7.648696e-01,4.852321e-02,-8.399198e-02,8.290599e-01,-3.421343e-01,-1.059709e-01,-9.825237e-02,-5.461180e-01,-6.354551e-01,-4.722783e-01,-4.959059e-01,4.611509e-01,1.489947e-01,4.119662e-01,-4.517821e-01,5.493269e-01,-3.516898e-01,7.383844e-01,-8.158351e-02,4.315956e-01,-7.419285e-01,8.276348e-01,-3.277967e-01,-9.004414e-02,-1.075186e-01,8.454502e-01,-3.320196e-01,-8.546645e-02,-6.859541e-02,3.680259e-01,-7.691027e-01,9.368694e-02,-6.539160e-01,-2.669233e-02,-2.215971e-02,-3.364228e-02,-3.054845e-02,-1.423499e-02,-1.228599e-02,-1.733692e-02,-1.596104e-02,-1.934900e-02,-1.598465e-02,-2.044473e-02,-2.094937e-02,-9.506983e-02,-7.282685e-02,-8.383079e-02,-9.884679e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.550075e-02,-6.852120e-02,-1.059408e-01,-9.826286e-02
196,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.250735e-02,-9.239804e-02,3.583081e-01,-7.648696e-01,4.852321e-02,-8.399198e-02,8.290599e-01,-3.421343e-01,-1.059709e-01,-9.825237e-02,-5.461180e-01,-6.354551e-01,-4.722783e-01,-4.959059e-01,4.611509e-01,1.489947e-01,4.119662e-01,-4.517821e-01,5.493269e-01,-3.516898e-01,7.383844e-01,-8.158351e-02,4.315956e-01,-7.419285e-01,8.276348e-01,-3.277967e-01,-9.004414e-02,-1.075186e-01,8.454502e-01,-3.320196e-01,-8.546645e-02,-6.859541e-02,3.680259e-01,-7.691027e-01,9.368693e-02,-6.539160e-01,-2.669233e-02,-2.215971e-02,-3.364228e-02,-3.054845e-02,-1.423499e-02,-1.228599e-02,-1.733692e-02,-1.596104e-02,-1.934900e-02,-1.598465e-02,-2.044473e-02,-2.094937e-02,-9.506983e-02,-7.282685e-02,-8.383079e-02,-9.884679e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.550075e-02,-6.852120e-02,-1.059408e-01,-9.826286e-02
197,-2,-2,1,1,-2,-2,1,1,-1,-1,-1,-1,-1,-1,-2,-2,2,2,1,1,2,2,2,2,2,2,-2,-2,2,2,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.013103e-01,-3.883241e-02,3.326318e-01,-7.275792e-01,4.928905e-02,-8.335649e-02,7.954745e-01,-3.473307e-01,-2.191870e-01,-2.065642e-01,-3.397767e-01,-3.841562e-01,-2.287944e-02,-4.030814e-01,4.626920e-01,1.521077e-01,5.667506e-01,-5.363922e-01,4.961420e-01,-2.931279e-01,7.908111e-01,-9.040438e-02,4.477322e-01,-8.104651e-01,8.367617e-01,-3.291514e-01,-9.092987e-02,-1.173780e-01,8.397985e-01,-3.030277e-01,-9.376153e-02,-2.178806e-01,3.492030e-01,-7.626581e-01,7.300651e-02,-6.126657e-01,-2.828691e-01,-2.436001e-01,-2.679025e-01,-3.092526e-01,-5.799065e-02,-4.828679e-02,-5.504408e-02,-6.063205e-02,-3.274078e-02,-2.781371e-02,-3.260050e-02,-3.447402e-02,-1.006523e-01,-7.798960e-02,-8.908800e-02,-1.044630e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-9.379275e-02,-2.178269e-01,-2.191530e-01,-2.065787e-01
198,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,2,2,-2,-2,2,2,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.021985e-01,-3.183703e-02,3.060466e-01,-6.953094e-01,4.866096e-02,-8.462173e-02,7.871819e-01,-3.585858e-01,-8.408041e-02,-6.021169e-01,-7.865422e-04,-6.130080e-01,5.869227e-01,-5.567671e-01,4.626262e-01,1.522304e-01,7.786024e-01,-4.649978e-01,4.841504e-01,-2.975892e-01,7.905986e-01,-4.538766e-02,6.305894e-01,-8.084305e-01,8.388604e-01,-2.926520e-01,-9.427846e-02,-1.357571e-01,8.838189e-01,-2.487656e-01,2.904802e-01,-5.950206e-01,3.247314e-01,-8.025099e-01,8.701908e-02,-5.956159e-01,-4.552507e-01,-5.166793e-01,-4.338917e-01,-6.041763e-01,-9.462407e-02,-8.172404e-02,-8.203178e-02,-9.634280e-02,-4.215840e-02,-3.659337e-02,-3.995301e-02,-4.337970e-02,-1.039883e-01,-8.120470e-02,-9.185024e-02,-1.076367e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.904455e-01,-5.949771e-01,-8.404862e-02,-6.021284e-01
199,-2,-2,-1,-1,-2,-2,-1,-1,1,1,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,2,2,-2,-2,2,2,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.141224e-01,8.492457e-02,-6.769700e-02,-2.539673e-01,5.044620e-02,-8.066380e-02,1.820622e-01,-1.347104e-01,-8.980821e-02,-6.301953e-01,4.879624e-02,-6.830759e-01,6.666636e-01,-5.963667e-01,4.641977e-01,1.558047e-01,8.438305e-01,-4.141301e-01,1.358283e-01,1.115910e-01,7.881241e-01,-1.876345e-02,6.841658e-01,-7.619543e-01,6.466817e-01,-3.247255e-01,-8.274112e-02,-5.917820e-02,8.955515e-01,-2.406382e-01,3.172052e-01,-6.139357e-01,2.069358e-01,-7.464925e-01,-1.230431e-01,-1.050819e-01,-4.991004e-01,-5.481122e-01,-4.741205e-01,-6.461051e-01,-9.963113e-02,-8.576382e-02,-8.494282e-02,-1.007701e-01,-4.269095e-02,-3.706639e-02,-4.002701e-02,-4.377739e-02,-1.038931e-01,-8.113471e-02,-9.158897e-02,-1.074771e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.171716e-01,-6.139514e-01,-8.977624e-02,-6.302084e-01
200,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.128977e-01,1.013248e-01,-9.204880e-02,-1.134850e-01,5.007413e-02,-8.131309e-02,7.945511e-02,-7.171912e-02,-8.305629e-02,-6.792105e-01,1.223472e-01,-7.160653e-01,7.541584e-01,-6.002420e-01,4.634938e-01,1.546826e-01,8.734085e-01,-3.857620e-01,9.630719e-02,9.194886e-02,7.873662e-01,-4.501196e-03,7.363880e-01,-7.341445e-01,5.163433e-01,-2.683593e-01,-8.488158e-02,-8.667757e-02,8.751694e-01,-2.385397e-01,3.477723e-01,-6.379666e-01,1.053429e-01,-6.785372e-01,-8.808873e-02,-8.937848e-02,-5.531842e-01,-5.888053e-01,-5.159612e-01,-7.004703e-01,-1.067202e-01,-9.134107e-02,-8.984737e-02,-1.075050e-01,-4.405070e-02,-3.831811e-02,-4.080005e-02,-4.497617e-02,-1.042010e-01,-8.146081e-02,-9.167525e-02,-1.077043e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.477383e-01,-6.380145e-01,-8.302645e-02,-6.792211e-01
201,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.128977e-01,1.013248e-01,-9.204880e-02,-1.134850e-01,5.007413e-02,-8.131309e-02,7.945511e-02,-7.171911e-02,-8.305629e-02,-6.792105e-01,1.223472e-01,-7.160653e-01,7.541584e-01,-6.002420e-01,4.634938e-01,1.546826e-01,8.734085e-01,-3.857620e-01,9.630719e-02,9.194886e-02,7.873662e-01,-4.501196e-03,7.363880e-01,-7.341445e-01,5.163433e-01,-2.683593e-01,-8.488158e-02,-8.667757e-02,8.751694e-01,-2.385397e-01,3.477723e-01,-6.379666e-01,1.053428e-01,-6.785372e-01,-8.808873e-02,-8.937848e-02,-5.531842e-01,-5.888053e-01,-5.159612e-01,-7.004703e-01,-1.067202e-01,-9.134107e-02,-8.984737e-02,-1.075050e-01,-4.405070e-02,-3.831811e-02,-4.080005e-02,-4.497617e-02,-1.042010e-01,-8.146081e-02,-9.167525e-02,-1.077043e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.477383e-01,-6.380145e-01,-8.302645e-02,-6.792211e-01
202,-1,-1,-2,-2,-1,-1,-2,-2,2,2,2,2,2,2,-1,-1,1,1,-2,-2,1,1,1,1,1,1,-1,-1,1,1,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.254843e-01,1.317147e-01,-9.392389e-02,-1.240030e-01,8.139425e-02,-1.662511e-01,8.380306e-02,-4.217954e-02,-2.247318e-02,-6.923296e-01,1.703627e-01,-6.886763e-01,7.901628e-01,-5.418219e-01,5.487831e-01,9.774290e-02,8.445218e-01,-3.242462e-01,7.707087e-02,9.223583e-02,7.775738e-01,-1.811341e-02,7.152122e-01,-6.629669e-01,4.896047e-01,-2.137436e-01,-7.860580e-02,-1.301499e-01,8.697605e-01,-2.150818e-01,4.286401e-01,-6.298872e-01,9.286551e-02,-6.320843e-01,-6.108473e-02,-8.842222e-02,-1.250164e-01,-4.195498e-01,-2.573203e-01,-4.074732e-01,-8.467900e-02,-1.692312e-01,-1.323077e-01,-1.649568e-01,-9.999669e-02,-1.273649e-01,-1.221780e-01,-1.182201e-01,-1.705016e-01,-1.825532e-01,-1.926248e-01,-1.727843e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.286902e-01,-6.298982e-01,-2.233533e-02,-6.922582e-01
