#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,driver_0005a,driver_0005b,driver_0008a,driver_0008b,driver_0012a,driver_0012b,driver_0022a,driver_0022b,driver_0034a,driver_0034b,driver_0039a,driver_0039b,Out_0038a,Out_0038b,Out_0011a,Out_0011b
421,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.445575e-01,8.287486e-01,-4.578545e-01,-3.160017e-01,9.631643e-02,6.402913e-02,-7.638616e-01,3.546752e-01,-3.440996e-01,8.287542e-01,-3.467692e-01,8.276471e-01,-6.509774e-01,8.277504e-02,4.337466e-02,-8.088090e-02,-7.639181e-01,3.544434e-01,-7.638758e-01,3.550394e-01,1.444832e-01,4.480006e-01,-3.450491e-01,8.289832e-01,-3.550212e-01,8.330645e-01,-4.872849e-01,3.497208e-01,-1.631912e-02,-1.954906e-01,-3.430959e-01,8.287061e-01,3.016418e-01,4.224886e-01,-1.658804e-02,3.923428e-03,-4.422285e-01,-1.212899e-01,1.147045e-02,1.449579e-01,-1.441652e-02,1.324304e-02,-7.522378e-02,-5.385643e-02,-1.058041e-01,7.314895e-01,4.526223e-01,1.450766e-01,-7.585292e-01,3.579500e-01,-7.637287e-01,3.543213e-01,2.671589e-02,1.106786e-01,-7.637684e-01,3.558888e-01,1.625096e-02,1.520476e-01,2.565242e-02,1.297504e-02,-3.509490e-01,5.450747e-01,-6.220357e-03,-1.988329e-02,-9.427890e-02,7.429672e-02,-1.113112e-01,-9.657648e-02,8.746886e-02,9.004431e-02,-9.310756e-02,-9.136571e-02,9.015867e-02,8.811478e-02,-8.979369e-02,-8.702847e-02,8.104948e-02,6.001040e-02,-7.975492e-02,-5.953037e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.512385e-01,5.448183e-01,-6.509930e-01,8.283927e-02
422,2,2,-1,-1,-1,-1,2,2,1,1,2,2,2,2,-1,-1,2,2,1,1,-1,-1,2,2,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.426214e-01,8.276108e-01,-3.557098e-01,5.761295e-02,1.227235e-01,4.929245e-02,-7.656570e-01,3.548245e-01,-3.408639e-01,8.059978e-01,-3.438343e-01,8.404822e-01,-6.997576e-01,1.790080e-01,7.196499e-02,-1.669098e-01,-7.639012e-01,3.548175e-01,-7.267275e-01,3.352492e-01,-9.831506e-02,3.521208e-01,-3.447051e-01,8.284198e-01,-3.474110e-01,8.135174e-01,-4.161898e-01,3.034079e-01,1.564246e-01,-6.865593e-02,-3.388161e-01,8.087165e-01,4.215506e-03,2.782140e-01,1.063672e-01,1.789872e-01,-3.856399e-01,1.456206e-01,-2.081476e-01,1.082640e-01,-1.879331e-02,1.682453e-01,-8.725372e-02,-7.490503e-02,-1.391267e-01,7.161299e-01,5.399954e-01,9.067853e-02,-7.085416e-01,3.158355e-01,-7.642494e-01,3.566495e-01,-1.776549e-01,1.410363e-02,-7.149246e-01,3.112787e-01,1.860998e-01,2.293120e-01,-1.244578e-01,-1.831862e-01,-3.805088e-01,6.588460e-01,-9.490110e-02,-7.117269e-02,-1.343878e-01,1.810007e-01,-2.519234e-01,-7.086870e-02,1.127953e-01,1.196714e-01,-1.133498e-01,-1.048970e-01,1.182261e-01,1.171662e-01,-1.061563e-01,-1.057006e-01,1.120627e-01,1.020514e-01,-1.000841e-01,-1.007695e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.808135e-01,6.585375e-01,-6.998139e-01,1.790566e-01
423,2,2,0,0,0,0,2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.463875e-01,8.288132e-01,-5.348504e-01,5.838292e-01,7.067327e-01,-2.939727e-01,-7.669673e-01,3.550840e-01,-3.470167e-01,7.932684e-01,-3.431538e-01,8.298519e-01,-7.473012e-01,3.141907e-01,2.431536e-01,-6.325195e-01,-7.635805e-01,3.554904e-01,-6.888000e-01,3.195220e-01,-5.568168e-01,8.223373e-01,-3.437282e-01,8.286802e-01,-2.868027e-01,7.881790e-01,-2.564690e-01,2.685317e-01,-2.674778e-01,3.631585e-01,-3.525491e-01,8.042710e-01,-5.824043e-01,5.700971e-01,2.573022e-01,4.405880e-01,-7.062370e-01,4.527871e-01,-6.513849e-01,2.748164e-01,-3.633100e-01,8.306777e-01,2.697156e-01,-4.510383e-01,-8.015358e-02,6.190350e-01,8.790672e-01,-2.919463e-01,-6.416969e-01,2.999847e-01,-7.643519e-01,3.577536e-01,-4.143520e-01,-8.798831e-02,-6.794233e-01,2.696251e-01,3.062069e-01,4.158717e-01,-1.723293e-01,-3.021330e-01,-3.445070e-01,8.449384e-01,-4.532650e-01,2.649364e-01,-3.466043e-01,8.025154e-01,-6.741851e-01,2.790787e-01,-3.456356e-01,8.052603e-01,-6.676706e-01,2.735805e-01,-3.567278e-01,7.896315e-01,-6.845045e-01,2.984102e-01,-3.193966e-01,4.691142e-01,-6.087924e-01,1.121471e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.448034e-01,8.445730e-01,-7.474266e-01,3.142001e-01
424,2,2,1,1,1,1,2,2,-1,-1,2,2,2,2,1,1,2,2,-1,-1,1,1,2,2,-1,-1,-1,-1,1,1,-1,-1,1,1,-2,-2,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.401675e-01,7.490760e-01,-5.878926e-01,6.901021e-01,7.600049e-01,-3.168125e-01,-5.980177e-01,3.738129e-01,1.068973e-01,2.690728e-01,-3.442567e-01,8.294854e-01,-7.547844e-01,3.316000e-01,2.480712e-01,-6.782014e-01,-7.705135e-01,3.536692e-01,-1.678852e-01,1.414255e-01,-6.093116e-01,8.187135e-01,-3.526834e-01,8.308825e-01,1.253484e-01,1.239198e-01,7.162717e-02,-1.321955e-01,-2.772861e-01,5.057088e-01,1.226764e-01,1.252265e-01,-6.716896e-01,5.804183e-01,3.086861e-01,4.809559e-01,-7.717887e-01,4.747186e-01,-6.824183e-01,2.269316e-01,-3.954695e-01,8.386357e-01,3.028372e-01,-4.948903e-01,9.196071e-02,1.311307e-01,9.149031e-01,-3.200793e-01,-9.438302e-02,-1.051775e-01,-7.637053e-01,3.562133e-01,-4.758712e-01,-2.185962e-01,-1.085932e-01,-8.266955e-02,3.578118e-01,3.447016e-01,-2.132691e-01,-3.456083e-01,-3.452238e-01,8.350543e-01,-4.769650e-01,3.140410e-01,-3.436294e-01,8.111062e-01,-7.164615e-01,3.114871e-01,-3.413785e-01,8.125333e-01,-7.140381e-01,3.088750e-01,-3.509866e-01,7.922782e-01,-7.250075e-01,3.266493e-01,-3.034205e-01,4.687596e-01,-6.193811e-01,9.384667e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.453613e-01,8.349385e-01,-7.547398e-01,3.316323e-01
425,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.325070e-02,7.290315e-01,-5.835792e-01,7.737651e-01,7.914611e-01,-3.237691e-01,-5.220238e-01,3.613714e-01,1.097697e-01,1.606849e-01,-3.443923e-01,8.287375e-01,-7.638723e-01,3.548557e-01,2.652681e-01,-7.289333e-01,-7.653884e-01,3.545113e-01,-6.636642e-02,1.082120e-01,-6.599015e-01,8.372802e-01,-3.549473e-01,8.319379e-01,1.024027e-01,1.021497e-01,1.371409e-01,-3.568674e-02,-3.709224e-01,6.586495e-01,1.013085e-01,1.026178e-01,-7.884641e-01,6.455559e-01,3.597108e-01,5.196060e-01,-8.196241e-01,5.050036e-01,-7.111985e-01,1.761896e-01,-4.313056e-01,8.890865e-01,3.515848e-01,-5.365614e-01,-2.329661e-03,8.919810e-02,9.477826e-01,-3.304709e-01,-7.480345e-02,-8.390542e-02,-7.635563e-01,3.550354e-01,-5.368412e-01,-2.872012e-01,-8.517729e-02,-8.194545e-02,4.154280e-01,4.847082e-01,-2.618236e-01,-3.953120e-01,-3.445614e-01,8.287681e-01,-4.897913e-01,3.583476e-01,-3.447827e-01,8.287912e-01,-7.638771e-01,3.548033e-01,-3.453283e-01,8.295961e-01,-7.638459e-01,3.545519e-01,-3.493088e-01,8.106636e-01,-7.655430e-01,3.601376e-01,-3.071995e-01,4.861492e-01,-6.416838e-01,8.662363e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.446319e-01,8.287180e-01,-7.638690e-01,3.548530e-01
426,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.325066e-02,7.290314e-01,-5.835792e-01,7.737650e-01,7.914610e-01,-3.237690e-01,-5.220237e-01,3.613713e-01,1.097697e-01,1.606849e-01,-3.443923e-01,8.287375e-01,-7.638723e-01,3.548557e-01,2.652681e-01,-7.289333e-01,-7.653884e-01,3.545113e-01,-6.636642e-02,1.082119e-01,-6.599015e-01,8.372802e-01,-3.549473e-01,8.319379e-01,1.024027e-01,1.021497e-01,1.371409e-01,-3.568674e-02,-3.709224e-01,6.586495e-01,1.013085e-01,1.026177e-01,-7.884641e-01,6.455559e-01,3.597107e-01,5.196060e-01,-8.196241e-01,5.050036e-01,-7.111985e-01,1.761896e-01,-4.313056e-01,8.890865e-01,3.515848e-01,-5.365614e-01,-2.329661e-03,8.919810e-02,9.477826e-01,-3.304709e-01,-7.480345e-02,-8.390542e-02,-7.635563e-01,3.550354e-01,-5.368412e-01,-2.872012e-01,-8.517729e-02,-8.194545e-02,4.154280e-01,4.847082e-01,-2.618236e-01,-3.953120e-01,-3.445614e-01,8.287681e-01,-4.897912e-01,3.583476e-01,-3.447827e-01,8.287912e-01,-7.638771e-01,3.548033e-01,-3.453283e-01,8.295960e-01,-7.638459e-01,3.545519e-01,-3.493086e-01,8.106649e-01,-7.655429e-01,3.601375e-01,-3.072022e-01,4.861516e-01,-6.416853e-01,8.662516e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.446319e-01,8.287180e-01,-7.638690e-01,3.548530e-01
427,1,1,2,2,2,2,1,1,-2,-2,1,1,1,1,2,2,1,1,-2,-2,2,2,1,1,-2,-2,-2,-2,2,2,-2,-2,2,2,-1,-1,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-7.336145e-02,6.785316e-01,-5.296170e-01,8.063673e-01,7.521823e-01,-2.165713e-01,-4.577891e-01,2.948605e-01,1.092434e-01,1.581250e-01,-3.426924e-01,8.096321e-01,-7.264292e-01,3.349424e-01,2.629159e-01,-7.371549e-01,-7.056276e-01,3.139093e-01,-7.258872e-02,6.901941e-02,-7.099229e-01,8.002357e-01,-3.413152e-01,8.096538e-01,1.051168e-01,1.018936e-01,-3.166189e-03,-5.898022e-02,-5.104176e-01,6.690872e-01,1.004960e-01,1.018078e-01,-8.499094e-01,6.169519e-01,1.375980e-01,2.739449e-01,-8.349384e-01,5.745070e-01,-7.377192e-01,3.359953e-01,-5.247810e-01,9.140055e-01,3.663187e-01,-6.271496e-01,7.812358e-02,1.064576e-01,9.475719e-01,-3.351433e-01,-8.071718e-02,-8.621871e-02,-7.159966e-01,3.095632e-01,-3.540630e-01,6.891168e-02,-8.688482e-02,-8.441312e-02,-3.765830e-02,3.459391e-01,-1.158890e-01,5.263572e-03,-3.416980e-01,8.060518e-01,-4.135819e-01,4.467356e-01,-3.432664e-01,8.276413e-01,-7.656899e-01,3.547641e-01,-3.454839e-01,8.296597e-01,-7.638550e-01,3.545446e-01,-3.492958e-01,8.106520e-01,-7.655356e-01,3.601387e-01,-3.071826e-01,4.861239e-01,-6.416767e-01,8.660239e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.416802e-01,8.060754e-01,-7.263608e-01,3.349954e-01
428,0,0,2,2,2,2,0,0,-2,-2,0,0,0,0,2,2,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.198808e-03,5.532101e-01,-4.597093e-01,8.846618e-01,3.333341e-01,3.397150e-01,-4.124572e-01,2.847245e-01,1.007047e-01,1.049335e-01,-3.568367e-01,8.056272e-01,-6.885326e-01,3.190284e-01,2.737218e-01,-5.673044e-01,-6.569253e-01,2.907601e-01,-7.078388e-02,8.687533e-02,-7.617926e-01,7.523413e-01,-2.680562e-01,7.865386e-01,9.661134e-02,9.604793e-02,-1.132119e-01,-7.295159e-02,-8.057914e-01,5.998286e-01,9.631157e-02,9.779622e-02,-8.981594e-01,5.797037e-01,-6.119941e-01,7.937759e-01,-7.619244e-01,7.179907e-01,-8.415123e-01,5.867885e-01,-7.950626e-01,8.286510e-01,1.212840e-02,-5.268015e-02,-1.632085e-03,9.463782e-02,8.925024e-01,-1.957024e-01,-8.499785e-02,-8.855334e-02,-6.778600e-01,2.680897e-01,-7.185291e-01,5.056031e-01,-8.851541e-02,-8.535407e-02,-6.469859e-01,5.654466e-01,-6.453086e-01,7.531348e-01,-3.477385e-01,7.932288e-01,-3.833548e-01,7.718496e-01,-3.475134e-01,8.288561e-01,-7.670029e-01,3.546314e-01,-3.451993e-01,8.296509e-01,-7.636470e-01,3.547129e-01,-3.492230e-01,8.106465e-01,-7.655479e-01,3.601716e-01,-3.071695e-01,4.861138e-01,-6.416800e-01,8.659880e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.474949e-01,7.934403e-01,-6.882834e-01,3.192351e-01
429,-1,-1,2,2,2,2,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-1,-1,-2,-2,2,2,-1,-1,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-1,-1,1,1,-2,-2,1,1,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.293704e-01,1.155936e-01,-4.513585e-01,8.857043e-01,2.879325e-01,3.977576e-01,-1.293451e-01,-1.006005e-01,9.343638e-02,7.644723e-02,1.200436e-01,1.235204e-01,-1.683578e-01,1.412988e-01,2.735332e-01,-5.519623e-01,-1.082854e-01,-1.050855e-01,-9.029783e-02,-6.355882e-02,-7.640988e-01,7.501165e-01,1.192958e-01,1.195479e-01,9.211002e-02,9.265949e-02,-1.688755e-01,-8.339361e-02,-8.293662e-01,6.041604e-01,9.287420e-02,9.328207e-02,-8.999564e-01,5.812040e-01,-6.620012e-01,7.948545e-01,-7.542124e-01,7.335022e-01,-8.254169e-01,6.666178e-01,-8.197939e-01,8.064780e-01,-1.601273e-02,-2.037631e-02,-5.377316e-02,8.599040e-02,8.834129e-01,-1.741783e-01,-8.981128e-02,-9.209758e-02,-1.100268e-01,-8.293722e-02,-7.710771e-01,6.139882e-01,-9.247192e-02,-9.210691e-02,-7.458686e-01,6.038145e-01,-6.564111e-01,8.061516e-01,1.057114e-01,2.684767e-01,-3.670229e-01,7.742376e-01,-1.410868e-01,7.490505e-01,-5.983008e-01,3.735453e-01,-3.540182e-01,8.318020e-01,-7.705880e-01,3.531028e-01,-3.497890e-01,8.106147e-01,-7.651588e-01,3.600784e-01,-3.072298e-01,4.859206e-01,-6.416658e-01,8.641264e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,1.060196e-01,2.687415e-01,-1.680458e-01,1.415576e-01
430,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.278124e-02,9.319421e-02,-4.299893e-01,8.835052e-01,-1.145091e-01,6.990762e-01,-9.166317e-02,-9.113724e-02,9.211947e-02,9.243592e-02,9.611112e-02,9.917238e-02,-6.694552e-02,1.081688e-01,8.384411e-02,-1.304142e-01,-9.046313e-02,-8.942627e-02,-9.263256e-02,-9.214407e-02,-7.639436e-01,7.489553e-01,9.375092e-02,9.460751e-02,8.975350e-02,9.099374e-02,-2.199031e-01,-9.288885e-02,-8.649070e-01,5.932093e-01,9.147411e-02,9.180941e-02,-8.999504e-01,5.782659e-01,-8.297631e-01,8.078019e-01,-7.491414e-01,7.411975e-01,-8.028120e-01,7.275203e-01,-8.247001e-01,7.815396e-01,-5.086778e-01,3.135022e-01,-8.038004e-02,8.193809e-02,7.403013e-01,1.009603e-01,-9.331174e-02,-9.389716e-02,-8.750605e-02,-8.306755e-02,-8.134278e-01,7.068057e-01,-9.363279e-02,-9.314384e-02,-8.488508e-01,6.269867e-01,-7.572732e-01,8.719489e-01,1.075061e-01,1.597571e-01,-3.214981e-01,7.779516e-01,-9.497582e-02,7.292468e-01,-5.229145e-01,3.614456e-01,-3.562719e-01,8.327549e-01,-7.656159e-01,3.539570e-01,-3.495056e-01,8.105931e-01,-7.652932e-01,3.601793e-01,-3.072368e-01,4.859810e-01,-6.416977e-01,8.646921e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,1.078744e-01,1.600730e-01,-6.657473e-02,1.084795e-01
431,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.278123e-02,9.319422e-02,-4.299900e-01,8.835059e-01,-1.145282e-01,6.990878e-01,-9.166318e-02,-9.113724e-02,9.211947e-02,9.243592e-02,9.611111e-02,9.917237e-02,-6.694562e-02,1.081681e-01,8.382755e-02,-1.303770e-01,-9.046313e-02,-8.942628e-02,-9.263256e-02,-9.214406e-02,-7.639435e-01,7.489553e-01,9.375092e-02,9.460751e-02,8.975352e-02,9.099375e-02,-2.199030e-01,-9.288885e-02,-8.649071e-01,5.932095e-01,9.147412e-02,9.180941e-02,-8.999507e-01,5.782660e-01,-8.297724e-01,8.078007e-01,-7.491413e-01,7.411975e-01,-8.028119e-01,7.275204e-01,-8.246982e-01,7.815398e-01,-5.087148e-01,3.135230e-01,-8.038001e-02,8.193811e-02,7.402911e-01,1.009778e-01,-9.331174e-02,-9.389716e-02,-8.750606e-02,-8.306757e-02,-8.134277e-01,7.068057e-01,-9.363279e-02,-9.314383e-02,-8.488510e-01,6.269867e-01,-7.572712e-01,8.719493e-01,1.075061e-01,1.597568e-01,-3.214988e-01,7.779525e-01,-9.497536e-02,7.292463e-01,-5.229136e-01,3.614447e-01,-3.562721e-01,8.327551e-01,-7.656155e-01,3.539571e-01,-3.495058e-01,8.105915e-01,-7.652934e-01,3.601795e-01,-3.072332e-01,4.859778e-01,-6.416958e-01,8.646724e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,1.078743e-01,1.600729e-01,-6.657480e-02,1.084790e-01
432,-2,-2,1,1,1,1,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-2,-2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.652389e-02,9.380263e-02,-4.608790e-01,8.314086e-01,8.232725e-02,5.384809e-01,-6.242591e-02,-8.817431e-02,1.149785e-01,1.292256e-01,9.627588e-02,9.921884e-02,-7.265376e-02,6.896044e-02,1.715527e-01,-3.083264e-01,-8.939140e-02,-8.906425e-02,-1.005209e-01,-1.286160e-01,-7.042827e-01,7.196926e-01,9.440545e-02,9.497663e-02,1.143867e-01,1.198793e-01,-3.662655e-01,-3.074950e-02,-7.612082e-01,3.882615e-01,1.185550e-01,1.185861e-01,-7.862956e-01,4.813307e-01,-7.954636e-01,7.940567e-01,-7.153048e-01,7.106888e-01,-7.423546e-01,7.489691e-01,-7.980256e-01,7.121218e-01,-2.712130e-01,2.067295e-01,-1.011135e-01,1.864125e-01,8.019725e-01,-8.159871e-02,-1.239431e-01,-1.025368e-01,-8.785271e-02,-8.470907e-02,-7.693162e-01,7.628339e-01,-1.075831e-01,-1.081458e-01,-8.750957e-01,6.002700e-01,-6.665232e-01,8.989202e-01,1.076310e-01,1.574802e-01,-3.188104e-01,7.736825e-01,-7.440498e-02,6.785339e-01,-4.580560e-01,2.947917e-01,-3.419357e-01,8.121370e-01,-7.043433e-01,3.105445e-01,-3.517029e-01,7.924059e-01,-7.259051e-01,3.262937e-01,-3.036424e-01,4.687248e-01,-6.193302e-01,9.373906e-02,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-9.102470e-01,9.192108e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,1.077733e-01,1.575859e-01,-7.240791e-02,6.916478e-02
