#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0047a,CK_0047b,CK_0048a,CK_0048b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0047a,Vout_0047b,Vout_0048a,Vout_0048b,driver_0005a,driver_0005b,driver_0008a,driver_0008b,driver_0012a,driver_0012b,driver_0022a,driver_0022b,driver_0034a,driver_0034b,driver_0039a,driver_0039b,Out_0038a,Out_0038b,Out_0011a,Out_0011b
11,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.297717e-02,9.337906e-02,-4.432545e-01,8.671646e-01,-3.853859e-01,8.129828e-01,-9.144275e-02,-9.093593e-02,9.230261e-02,9.263417e-02,9.624819e-02,9.929268e-02,-6.684317e-02,1.082073e-01,-8.862455e-01,3.391461e-01,-9.028204e-02,-8.926496e-02,-9.239359e-02,-9.190896e-02,-7.699342e-01,7.298912e-01,9.392080e-02,9.476110e-02,8.922596e-02,9.082235e-02,-2.220107e-01,-9.403110e-02,-8.608554e-01,5.711987e-01,9.150447e-02,9.194489e-02,-8.911892e-01,5.459454e-01,-8.364262e-01,8.052803e-01,-7.641533e-01,7.181573e-01,-8.056517e-01,7.234481e-01,-8.276709e-01,7.784934e-01,-7.615392e-01,3.220561e-01,-8.253485e-02,8.080850e-02,-2.339292e-01,7.938780e-01,-9.366184e-02,-9.389998e-02,-8.736362e-02,-8.294365e-02,-8.150427e-01,7.029317e-01,-9.347851e-02,-9.292410e-02,-8.513878e-01,6.153838e-01,-7.497249e-01,8.725582e-01,1.076067e-01,1.597990e-01,-3.304125e-01,7.784507e-01,-9.484413e-02,7.292391e-01,-5.227962e-01,3.614684e-01,-3.562037e-01,8.327635e-01,-7.655859e-01,3.540278e-01,-3.494436e-01,8.106156e-01,-7.652848e-01,3.602299e-01,-3.072393e-01,4.860472e-01,-6.417081e-01,8.654386e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.078599e-01,1.600114e-01,-6.659045e-02,1.084110e-01
12,-2,-2,1,1,1,1,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-2,-2,-1,-1,1,1,-2,-2,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,2,2,-1,-1,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.665685e-02,9.395199e-02,-4.694800e-01,8.158748e-01,-3.820172e-01,8.104990e-01,-6.230954e-02,-8.802773e-02,1.151078e-01,1.293992e-01,9.639301e-02,9.932246e-02,-7.256097e-02,6.903950e-02,-8.476437e-01,2.837761e-01,-8.925084e-02,-8.893467e-02,-1.004138e-01,-1.284483e-01,-7.042449e-01,6.958350e-01,9.454682e-02,9.510644e-02,1.140432e-01,1.197954e-01,-3.678235e-01,-3.104990e-02,-7.606868e-01,3.806129e-01,1.185939e-01,1.186924e-01,-7.908808e-01,4.572356e-01,-8.374033e-01,7.829034e-01,-7.261974e-01,6.853013e-01,-7.454014e-01,7.432031e-01,-7.935885e-01,7.013505e-01,-7.214702e-01,3.030816e-01,-1.032457e-01,1.859227e-01,-2.347661e-01,7.939635e-01,-1.241657e-01,-1.025867e-01,-8.773537e-02,-8.460414e-02,-7.706409e-01,7.602792e-01,-1.075410e-01,-1.080434e-01,-8.791945e-01,5.945476e-01,-7.048487e-01,9.041484e-01,1.077177e-01,1.575164e-01,-3.091368e-01,7.658837e-01,-7.431444e-02,6.785320e-01,-4.580004e-01,2.948705e-01,-3.418669e-01,8.121282e-01,-7.043391e-01,3.106118e-01,-3.516516e-01,7.924001e-01,-7.259081e-01,3.263483e-01,-3.035981e-01,4.687409e-01,-6.193249e-01,9.378187e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.077600e-01,1.575321e-01,-7.241508e-02,6.915390e-02
13,-2,-2,0,0,0,0,-2,-2,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.127706e-02,8.208475e-02,-5.143386e-01,7.962088e-01,-3.876253e-01,7.982141e-01,-1.386594e-01,-9.973113e-02,-3.027190e-01,4.813231e-01,9.517882e-02,9.738831e-02,-7.014144e-02,8.737175e-02,-8.114081e-01,2.362553e-01,-9.322714e-02,-9.072905e-02,-5.968891e-01,8.214636e-02,-6.254107e-01,6.449738e-01,9.093748e-02,9.340024e-02,-3.520645e-01,8.080211e-01,-7.242893e-01,2.907352e-01,-6.453100e-01,2.402107e-01,-3.564279e-01,7.817386e-01,-7.343174e-01,4.101875e-01,-8.559929e-01,6.916838e-01,-6.790189e-01,6.580124e-01,-6.958511e-01,7.454505e-01,-7.106677e-01,5.969889e-01,-6.842694e-01,2.848359e-01,-3.176111e-01,7.917298e-01,-2.339926e-01,7.959450e-01,-6.729588e-01,2.704834e-01,-8.865936e-02,-8.484177e-02,-7.177551e-01,9.156243e-01,-6.857023e-01,3.030869e-01,-9.296206e-01,5.964104e-01,-6.825033e-01,9.186232e-01,1.005962e-01,1.049187e-01,-3.166462e-01,7.630024e-01,-6.221376e-03,5.533121e-01,-4.126247e-01,2.858788e-01,-2.681446e-01,7.896353e-01,-6.541464e-01,2.841149e-01,-3.666253e-01,7.931759e-01,-6.936907e-01,2.935231e-01,-3.182616e-01,4.683908e-01,-6.060340e-01,1.133291e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.004010e-01,1.046654e-01,-7.023228e-02,8.742450e-02
14,-2,-2,-1,-1,-1,-1,-2,-2,1,1,-2,-2,-2,-2,-1,-1,-2,-2,1,1,-1,-1,-2,-2,1,1,1,1,-1,-1,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-2,-2,2,2,1,1,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.512700e-02,8.189910e-02,-2.685236e-01,1.559104e-01,7.915748e-02,2.776567e-01,-1.211186e-01,-9.754718e-02,-2.970170e-01,4.936204e-01,9.326312e-02,9.390589e-02,-8.892088e-02,-6.264949e-02,-5.136866e-01,-1.628135e-02,-9.306269e-02,-9.163856e-02,-6.119475e-01,6.500150e-02,-2.267968e-01,2.958603e-01,9.050854e-02,9.240301e-02,-3.378825e-01,8.114537e-01,-7.256792e-01,3.226082e-01,-3.432649e-01,-2.560907e-01,-3.486174e-01,7.928816e-01,-1.548750e-01,1.978538e-01,-6.674850e-01,5.410239e-01,-2.676246e-01,2.179261e-01,2.067240e-02,4.985100e-01,-4.887277e-01,1.401954e-02,-1.949279e-01,1.745586e-01,-3.665237e-01,8.191565e-01,-2.219667e-02,1.689188e-01,-7.145147e-01,3.135109e-01,-9.101741e-02,-9.053797e-02,-5.087088e-01,8.546460e-01,-7.251904e-01,3.267987e-01,-8.294357e-01,3.936668e-01,-2.780323e-01,8.151471e-01,9.406287e-02,7.691562e-02,1.081668e-01,3.458573e-01,1.298419e-01,1.156763e-01,-1.284280e-01,-1.002751e-01,1.190236e-01,1.186705e-01,-1.078161e-01,-1.060613e-01,1.182377e-01,1.170984e-01,-1.059481e-01,-1.057931e-01,1.120208e-01,1.020094e-01,-1.001066e-01,-1.008106e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.371458e-02,7.656815e-02,-8.910568e-02,-6.270449e-02
15,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.429738e-02,7.464297e-02,-4.099619e-01,-2.673155e-01,9.563231e-02,1.561975e-01,-1.114672e-01,-9.680566e-02,-3.509149e-01,5.455116e-01,9.212893e-02,9.259875e-02,-9.111839e-02,-9.099299e-02,-4.164715e-01,-1.340307e-01,-9.355657e-02,-9.224042e-02,-6.511087e-01,8.309226e-02,7.189656e-02,3.495931e-01,8.803849e-02,9.104009e-02,-3.439442e-01,8.292037e-01,-7.704409e-01,3.600868e-01,-6.146432e-01,-5.339776e-01,-3.459522e-01,8.278163e-01,2.135682e-01,3.434332e-01,-5.102985e-01,4.157441e-01,-3.854259e-01,-8.240922e-02,4.661807e-01,6.552580e-01,-5.320767e-01,-4.638207e-01,-7.583552e-02,1.133405e-01,-3.569008e-01,8.325385e-01,-6.323730e-03,9.367119e-02,-7.638891e-01,3.564404e-01,-9.162043e-02,-9.130145e-02,-4.215044e-01,8.360541e-01,-7.637380e-01,3.549177e-01,-7.672358e-01,4.028443e-01,-1.530006e-01,7.342768e-01,9.281073e-02,9.289388e-02,3.595370e-01,5.788181e-01,9.289404e-02,9.281453e-02,-9.088000e-02,-9.074011e-02,9.261760e-02,9.218770e-02,-9.051551e-02,-9.008301e-02,9.120014e-02,8.866641e-02,-8.912043e-02,-8.665821e-02,8.135994e-02,6.019419e-02,-7.954323e-02,-5.940505e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.250431e-02,9.260889e-02,-9.116074e-02,-9.095929e-02
16,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9.429736e-02,7.464297e-02,-4.099619e-01,-2.673155e-01,9.563231e-02,1.561975e-01,-1.114672e-01,-9.680566e-02,-3.509149e-01,5.455115e-01,9.212893e-02,9.259875e-02,-9.111839e-02,-9.099299e-02,-4.164715e-01,-1.340307e-01,-9.355656e-02,-9.224042e-02,-6.511086e-01,8.309224e-02,7.189656e-02,3.495931e-01,8.803849e-02,9.104009e-02,-3.439442e-01,8.292037e-01,-7.704409e-01,3.600868e-01,-6.146432e-01,-5.339776e-01,-3.459522e-01,8.278163e-01,2.135682e-01,3.434332e-01,-5.102985e-01,4.157441e-01,-3.854259e-01,-8.240922e-02,4.661807e-01,6.552580e-01,-5.320767e-01,-4.638207e-01,-7.583552e-02,1.133405e-01,-3.569008e-01,8.325385e-01,-6.323730e-03,9.367119e-02,-7.638891e-01,3.564404e-01,-9.162043e-02,-9.130145e-02,-4.215044e-01,8.360541e-01,-7.637380e-01,3.549177e-01,-7.672358e-01,4.028443e-01,-1.530006e-01,7.342768e-01,9.281073e-02,9.289388e-02,3.595370e-01,5.788181e-01,9.289404e-02,9.281453e-02,-9.088000e-02,-9.074011e-02,9.261760e-02,9.218770e-02,-9.051551e-02,-9.008301e-02,9.120014e-02,8.866641e-02,-8.912043e-02,-8.665821e-02,8.135994e-02,6.019419e-02,-7.954323e-02,-5.940505e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.250431e-02,9.260889e-02,-9.116074e-02,-9.095929e-02
17,-1,-1,-2,-2,-2,-2,-1,-1,2,2,-1,-1,-1,-1,-2,-2,-1,-1,2,2,-2,-2,-1,-1,2,2,2,2,-2,-2,2,2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-1,-1,1,1,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1.341948e-01,1.811608e-01,-4.163143e-01,-2.750601e-01,9.604525e-02,1.574835e-01,-2.519590e-01,-7.095593e-02,-3.801892e-01,6.588850e-01,1.190094e-01,1.190818e-01,-1.000051e-01,-1.281332e-01,-4.173239e-01,-1.359313e-01,-1.134963e-01,-1.052183e-01,-6.997527e-01,1.790878e-01,8.047273e-02,3.588484e-01,1.130576e-01,1.201024e-01,-3.441997e-01,8.287093e-01,-7.774163e-01,3.590237e-01,-5.543067e-01,-4.833540e-01,-3.432003e-01,8.405051e-01,2.221550e-01,3.507550e-01,-4.600243e-01,3.548029e-01,-3.922053e-01,-8.714273e-02,4.181205e-01,6.235428e-01,-4.661641e-01,-4.050566e-01,-8.137016e-02,7.887082e-02,-3.534415e-01,8.303277e-01,-6.446872e-03,9.362229e-02,-7.637447e-01,3.565686e-01,-1.065437e-01,-1.076945e-01,-4.057433e-01,8.094067e-01,-7.642725e-01,3.571724e-01,-7.334784e-01,3.830398e-01,-1.403694e-01,6.911363e-01,1.153752e-01,1.294451e-01,3.127953e-01,5.242734e-01,7.639590e-02,9.326020e-02,-6.217883e-02,-8.801189e-02,9.317931e-02,9.254276e-02,-8.947299e-02,-8.948032e-02,9.143638e-02,8.883359e-02,-8.873440e-02,-8.639634e-02,8.148370e-02,6.028931e-02,-7.935741e-02,-5.926755e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,1.150756e-01,1.291697e-01,-1.000357e-01,-1.280899e-01
18,0,0,-2,-2,-2,-2,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,-2,-2,0,0,2,2,2,2,-2,-2,2,2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.464984e-01,8.024165e-01,-4.236125e-01,-2.844204e-01,9.390426e-02,1.367250e-01,-6.742282e-01,2.791345e-01,-3.442937e-01,8.448988e-01,-3.576751e-01,7.824871e-01,-5.965429e-01,8.234440e-02,-4.174212e-01,-1.359107e-01,-6.670296e-01,2.720672e-01,-7.473087e-01,3.142005e-01,8.663617e-02,3.675971e-01,-3.453477e-01,8.055652e-01,-3.436996e-01,8.289976e-01,-7.878753e-01,3.566609e-01,-4.906884e-01,-4.284210e-01,-3.426829e-01,8.298689e-01,2.314332e-01,3.584863e-01,-4.254528e-01,3.409435e-01,-4.011836e-01,-9.293160e-02,3.583980e-01,6.012979e-01,-4.246018e-01,-3.430141e-01,-7.993476e-02,8.944972e-02,-3.629526e-01,8.328667e-01,-6.398143e-03,9.341098e-02,-7.628565e-01,3.570024e-01,-6.871573e-01,3.023849e-01,-3.461816e-01,7.793583e-01,-7.643936e-01,3.581425e-01,-7.032262e-01,3.728371e-01,-9.330820e-02,6.049777e-01,-3.027318e-01,4.811896e-01,2.594712e-01,4.238111e-01,-4.178894e-02,8.124100e-02,-1.387595e-01,-9.989723e-02,8.948724e-02,9.087749e-02,-9.356769e-02,-9.132556e-02,9.058218e-02,8.836326e-02,-8.967277e-02,-8.691132e-02,8.121120e-02,6.012452e-02,-7.965624e-02,-5.944925e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-3.030314e-01,4.809156e-01,-5.965715e-01,8.238945e-02
19,1,1,-2,-2,-2,-2,1,1,2,2,1,1,1,1,-2,-2,1,1,2,2,-2,-2,1,1,2,2,2,2,-2,-2,2,2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,1,1,-1,-1,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.433629e-01,8.110431e-01,-4.430777e-01,-3.118683e-01,7.956907e-02,5.485521e-02,-7.164072e-01,3.114721e-01,-3.448228e-01,8.350097e-01,-3.494783e-01,7.926996e-01,-6.117602e-01,6.453641e-02,-4.201920e-01,-1.417179e-01,-7.140483e-01,3.088460e-01,-7.547905e-01,3.317826e-01,1.154171e-01,3.991580e-01,-3.410966e-01,8.121490e-01,-3.516903e-01,8.311664e-01,-5.874658e-01,3.792954e-01,-2.118348e-01,-3.247688e-01,-3.434399e-01,8.295103e-01,2.604545e-01,3.798975e-01,-9.647117e-02,-4.432173e-02,-4.320920e-01,-1.220767e-01,2.108686e-01,3.131468e-01,-1.805950e-01,-1.889050e-01,-9.758041e-02,-5.444815e-02,-1.508720e-01,7.521837e-01,-9.273922e-03,8.774180e-02,-7.704078e-01,3.557073e-01,-7.243848e-01,3.255525e-01,6.174405e-02,2.346042e-01,-7.637287e-01,3.568442e-01,-1.217793e-01,1.677307e-01,7.990071e-02,7.233780e-02,-2.976163e-01,4.931552e-01,1.496437e-01,1.747604e-01,-4.561794e-02,8.125452e-02,-1.211240e-01,-9.757695e-02,8.960053e-02,9.095477e-02,-9.288341e-02,-9.105603e-02,9.062657e-02,8.838672e-02,-8.955185e-02,-8.685328e-02,8.122235e-02,6.012858e-02,-7.962780e-02,-5.943562e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-2.979050e-01,4.928889e-01,-6.117802e-01,6.458912e-02
20,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.445796e-01,8.287514e-01,-4.656513e-01,-3.388700e-01,7.604185e-02,5.404578e-02,-7.638590e-01,3.546728e-01,-3.442091e-01,8.287577e-01,-3.467515e-01,8.276597e-01,-6.509851e-01,8.280949e-02,-4.198809e-01,-1.409539e-01,-7.639152e-01,3.544584e-01,-7.638744e-01,3.549841e-01,1.373879e-01,4.255307e-01,-3.450412e-01,8.289854e-01,-3.557973e-01,8.329761e-01,-4.904957e-01,3.499938e-01,-2.117257e-02,-2.005227e-01,-3.434660e-01,8.287147e-01,2.849644e-01,3.994269e-01,-2.257497e-02,-2.407024e-04,-4.600426e-01,-1.446175e-01,6.668902e-03,1.403134e-01,-1.718613e-02,9.022575e-03,-9.569201e-02,-6.385629e-02,-1.089894e-01,7.319163e-01,-9.865655e-03,8.635701e-02,-7.592255e-01,3.572721e-01,-7.637249e-01,3.543378e-01,2.363241e-02,1.093931e-01,-7.637584e-01,3.556816e-01,1.322518e-02,1.511339e-01,1.965009e-02,8.788389e-03,-3.509588e-01,5.451086e-01,-9.168098e-03,-2.427908e-02,-9.428785e-02,7.430782e-02,-1.113078e-01,-9.656296e-02,8.748187e-02,9.005726e-02,-9.309354e-02,-9.135208e-02,9.017109e-02,8.812651e-02,-8.978073e-02,-8.701627e-02,8.106049e-02,6.002075e-02,-7.974350e-02,-5.951963e-02,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,-3.512648e-01,5.448350e-01,-6.510188e-01,8.285599e-02
21,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.446238e-01,8.287443e-01,-4.557968e-01,-3.151259e-01,7.440244e-02,5.384297e-02,-7.638682e-01,3.546213e-01,-3.442071e-01,8.287481e-01,-3.467993e-01,8.276369e-01,-6.509713e-01,8.274485e-02,-4.491783e-01,-1.457897e-01,-7.639225e-01,3.544074e-01,-7.638855e-01,3.549542e-01,1.465509e-01,4.489118e-01,-3.450922e-01,8.289804e-01,-3.553119e-01,8.330221e-01,-4.885667e-01,3.498850e-01,-1.699044e-02,-1.962246e-01,-3.432903e-01,8.286993e-01,3.019930e-01,4.225613e-01,-2.194448e-02,9.078309e-04,-4.418816e-01,-1.212243e-01,1.080490e-02,1.442406e-01,-1.474353e-02,1.258110e-02,-9.734313e-02,-6.408477e-02,-1.070572e-01,7.316953e-01,-3.949468e-02,8.115974e-02,-7.588016e-01,3.576616e-01,-7.637326e-01,3.542983e-01,2.496084e-02,1.100265e-01,-7.637762e-01,3.557454e-01,1.452003e-02,1.515545e-01,2.030546e-02,9.957090e-03,-3.509473e-01,5.450473e-01,-6.540435e-03,-2.054035e-02,-9.427284e-02,7.428787e-02,-1.113132e-01,-9.658657e-02,8.745934e-02,9.003545e-02,-9.311736e-02,-9.137463e-02,9.015068e-02,8.810765e-02,-8.980168e-02,-8.703558e-02,8.104314e-02,6.000473e-02,-7.976125e-02,-5.953602e-02,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.512143e-01,5.448093e-01,-6.509650e-01,8.282768e-02
22,2,2,-1,-1,-1,-1,2,2,1,1,2,2,2,2,-1,-1,2,2,1,1,-1,-1,2,2,1,1,1,1,-1,-1,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,2,2,-2,-2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3.425863e-01,8.276137e-01,-3.547190e-01,5.775138e-02,1.085531e-01,4.855896e-02,-7.656581e-01,3.548558e-01,-3.408208e-01,8.059972e-01,-3.438102e-01,8.404841e-01,-6.997544e-01,1.790260e-01,-5.466458e-01,-4.034212e-02,-7.638974e-01,3.548443e-01,-7.267273e-01,3.352908e-01,-9.738933e-02,3.523022e-01,-3.446761e-01,8.284225e-01,-3.473675e-01,8.135147e-01,-4.161993e-01,3.034475e-01,1.565729e-01,-6.855950e-02,-3.387670e-01,8.087101e-01,4.394692e-03,2.783168e-01,1.047877e-01,1.786004e-01,-3.854540e-01,1.458346e-01,-2.080776e-01,1.083360e-01,-1.813935e-02,1.682262e-01,-1.285968e-01,-6.917210e-02,-1.391182e-01,7.161427e-01,-5.788235e-02,1.720935e-01,-7.085392e-01,3.158899e-01,-7.642462e-01,3.566713e-01,-1.777475e-01,1.408197e-02,-7.149239e-01,3.113306e-01,1.859659e-01,2.292886e-01,-1.247662e-01,-1.834211e-01,-3.804878e-01,6.588526e-01,-9.424756e-02,-7.105226e-02,-1.343734e-01,1.810106e-01,-2.519193e-01,-7.085616e-02,1.128065e-01,1.196814e-01,-1.133407e-01,-1.048884e-01,1.182355e-01,1.171749e-01,-1.061481e-01,-1.056930e-01,1.120707e-01,1.020607e-01,-1.000772e-01,-1.007607e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,-3.808134e-01,6.585251e-01,-6.998315e-01,1.790557e-01
