#time,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,driver_0013a,driver_0013b,driver_0032a,driver_0032b,Out_0014a,Out_0014b,Out_0009a,Out_0009b
200,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6.880251e-01,-6.548950e-01,1.127095e-01,1.014464e-01,4.947645e-02,-8.200702e-02,5.339244e-01,-3.493082e-01,9.220530e-02,9.148293e-02,8.171650e-01,-6.904612e-01,7.893717e-01,-8.368044e-02,-9.116615e-02,-9.135482e-02,8.380740e-01,-4.099236e-01,3.444987e-01,-7.612860e-01,7.228958e-01,-3.247820e-01,9.005894e-02,8.651595e-02,7.221755e-02,-9.279545e-02,2.565375e-01,-6.651416e-01,-9.023358e-02,-9.057095e-02,-9.581559e-02,-1.082722e-01,9.441568e-02,9.386029e-02,-9.080747e-02,-9.099415e-02,4.631686e-01,1.543841e-01,8.746263e-01,-4.371001e-01,2.853178e-01,-8.134843e-01,9.725637e-02,9.537812e-02,-9.159916e-02,-9.196202e-02,7.490739e-01,-9.208298e-01,-8.886869e-02,-8.971179e-02,-8.567151e-02,-8.752568e-02,9.294771e-02,9.263927e-02,-9.255797e-02,-9.360774e-02,9.349529e-02,9.321326e-02,8.102882e-02,-6.469912e-01,5.965484e-01,5.375872e-01,6.599113e-01,4.218590e-01,9.224536e-02,1.018797e-01,9.679008e-02,7.423345e-02,4.037373e-02,4.348316e-02,4.087528e-02,3.324947e-02,9.186575e-02,1.082618e-01,1.042073e-01,8.011783e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.229154e-01,-3.247587e-01,7.893981e-01,-8.365134e-02
201,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6.880251e-01,-6.548950e-01,1.127095e-01,1.014464e-01,4.947645e-02,-8.200702e-02,5.339230e-01,-3.493067e-01,9.220530e-02,9.148294e-02,8.171650e-01,-6.904612e-01,7.893717e-01,-8.368044e-02,-9.116614e-02,-9.135482e-02,8.380733e-01,-4.099237e-01,3.444988e-01,-7.612860e-01,7.228958e-01,-3.247820e-01,9.005896e-02,8.651600e-02,7.221772e-02,-9.279431e-02,2.565375e-01,-6.651416e-01,-9.023358e-02,-9.057095e-02,-9.581554e-02,-1.082719e-01,9.441569e-02,9.386030e-02,-9.080747e-02,-9.099414e-02,4.631686e-01,1.543841e-01,8.746263e-01,-4.371001e-01,2.853178e-01,-8.134843e-01,9.725637e-02,9.537812e-02,-9.159915e-02,-9.196201e-02,7.490740e-01,-9.208298e-01,-8.886869e-02,-8.971179e-02,-8.567151e-02,-8.752568e-02,9.294771e-02,9.263928e-02,-9.255795e-02,-9.360771e-02,9.349529e-02,9.321326e-02,8.102797e-02,-6.469903e-01,5.965484e-01,5.375872e-01,6.599113e-01,4.218590e-01,9.224536e-02,1.018797e-01,9.679008e-02,7.423345e-02,4.037372e-02,4.348316e-02,4.087528e-02,3.324947e-02,9.186575e-02,1.082618e-01,1.042073e-01,8.011783e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.229154e-01,-3.247587e-01,7.893981e-01,-8.365134e-02
202,1,1,-1,-1,-1,-1,1,1,-2,-2,2,2,2,2,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.623524e-01,-6.307298e-01,1.291106e-01,1.210700e-01,8.026221e-02,-1.656036e-01,4.877241e-01,-3.040915e-01,9.267779e-02,9.199252e-02,7.519519e-01,-7.673100e-01,8.127721e-01,-1.955530e-01,-6.265404e-02,-8.882819e-02,7.976590e-01,-4.008829e-01,3.174496e-01,-7.197278e-01,7.237492e-01,-4.229793e-01,9.094332e-02,8.860134e-02,7.883963e-02,-5.030609e-02,1.996651e-01,-6.278367e-01,-1.062124e-01,-1.079136e-01,-9.764822e-02,-1.200900e-01,1.192210e-01,1.190287e-01,-1.001791e-01,-1.285911e-01,5.486782e-01,9.771624e-02,8.164243e-01,-5.133144e-01,2.410904e-01,-7.473573e-01,1.203471e-01,1.196812e-01,-9.069465e-02,-9.144125e-02,6.779650e-01,-8.511904e-01,-1.053685e-01,-1.066872e-01,-8.576593e-02,-1.096670e-01,7.609357e-02,9.283981e-02,-9.225480e-02,-9.370678e-02,1.152273e-01,1.291254e-01,6.697820e-02,-6.087474e-01,4.274185e-01,1.050616e-01,4.091682e-01,1.312872e-01,1.580736e-01,1.085172e-01,1.396066e-01,8.563213e-02,1.094580e-01,1.047035e-01,1.032491e-01,8.997149e-02,2.025173e-01,2.116783e-01,2.082371e-01,1.871075e-01,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,7.237738e-01,-4.229504e-01,8.128046e-01,-1.955176e-01
203,0,0,0,0,0,0,0,0,-2,-2,2,2,2,2,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.360471e-01,-6.828131e-01,7.854363e-01,-3.526330e-01,2.464455e-01,-6.448814e-01,4.839394e-01,-3.177325e-01,9.686243e-02,9.465464e-02,5.896325e-01,-9.057322e-01,8.704592e-01,-5.604990e-01,8.800576e-02,-6.932524e-02,7.605494e-01,-3.370835e-01,3.010883e-01,-6.666963e-01,6.880857e-01,-7.697885e-01,9.286305e-02,9.029585e-02,8.101665e-02,-4.282584e-02,1.746097e-01,-6.056329e-01,2.881316e-01,-6.582381e-01,-1.000519e-01,-1.364142e-01,7.842830e-01,-2.683752e-01,2.829502e-01,-4.115003e-01,8.872325e-01,-2.917864e-01,7.060754e-01,-7.039926e-01,1.793462e-01,-7.074677e-01,8.083401e-01,-3.548785e-01,-8.435887e-02,-8.857688e-02,5.397217e-01,-7.852361e-01,2.701023e-01,-6.768630e-01,2.938570e-01,-6.783217e-01,1.048593e-01,1.002929e-01,-9.098076e-02,-9.372794e-02,5.523212e-01,-4.953274e-03,7.674711e-02,-6.032074e-01,6.350280e-01,-6.570997e-01,7.977800e-01,-4.933544e-01,5.779156e-01,-5.483893e-01,8.510455e-01,-3.898475e-01,5.158080e-01,-4.538853e-01,7.770018e-01,-2.930097e-01,5.125366e-01,-6.826469e-02,6.303268e-01,3.269270e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,6.880366e-01,-7.698213e-01,8.704391e-01,-5.605092e-01
204,-1,-1,1,1,1,1,-1,-1,-2,-2,2,2,2,2,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,-1,-1,1,1,-2,-2,1,1,1,1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2.116928e-01,-4.333976e-01,7.959429e-01,-3.461132e-01,2.574583e-01,-6.821728e-01,1.301086e-01,1.137308e-01,1.000438e-01,9.724235e-02,1.979522e-01,-7.429620e-01,7.301151e-01,-6.801542e-01,6.708793e-02,-7.278802e-02,1.020386e-01,1.047382e-01,-1.220492e-01,-1.119610e-01,4.418002e-01,-8.069877e-01,9.623155e-02,9.601539e-02,9.569097e-02,7.799502e-02,-2.362224e-01,-2.556826e-01,3.136775e-01,-7.056521e-01,-8.799149e-02,-6.227389e-02,8.091722e-01,-3.412534e-01,2.935254e-01,-4.599757e-01,9.146562e-01,-3.013772e-01,3.756737e-01,-6.549233e-01,-2.287230e-01,-2.476535e-01,8.116335e-01,-3.418722e-01,-8.416634e-02,-8.719112e-02,-1.978661e-01,-4.019277e-01,3.094210e-01,-7.156688e-01,3.199360e-01,-7.208538e-01,1.589182e-01,1.087849e-01,-8.845093e-02,-8.894679e-02,6.778030e-01,-7.096464e-02,-1.291611e-01,-1.022647e-01,5.355518e-01,-7.297528e-01,8.198379e-01,-5.646542e-01,5.760943e-01,-7.280695e-01,8.039796e-01,-4.807012e-01,6.544263e-01,-6.069040e-01,8.410379e-01,-3.071101e-01,7.026970e-01,-2.422516e-01,7.835835e-01,-5.320950e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,4.417534e-01,-8.070231e-01,7.300960e-01,-6.801627e-01
205,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.657239e-01,-6.058857e-01,8.207323e-01,-3.446295e-01,2.723064e-01,-7.320554e-01,8.456957e-02,7.242885e-02,9.969938e-02,9.625604e-02,6.705788e-02,-7.114538e-01,6.965462e-01,-7.165441e-01,1.066715e-01,-6.813082e-02,3.547095e-02,-9.879182e-02,-1.226775e-01,-1.475537e-01,3.659171e-01,-8.266272e-01,9.447812e-02,9.318806e-02,9.175252e-02,8.942060e-02,-1.940868e-01,-1.586007e-01,3.539879e-01,-7.664049e-01,-9.299119e-02,-9.543528e-02,8.317684e-01,-3.551111e-01,3.635174e-01,-5.277851e-01,9.508763e-01,-3.179371e-01,3.347430e-01,-6.642030e-01,-1.781302e-01,-1.986154e-01,8.286323e-01,-3.448069e-01,-8.338299e-02,-8.768537e-02,-4.370870e-01,-6.837722e-01,3.541633e-01,-7.634933e-01,3.593773e-01,-7.657446e-01,1.622457e-01,1.090603e-01,-8.980306e-02,-9.133518e-02,7.288404e-01,-9.120269e-02,-9.970741e-02,-1.077190e-01,5.336499e-01,-8.314257e-01,8.264535e-01,-6.449102e-01,6.467087e-01,-8.121367e-01,8.691771e-01,-5.364099e-01,7.413371e-01,-6.529051e-01,8.814207e-01,-3.570693e-01,7.275385e-01,-2.384595e-01,7.910597e-01,1.250077e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.658609e-01,-8.266689e-01,6.965222e-01,-7.165567e-01
206,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.657239e-01,-6.058857e-01,8.207323e-01,-3.446295e-01,2.723064e-01,-7.320554e-01,8.456957e-02,7.242886e-02,9.969940e-02,9.625605e-02,6.705797e-02,-7.114539e-01,6.965462e-01,-7.165441e-01,1.066723e-01,-6.813070e-02,3.547096e-02,-9.879179e-02,-1.226775e-01,-1.475537e-01,3.659172e-01,-8.266272e-01,9.447813e-02,9.318807e-02,9.175253e-02,8.942060e-02,-1.940867e-01,-1.586007e-01,3.539878e-01,-7.664055e-01,-9.299119e-02,-9.543527e-02,8.317682e-01,-3.551110e-01,3.635185e-01,-5.277862e-01,9.508763e-01,-3.179371e-01,3.347430e-01,-6.642030e-01,-1.781302e-01,-1.986153e-01,8.286323e-01,-3.448070e-01,-8.338295e-02,-8.768535e-02,-4.370869e-01,-6.837721e-01,3.541633e-01,-7.634933e-01,3.593773e-01,-7.657446e-01,1.622459e-01,1.090604e-01,-8.980305e-02,-9.133518e-02,7.288410e-01,-9.120324e-02,-9.970740e-02,-1.077190e-01,5.336500e-01,-8.314258e-01,8.264534e-01,-6.449101e-01,6.467088e-01,-8.121367e-01,8.691771e-01,-5.364098e-01,7.413371e-01,-6.529051e-01,8.814207e-01,-3.570692e-01,7.275385e-01,-2.384595e-01,7.910597e-01,1.250086e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,3.658610e-01,-8.266689e-01,6.965222e-01,-7.165567e-01
207,-2,-2,2,2,2,2,-2,-2,-1,-1,1,1,1,1,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,-2,-2,2,2,-1,-1,2,2,2,2,2,2,1,1,-2,-2,2,2,-1,-1,-2,-2,2,2,2,2,-1,-1,-1,-1,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5.161158e-01,-5.641155e-01,8.207262e-01,-3.446419e-01,2.722774e-01,-7.320528e-01,6.804073e-02,7.235270e-02,1.240561e-01,1.201337e-01,5.585566e-02,-6.703846e-01,5.871066e-01,-6.730121e-01,1.382847e-01,-1.695954e-01,3.723379e-02,-8.526619e-02,-1.203825e-01,-1.438638e-01,2.808131e-01,-7.582893e-01,1.193060e-01,1.184922e-01,1.139460e-01,1.243610e-01,-1.868876e-01,-1.528522e-01,3.530184e-01,-7.704264e-01,-1.012051e-01,-1.336866e-01,8.308795e-01,-3.528048e-01,3.724804e-01,-6.006436e-01,9.508746e-01,-3.179420e-01,2.886843e-01,-6.189908e-01,-1.722812e-01,-1.913956e-01,8.286556e-01,-3.449632e-01,-8.271853e-02,-1.102516e-01,-3.885334e-01,-6.270575e-01,3.539784e-01,-7.633616e-01,3.593118e-01,-7.657345e-01,2.710389e-01,1.064734e-01,-1.052434e-01,-1.088096e-01,7.483336e-01,-1.366705e-01,-6.983167e-02,-1.045956e-01,4.669221e-01,-8.178392e-01,7.700384e-01,-6.685059e-01,6.054158e-01,-8.249849e-01,8.651055e-01,-5.462223e-01,7.332102e-01,-6.591129e-01,8.810220e-01,-3.640879e-01,7.266849e-01,-2.410787e-01,7.916869e-01,8.845522e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.807143e-01,-7.583794e-01,5.870286e-01,-6.730813e-01
208,-2,-2,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,2,2,0,0,-2,-2,2,2,0,0,-2,-2,2,2,2,2,0,0,0,0,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-4.704038e-01,-5.320946e-01,8.207214e-01,-3.444097e-01,2.723448e-01,-7.320320e-01,1.018157e-01,8.017845e-02,8.058609e-01,-3.575437e-01,5.977766e-02,-6.462027e-01,4.908112e-01,-6.365377e-01,3.176184e-01,-6.882002e-01,4.333123e-02,-6.684200e-02,-1.125908e-01,-1.373826e-01,2.108123e-01,-7.005142e-01,7.853032e-01,-2.701359e-01,5.553229e-01,-1.147338e-02,-1.796651e-01,-1.475376e-01,3.549158e-01,-7.637634e-01,2.793365e-01,-4.162513e-01,8.286729e-01,-3.435531e-01,3.558405e-01,-7.649873e-01,9.509072e-01,-3.177913e-01,2.555197e-01,-5.887446e-01,-1.649569e-01,-1.835821e-01,8.286298e-01,-3.443491e-01,2.677255e-01,-6.771810e-01,-3.357151e-01,-5.743884e-01,3.541479e-01,-7.637858e-01,3.594389e-01,-7.657016e-01,7.927256e-01,-3.473696e-01,2.873427e-01,-6.564875e-01,8.287464e-01,-3.432986e-01,7.771920e-02,-8.511019e-02,3.995871e-01,-8.133280e-01,7.159660e-01,-6.916429e-01,5.709317e-01,-8.247123e-01,8.588703e-01,-5.548746e-01,7.194543e-01,-6.672469e-01,8.802539e-01,-3.681580e-01,7.254357e-01,-2.443554e-01,7.922681e-01,6.399079e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,2.107064e-01,-7.008768e-01,4.906923e-01,-6.368668e-01
209,-2,-2,2,2,2,2,-2,-2,1,1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-2,-2,2,2,1,1,2,2,2,2,2,2,-1,-1,-2,-2,2,2,1,1,-2,-2,2,2,2,2,1,1,1,1,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.015440e-01,-2.608660e-01,8.207223e-01,-3.444350e-01,2.723518e-01,-7.320279e-01,1.521613e-01,8.771733e-02,8.096070e-01,-3.429508e-01,-1.238368e-01,-2.342350e-01,-1.513795e-01,-4.345856e-01,3.340644e-01,-7.262137e-01,5.026926e-02,-3.670767e-02,-1.097362e-01,-1.276066e-01,-1.874151e-01,-4.096472e-01,8.098629e-01,-3.430247e-01,6.794691e-01,-7.862701e-02,-1.466560e-01,-1.161575e-01,3.546492e-01,-7.638964e-01,2.917803e-01,-4.669987e-01,8.287367e-01,-3.442301e-01,3.552515e-01,-7.647292e-01,9.509142e-01,-3.177808e-01,-1.249178e-01,-2.307410e-01,-1.446762e-01,-1.535155e-01,8.286383e-01,-3.444829e-01,3.091902e-01,-7.156476e-01,-2.105527e-01,-3.060926e-01,3.540948e-01,-7.637678e-01,3.594334e-01,-7.656999e-01,8.058012e-01,-3.414168e-01,3.123161e-01,-7.062264e-01,8.275095e-01,-3.408323e-01,5.967993e-02,-8.795104e-02,1.290710e-01,-7.194388e-01,4.178341e-01,-6.418754e-01,4.417695e-01,-8.147026e-01,7.605148e-01,-6.036924e-01,6.402756e-01,-7.136214e-01,8.736232e-01,-3.927693e-01,7.179175e-01,-2.625082e-01,7.955300e-01,-8.590488e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-1.875282e-01,-4.100120e-01,-1.514989e-01,-4.349579e-01
210,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.710537e-02,-3.398545e-02,8.207241e-01,-3.445796e-01,2.722931e-01,-7.320481e-01,1.567062e-01,9.390237e-02,8.287379e-01,-3.453458e-01,-4.310296e-02,-8.493361e-02,-5.352691e-01,-5.814479e-01,3.545366e-01,-7.638903e-01,7.060595e-02,3.785943e-02,-9.506674e-02,-1.037291e-01,-4.318227e-01,-6.604384e-01,8.316266e-01,-3.564117e-01,7.302554e-01,-9.915213e-02,-1.027415e-01,-7.944039e-02,3.544417e-01,-7.638572e-01,3.648096e-01,-5.348664e-01,8.287150e-01,-3.446882e-01,3.545469e-01,-7.638578e-01,9.508820e-01,-3.179062e-01,-9.468593e-02,-8.464782e-02,-1.091382e-01,-1.100130e-01,8.286354e-01,-3.447316e-01,3.544590e-01,-7.635376e-01,-8.157253e-03,-3.170410e-02,3.539647e-01,-7.637929e-01,3.593378e-01,-7.657135e-01,8.287364e-01,-3.448735e-01,3.530223e-01,-7.678531e-01,8.287272e-01,-3.447128e-01,1.046631e-01,-7.579047e-02,7.468952e-02,-7.081283e-01,3.580232e-01,-6.430116e-01,4.219666e-01,-8.123938e-01,7.448456e-01,-6.083968e-01,6.307129e-01,-7.172985e-01,8.725675e-01,-3.929295e-01,7.173863e-01,-2.628748e-01,7.956177e-01,-8.089721e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-4.319493e-01,-6.608248e-01,-5.354005e-01,-5.818424e-01
211,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.710537e-02,-3.398544e-02,8.207241e-01,-3.445796e-01,2.722931e-01,-7.320481e-01,1.567063e-01,9.390239e-02,8.287379e-01,-3.453458e-01,-4.310296e-02,-8.493360e-02,-5.352691e-01,-5.814479e-01,3.545366e-01,-7.638903e-01,7.060595e-02,3.785944e-02,-9.506673e-02,-1.037291e-01,-4.318227e-01,-6.604383e-01,8.316266e-01,-3.564117e-01,7.302556e-01,-9.915230e-02,-1.027415e-01,-7.944039e-02,3.544417e-01,-7.638572e-01,3.648099e-01,-5.348668e-01,8.287150e-01,-3.446882e-01,3.545469e-01,-7.638578e-01,9.508820e-01,-3.179062e-01,-9.468593e-02,-8.464782e-02,-1.091382e-01,-1.100130e-01,8.286354e-01,-3.447316e-01,3.544590e-01,-7.635376e-01,-8.157250e-03,-3.170410e-02,3.539647e-01,-7.637929e-01,3.593378e-01,-7.657135e-01,8.287364e-01,-3.448735e-01,3.530223e-01,-7.678533e-01,8.287272e-01,-3.447128e-01,1.046634e-01,-7.579043e-02,7.468952e-02,-7.081283e-01,3.580232e-01,-6.430116e-01,4.219666e-01,-8.123938e-01,7.448456e-01,-6.083968e-01,6.307129e-01,-7.172985e-01,8.725674e-01,-3.929295e-01,7.173863e-01,-2.628748e-01,7.956177e-01,-8.089697e-03,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-4.319493e-01,-6.608248e-01,-5.354005e-01,-5.818424e-01
212,-1,-1,1,1,1,1,-1,-1,2,2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-1,-1,1,1,2,2,1,1,1,1,1,1,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,1,1,2,2,2,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.464882e-02,3.026096e-02,7.959263e-01,-3.461068e-01,2.574090e-01,-6.821626e-01,2.673842e-01,9.714749e-02,8.295084e-01,-3.448442e-01,1.738804e-01,1.250110e-01,-4.466708e-01,-5.168215e-01,3.320863e-01,-7.547904e-01,1.090128e-01,8.689220e-02,-8.837931e-02,-1.258242e-01,-3.354812e-01,-5.616651e-01,8.308321e-01,-3.540356e-01,7.479647e-01,-1.394561e-01,-1.298927e-01,-1.301776e-01,3.119224e-01,-7.151505e-01,3.709729e-01,-6.028648e-01,8.097854e-01,-3.414092e-01,3.104895e-01,-7.172690e-01,9.146304e-01,-3.014132e-01,1.036577e-01,7.102735e-02,-1.307085e-01,-1.371479e-01,8.115089e-01,-3.413341e-01,3.559030e-01,-7.637355e-01,4.924942e-02,3.616528e-02,3.095481e-01,-7.147801e-01,3.198535e-01,-7.209293e-01,8.355298e-01,-3.455740e-01,3.525873e-01,-7.706130e-01,8.115050e-01,-3.454682e-01,1.372967e-01,-1.766297e-01,9.055037e-02,-6.750670e-01,3.329538e-01,-6.139127e-01,3.740224e-01,-7.567648e-01,6.868381e-01,-5.656019e-01,5.665205e-01,-6.201696e-01,8.326243e-01,-3.615248e-01,6.607181e-01,-2.497148e-01,7.886978e-01,-3.102623e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-3.356150e-01,-5.620586e-01,-4.468094e-01,-5.172207e-01
213,0,0,0,0,0,0,0,0,2,2,-2,-2,-2,-2,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.936034e-01,-1.378266e-01,7.864638e-01,-3.541903e-01,2.466527e-01,-6.444400e-01,7.945572e-01,-3.570102e-01,8.298920e-01,-3.436232e-01,5.143328e-01,2.950687e-01,-3.678792e-01,-4.173002e-01,3.150107e-01,-7.471301e-01,8.073356e-01,-4.042670e-01,2.551927e-01,-6.751157e-01,-2.341325e-01,-4.746553e-01,8.285519e-01,-3.443724e-01,8.285482e-01,-3.453270e-01,2.452074e-01,-4.217987e-01,2.808568e-01,-6.703033e-01,3.549966e-01,-7.632424e-01,8.017355e-01,-3.462531e-01,2.763066e-01,-6.757361e-01,8.874572e-01,-2.913918e-01,3.622956e-01,1.846070e-01,2.478484e-01,-6.809474e-01,8.048980e-01,-3.448942e-01,3.577367e-01,-7.644475e-01,7.709603e-01,-3.960018e-01,2.747194e-01,-6.686021e-01,2.929663e-01,-6.809355e-01,8.463861e-01,-3.448115e-01,3.548765e-01,-7.639320e-01,8.035450e-01,-3.500348e-01,3.122294e-01,-6.895857e-01,1.215454e-01,-6.389034e-01,2.642522e-01,-4.902636e-01,3.446879e-01,-6.598600e-01,5.421539e-01,-4.586240e-01,5.119071e-01,-5.698729e-01,7.841824e-01,-3.713906e-01,5.813445e-01,-1.891260e-01,7.888507e-01,-6.538627e-02,-8.228581e-01,9.240446e-01,-8.228581e-01,9.240446e-01,-2.342853e-01,-4.750633e-01,-3.680299e-01,-4.177114e-01
