#time,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0003a,driver_0003b,driver_0004a,driver_0004b,Out_0009a,Out_0009b,Out_0010a,Out_0010b
110,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.185246e-01,1.270628e-01,1.175976e-01,1.171435e-01,-1.103913e-01,-1.187269e-01,-1.008080e-01,-1.066024e-01,5.608441e-02,-9.625132e-02,-7.548028e-02,-1.044941e-01,2.429581e-02,3.827848e-02,-2.293626e-02,-4.138500e-02,3.119203e-02,2.285077e-02,-3.006227e-02,-1.999748e-02,-1.056294e-01,3.214925e-02,3.546218e-02,-4.328273e-02,2.834449e-01,-5.410647e-01,6.658261e-01,-2.266950e-01,3.999177e-01,-4.273748e-01,7.148846e-01,-5.899213e-02,8.822113e-01,-2.659595e-01,9.548120e-01,-6.451926e-01,7.505242e-01,-1.955714e-01,8.718395e-01,-5.745001e-01,2.182263e-01,-8.091897e-01,6.481324e-01,-9.015975e-01,-2.172138e-01,-6.686249e-01,1.317384e-02,-7.447518e-01,8.738764e-01,-6.451843e-01,7.616461e-01,-4.597689e-01,8.847953e-01,-7.701907e-01,8.317710e-01,-3.274055e-01,7.218922e-01,-3.783103e-01,5.961022e-01,-9.245127e-01,3.576737e-01,-8.268892e-01,6.431806e-02,-6.503452e-01,5.381194e-01,-3.453997e-01,8.645615e-02,-6.506745e-01,8.258074e-01,-3.467867e-01,3.559154e-01,-7.638989e-01,8.332169e-01,-3.588930e-01,3.559572e-01,-7.600524e-01,7.310911e-01,-1.116534e-01,3.490651e-01,-4.920034e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,5.671393e-02,-9.676941e-02,-7.498806e-02,-1.052166e-01
111,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.185246e-01,1.270628e-01,1.175976e-01,1.171435e-01,-1.103913e-01,-1.187269e-01,-1.008080e-01,-1.066024e-01,5.608431e-02,-9.625197e-02,-7.548031e-02,-1.044942e-01,2.429580e-02,3.827845e-02,-2.293627e-02,-4.138502e-02,3.119203e-02,2.285076e-02,-3.006228e-02,-1.999749e-02,-1.056294e-01,3.214924e-02,3.546219e-02,-4.328273e-02,2.834448e-01,-5.410646e-01,6.658260e-01,-2.266950e-01,3.999179e-01,-4.273750e-01,7.148847e-01,-5.899220e-02,8.822113e-01,-2.659595e-01,9.548120e-01,-6.451927e-01,7.505242e-01,-1.955714e-01,8.718395e-01,-5.745001e-01,2.182264e-01,-8.091896e-01,6.481324e-01,-9.015975e-01,-2.172138e-01,-6.686249e-01,1.317384e-02,-7.447518e-01,8.738764e-01,-6.451843e-01,7.616461e-01,-4.597689e-01,8.847953e-01,-7.701907e-01,8.317710e-01,-3.274055e-01,7.218922e-01,-3.783103e-01,5.961022e-01,-9.245127e-01,3.576737e-01,-8.268892e-01,6.431806e-02,-6.503452e-01,5.381202e-01,-3.454005e-01,8.645663e-02,-6.506750e-01,8.258078e-01,-3.467867e-01,3.559154e-01,-7.638989e-01,8.332169e-01,-3.588930e-01,3.559572e-01,-7.600524e-01,7.310911e-01,-1.116534e-01,3.490651e-01,-4.920035e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,5.671385e-02,-9.676996e-02,-7.498808e-02,-1.052168e-01
112,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.762843e-01,1.410849e-01,3.154468e-01,2.743516e-01,-1.686536e-01,-1.330981e-01,-3.029872e-01,-2.663695e-01,6.452725e-02,-5.038234e-02,-7.723937e-02,-1.155538e-01,2.650070e-02,4.417299e-02,-1.482027e-02,-4.237781e-02,8.040587e-02,8.188989e-02,-6.835296e-02,-7.789511e-02,-4.912092e-02,1.390586e-01,-4.587681e-02,-1.078707e-01,2.819465e-01,-5.741652e-01,7.027066e-01,-2.919568e-01,3.630950e-01,-3.487048e-01,7.001045e-01,-2.206644e-02,8.866478e-01,-2.689020e-01,9.394559e-01,-6.467736e-01,7.462449e-01,-2.026537e-01,8.338662e-01,-6.032329e-01,2.245719e-01,-8.089316e-01,6.836664e-01,-8.599696e-01,-2.024470e-01,-6.707569e-01,3.910107e-02,-7.129153e-01,8.059577e-01,-6.530047e-01,7.454857e-01,-4.255850e-01,8.031692e-01,-7.740629e-01,8.197495e-01,-3.392676e-01,7.056769e-01,-3.622649e-01,5.600957e-01,-8.063458e-01,3.290432e-01,-7.331724e-01,5.186532e-02,-6.312388e-01,4.909527e-01,-2.970440e-01,6.976950e-02,-6.122496e-01,7.931536e-01,-3.486426e-01,3.277702e-01,-7.251044e-01,8.135991e-01,-3.470279e-01,3.111024e-01,-7.069023e-01,6.931915e-01,-1.056134e-01,2.986340e-01,-4.413456e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,6.517476e-02,-5.087629e-02,-7.673743e-02,-1.162514e-01
113,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762321e-01,1.648199e-01,4.615087e-01,5.071806e-01,-2.006161e-01,-1.407986e-01,-6.132542e-01,-3.990837e-01,6.175296e-02,-4.784918e-02,-8.395190e-02,-1.355829e-01,-9.627890e-02,3.257749e-02,-9.848344e-02,-5.525158e-02,-3.606775e-01,4.792441e-01,-6.120327e-01,1.367529e-01,-3.121767e-01,7.660544e-01,-4.275243e-01,3.124407e-01,2.687309e-01,-6.288925e-01,7.514845e-01,-4.119363e-01,3.518827e-01,-3.260588e-01,6.945575e-01,-7.972533e-03,8.897894e-01,-2.720787e-01,9.244213e-01,-6.584850e-01,7.423600e-01,-2.085455e-01,8.057606e-01,-6.254157e-01,2.290722e-01,-8.063621e-01,7.064447e-01,-8.367830e-01,-1.866475e-01,-6.713733e-01,6.636687e-02,-6.880732e-01,7.288432e-01,-6.708029e-01,7.707926e-01,-3.807828e-01,7.520323e-01,-7.827106e-01,8.053998e-01,-3.682319e-01,6.614205e-01,-3.198695e-01,5.401528e-01,-6.962406e-01,3.183464e-01,-6.767128e-01,5.109147e-02,-6.001020e-01,4.792274e-01,-3.021521e-01,8.693022e-02,-5.938210e-01,7.898307e-01,-3.689853e-01,3.003941e-01,-6.969727e-01,7.880485e-01,-2.869713e-01,2.805102e-01,-6.572057e-01,6.062183e-01,-6.285334e-02,3.023082e-01,-4.116526e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,6.242818e-02,-4.835448e-02,-8.342887e-02,-1.362419e-01
114,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.892801e-01,1.613349e-01,5.184116e-01,5.524557e-01,-2.198833e-01,-1.425129e-01,-6.706463e-01,-4.562032e-01,7.404968e-02,7.273486e-02,-7.240977e-02,-5.905621e-02,-9.660739e-02,3.605071e-02,-8.617801e-02,-5.047480e-02,-3.539422e-01,4.820845e-01,-6.079739e-01,1.253622e-01,-2.915609e-01,7.633244e-01,-4.447832e-01,3.105539e-01,2.950887e-01,-6.322565e-01,8.362237e-01,-4.047177e-01,3.243360e-01,-2.876254e-01,6.897445e-01,6.399291e-03,9.011699e-01,-2.983316e-01,6.227298e-01,-7.636637e-01,6.614912e-01,-2.861896e-01,4.528829e-01,-7.592709e-01,2.830537e-01,-7.985678e-01,7.803033e-01,-5.524160e-01,-7.954797e-02,-6.446237e-01,2.291492e-01,-4.470308e-01,1.251877e-01,-4.063932e-01,3.107892e-01,9.122232e-02,5.989991e-02,-3.476037e-01,1.285616e-01,1.155026e-01,3.029811e-01,1.054399e-01,1.855892e-01,-4.518285e-02,-1.020195e-01,-7.072972e-02,-1.564978e-01,-9.279167e-02,1.293213e-01,1.159674e-01,-1.275010e-01,-1.001378e-01,1.192609e-01,1.188849e-01,-1.075287e-01,-1.058391e-01,1.184180e-01,1.172500e-01,-1.057481e-01,-1.056194e-01,1.121476e-01,1.021382e-01,-9.996517e-02,-1.006488e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.463033e-02,7.220683e-02,-7.189489e-02,-5.978940e-02
115,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.049103e-01,1.600000e-01,5.736731e-01,6.029477e-01,-2.374086e-01,-1.418343e-01,-7.240704e-01,-5.094734e-01,7.243593e-02,8.845271e-02,-7.416550e-02,-8.693653e-02,-1.096152e-01,3.340684e-02,-7.467582e-02,-4.968398e-02,-3.587611e-01,4.939598e-01,-6.196175e-01,1.207813e-01,-2.816592e-01,7.736217e-01,-4.702042e-01,3.350666e-01,3.125894e-01,-6.465233e-01,8.269263e-01,-4.188375e-01,2.984608e-01,-2.565718e-01,6.912115e-01,1.935858e-02,8.701299e-01,-3.293088e-01,4.756832e-01,-7.208293e-01,5.963597e-01,-3.399969e-01,2.598704e-01,-6.866874e-01,3.210343e-01,-7.804080e-01,7.790507e-01,-4.488121e-01,-8.316069e-04,-6.318955e-01,3.581436e-01,-3.421842e-01,-3.977669e-01,-5.640878e-01,5.327034e-01,4.140707e-01,-2.640809e-01,-5.158059e-01,8.983403e-02,3.126335e-04,2.707865e-01,1.296762e-01,3.522015e-01,3.655238e-01,-5.763606e-02,7.466314e-02,-1.426308e-01,-9.855701e-02,9.225558e-02,9.295610e-02,-8.978209e-02,-9.020165e-02,9.289024e-02,9.245475e-02,-9.009618e-02,-8.971605e-02,9.143573e-02,8.886925e-02,-8.879848e-02,-8.637912e-02,8.153393e-02,6.034447e-02,-7.930316e-02,-5.919800e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.284806e-02,8.774834e-02,-7.361259e-02,-8.748115e-02
116,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.049101e-01,1.600000e-01,5.736732e-01,6.029474e-01,-2.374087e-01,-1.418343e-01,-7.240706e-01,-5.094737e-01,7.243597e-02,8.845272e-02,-7.416547e-02,-8.693652e-02,-1.096146e-01,3.340693e-02,-7.467555e-02,-4.968393e-02,-3.587605e-01,4.939592e-01,-6.196155e-01,1.207806e-01,-2.816586e-01,7.736204e-01,-4.702020e-01,3.350642e-01,3.125892e-01,-6.465223e-01,8.269261e-01,-4.188367e-01,2.984625e-01,-2.565734e-01,6.912126e-01,1.935795e-02,8.701272e-01,-3.293090e-01,4.756821e-01,-7.208292e-01,5.963559e-01,-3.399944e-01,2.598681e-01,-6.866826e-01,3.210333e-01,-7.804069e-01,7.790508e-01,-4.488125e-01,-8.322496e-04,-6.318936e-01,3.581435e-01,-3.421841e-01,-3.977674e-01,-5.640878e-01,5.327031e-01,4.140702e-01,-2.640819e-01,-5.158057e-01,8.983394e-02,3.121566e-04,2.707865e-01,1.296762e-01,3.522015e-01,3.655236e-01,-5.763612e-02,7.466305e-02,-1.426309e-01,-9.855704e-02,9.225559e-02,9.295611e-02,-8.978208e-02,-9.020164e-02,9.289024e-02,9.245475e-02,-9.009618e-02,-8.971605e-02,9.143573e-02,8.886925e-02,-8.879848e-02,-8.637912e-02,8.153393e-02,6.034447e-02,-7.930316e-02,-5.919800e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.284808e-02,8.774835e-02,-7.361257e-02,-8.748115e-02
117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.897710e-01,2.589409e-01,4.360524e-01,4.802117e-01,-1.852534e-01,-2.385291e-01,-6.105288e-01,-2.734935e-01,8.801011e-02,1.283223e-01,-1.116551e-01,-1.193901e-01,-2.454507e-01,1.455172e-01,-2.425059e-01,-3.230255e-03,-4.502166e-01,6.686892e-01,-6.987400e-01,2.689503e-01,-2.743317e-01,8.075437e-01,-4.788783e-01,3.488906e-01,2.838587e-01,-6.179475e-01,7.891917e-01,-4.144605e-01,2.998805e-01,-2.462054e-01,6.215786e-01,1.786610e-02,8.153136e-01,-2.875903e-01,4.441723e-01,-6.791936e-01,5.245572e-01,-2.586513e-01,2.166633e-01,-6.248266e-01,2.839398e-01,-7.256147e-01,7.689700e-01,-4.500216e-01,3.492335e-02,-6.368505e-01,3.962836e-01,-3.981139e-01,-3.565692e-01,-5.102204e-01,4.982338e-01,3.832615e-01,-2.329736e-01,-4.728453e-01,8.964160e-02,6.871336e-03,2.705818e-01,1.291964e-01,3.315613e-01,3.105680e-01,-5.758406e-02,7.257280e-02,-1.428026e-01,-9.864623e-02,7.512753e-02,9.253596e-02,-6.051843e-02,-8.575361e-02,9.290835e-02,9.250630e-02,-8.783365e-02,-8.831295e-02,9.150862e-02,8.895100e-02,-8.788446e-02,-8.576084e-02,8.161522e-02,6.042054e-02,-7.887008e-02,-5.888323e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,8.839383e-02,1.276803e-01,-1.111364e-01,-1.199034e-01
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-8.327120e-02,6.902855e-01,3.581186e-01,5.228512e-01,-4.352816e-01,-2.418114e-01,-7.258292e-01,1.002962e-01,-3.271634e-01,4.879977e-01,-6.116470e-01,8.345521e-02,-5.961119e-01,7.729083e-01,-7.920552e-01,3.500197e-01,-4.257145e-01,8.804305e-01,-8.021582e-01,5.548115e-01,-2.575576e-01,7.819857e-01,-4.827657e-01,3.484870e-01,2.693429e-01,-5.949584e-01,7.514592e-01,-4.232594e-01,2.350122e-01,-1.668487e-01,5.132166e-01,8.255291e-02,8.244789e-01,-2.118518e-01,4.217839e-01,-6.518971e-01,5.119681e-01,-2.250150e-01,2.047399e-01,-6.243369e-01,2.576426e-01,-6.793500e-01,7.236760e-01,-4.478952e-01,6.578639e-02,-6.259277e-01,3.952288e-01,-4.180342e-01,-3.060840e-01,-4.670633e-01,4.554773e-01,3.475688e-01,-1.928922e-01,-4.275007e-01,9.030301e-02,1.783761e-02,2.702313e-01,1.287584e-01,3.044707e-01,2.649718e-01,-5.806309e-02,6.670947e-02,-1.430016e-01,-9.877072e-02,-4.222342e-02,7.857364e-02,-1.346623e-01,-9.640079e-02,8.768651e-02,8.978213e-02,-9.131943e-02,-8.991109e-02,8.992189e-02,8.796154e-02,-8.875831e-02,-8.629712e-02,8.096389e-02,5.996976e-02,-7.922738e-02,-5.913693e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.267733e-01,4.874172e-01,-6.111398e-01,8.297531e-02
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.177628e-01,8.044721e-01,2.204419e-01,7.078973e-01,-5.241424e-01,-2.343317e-01,-7.540634e-01,1.786082e-01,-3.086283e-01,4.898693e-01,-6.291224e-01,7.468709e-02,-6.447931e-01,8.018355e-01,-8.557017e-01,4.256875e-01,-4.986921e-01,9.280303e-01,-8.374800e-01,5.982502e-01,-1.655735e-01,7.587283e-01,-4.413976e-01,3.156023e-01,-9.616079e-02,-2.319676e-01,1.330307e-01,-1.676825e-01,-1.065860e-01,7.540807e-02,1.391225e-01,1.975858e-01,1.513574e-01,1.473942e-01,-3.818557e-02,-4.372655e-02,1.601403e-01,1.478573e-01,-2.122704e-03,-4.962854e-02,-1.344945e-01,-1.377650e-01,4.661374e-02,5.081076e-02,-1.527091e-01,-1.259502e-01,2.096164e-03,4.941376e-02,-1.695112e-01,-1.899655e-01,1.791932e-01,2.028727e-01,-9.141195e-02,-1.516830e-01,8.719748e-02,2.834351e-02,2.686047e-01,1.258033e-01,9.639463e-02,1.575298e-01,-7.567682e-02,-2.088636e-02,-1.434216e-01,-1.020752e-01,-5.031666e-02,7.768569e-02,-1.207645e-01,-9.506202e-02,8.740476e-02,8.963537e-02,-9.118266e-02,-8.998591e-02,8.982185e-02,8.788406e-02,-8.886668e-02,-8.639933e-02,8.090039e-02,5.991609e-02,-7.931563e-02,-5.921179e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.087079e-01,4.897913e-01,-6.291972e-01,7.460614e-02
120,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.297363e-01,8.165885e-01,1.880062e-01,7.074363e-01,-6.145539e-01,-2.224348e-01,-7.791777e-01,2.279799e-01,-3.456480e-01,5.355958e-01,-6.983967e-01,9.566184e-02,-6.427854e-01,8.830634e-01,-9.254311e-01,5.208136e-01,-5.341908e-01,9.537447e-01,-8.514237e-01,6.467325e-01,-1.299742e-01,7.540683e-01,-4.542156e-01,3.164697e-01,-1.220229e-01,-1.311860e-01,-6.640390e-03,-1.718473e-01,-3.611278e-03,1.053294e-01,1.165313e-01,1.196991e-01,1.133288e-01,1.143587e-01,1.611924e-02,1.110098e-03,9.370506e-02,1.096748e-01,4.746414e-02,2.692331e-02,-1.127390e-01,-1.159057e-01,-1.296661e-02,5.655984e-05,-9.319667e-02,-1.083009e-01,-4.551512e-02,-2.372022e-02,1.942476e-03,-1.342362e-02,8.190284e-03,3.003366e-02,3.023822e-02,1.126740e-02,9.496580e-02,6.793627e-02,2.688620e-01,1.272763e-01,-2.356879e-02,-3.921878e-03,-8.336392e-02,-5.983195e-02,-1.439278e-01,-1.037070e-01,-9.139236e-02,7.194012e-02,-1.139758e-01,-9.486920e-02,8.558657e-02,8.881330e-02,-9.176333e-02,-9.050795e-02,8.937052e-02,8.760547e-02,-8.925500e-02,-8.668061e-02,8.071189e-02,5.978120e-02,-7.952417e-02,-5.936985e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.456891e-01,5.355690e-01,-6.984511e-01,9.561033e-02
121,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2.297173e-01,8.165930e-01,1.880543e-01,7.074289e-01,-6.145588e-01,-2.224108e-01,-7.791613e-01,2.280008e-01,-3.456517e-01,5.356159e-01,-6.984151e-01,9.568235e-02,-6.427596e-01,8.830872e-01,-9.254280e-01,5.208396e-01,-5.341466e-01,9.537439e-01,-8.513830e-01,6.467663e-01,-1.298746e-01,7.540506e-01,-4.541203e-01,3.164708e-01,-1.220300e-01,-1.311810e-01,-6.576462e-03,-1.717837e-01,-3.534997e-03,1.054009e-01,1.165423e-01,1.197188e-01,1.132807e-01,1.143511e-01,1.623504e-02,1.204973e-03,9.338522e-02,1.095400e-01,4.754082e-02,2.704824e-02,-1.128171e-01,-1.159366e-01,-1.287422e-02,1.341544e-04,-9.356836e-02,-1.084747e-01,-4.548422e-02,-2.362755e-02,2.255633e-03,-1.322532e-02,8.494324e-03,3.022509e-02,3.114559e-02,1.178494e-02,9.866656e-02,6.965846e-02,3.509700e-01,1.380538e-01,-2.267965e-02,-3.417123e-03,-7.969141e-02,-5.813526e-02,-6.163424e-02,-9.288290e-02,-9.140144e-02,7.194342e-02,-1.139776e-01,-9.486541e-02,8.559066e-02,8.881712e-02,-9.175955e-02,-9.050452e-02,8.937391e-02,8.760844e-02,-8.925198e-02,-8.667798e-02,8.071448e-02,5.978347e-02,-7.952188e-02,-5.936786e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-3.457039e-01,5.355767e-01,-6.984811e-01,9.562003e-02
122,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2.404850e-01,8.235467e-01,1.499931e-01,6.945942e-01,-6.202736e-01,-2.250797e-01,-7.366332e-01,2.437393e-01,-3.781039e-01,6.542307e-01,-7.420261e-01,1.892151e-01,-6.431165e-01,8.978189e-01,-8.835039e-01,5.211998e-01,-5.368458e-01,8.963206e-01,-7.786012e-01,6.288440e-01,-1.374363e-01,7.138070e-01,-4.212634e-01,2.887550e-01,-1.349685e-01,-1.356814e-01,-5.952295e-02,-1.699818e-01,5.196434e-02,1.041171e-01,1.295045e-01,1.239296e-01,1.432829e-01,1.368909e-01,2.176351e-01,1.583775e-01,1.300381e-01,1.439571e-01,2.668090e-01,2.402458e-01,-1.431736e-01,-1.385150e-01,-2.131919e-01,-1.525321e-01,-1.304809e-01,-1.434421e-01,-2.661293e-01,-2.371911e-01,7.286547e-02,6.078497e-02,-6.564836e-02,-3.692075e-02,8.288965e-02,7.530792e-02,1.273247e-01,1.077492e-01,4.155300e-01,7.120164e-02,-7.062196e-02,-6.265086e-02,-1.011634e-01,-9.521724e-02,-4.789613e-02,-1.241475e-01,-1.384567e-01,1.794812e-01,-2.533618e-01,-6.952336e-02,1.116211e-01,1.190236e-01,-1.127671e-01,-1.045124e-01,1.178269e-01,1.169212e-01,-1.059206e-01,-1.055305e-01,1.119056e-01,1.019310e-01,-9.997657e-02,-1.006563e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-3.782073e-01,6.541472e-01,-7.420492e-01,1.891817e-01
