#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0037a,driver_0037b,driver_0038a,driver_0038b,Out_0033a,Out_0033b,Out_0019a,Out_0019b
74,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,-1,-1,2,2,1,1,-1,-1,2,2,-2,-2,1,1,-1,-1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.150495e-02,9.288996e-02,-6.649393e-02,-8.337379e-02,2.518446e-02,7.578618e-01,2.133867e-01,1.394366e-01,-6.203966e-01,7.581044e-01,-3.252785e-01,5.340274e-01,-3.631877e-01,-5.439070e-02,6.445087e-01,-1.236189e-01,6.464801e-01,4.334714e-01,-7.858630e-01,4.016764e-01,-2.636263e-01,2.435329e-01,1.055795e-01,1.306375e-01,-2.858267e-01,-1.542837e-01,-2.721422e-01,8.723891e-01,1.229219e-01,6.177419e-02,-6.413751e-01,2.807796e-01,-3.097554e-01,-9.525962e-02,-8.650205e-02,-6.172838e-02,-5.274799e-01,-5.573395e-01,-2.571984e-01,9.585237e-02,-1.224731e-01,-1.070663e-01,-5.864576e-01,-5.980792e-02,1.089660e-01,9.956093e-02,-4.659603e-01,7.756413e-01,3.504850e-01,-4.469070e-01,-9.836980e-02,4.097035e-01,-3.088498e-01,6.589599e-01,1.189429e-01,-2.607145e-02,2.389810e-01,-6.593664e-01,-8.894580e-02,3.537834e-01,9.486304e-02,7.756911e-02,-7.915693e-01,5.387626e-01,4.290339e-01,-2.817708e-01,-8.081782e-01,3.000323e-01,1.304005e-01,1.158979e-01,-1.277726e-01,-1.000769e-01,1.191616e-01,1.187496e-01,-1.076408e-01,-1.059574e-01,1.182842e-01,1.171255e-01,-1.058740e-01,-1.057403e-01,1.120356e-01,1.020170e-01,-1.000707e-01,-1.007763e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,9.408112e-02,7.766799e-02,-8.704953e-02,-6.191209e-02
75,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.168553e-02,9.239226e-02,-6.547404e-02,-8.322958e-02,-3.165263e-02,7.272701e-01,2.292978e-01,1.422922e-01,-4.775870e-01,7.572443e-01,-3.724093e-01,3.964150e-01,-3.085832e-01,-1.282304e-01,6.870409e-01,-1.465439e-01,7.203141e-01,4.838620e-01,-7.568384e-01,4.061404e-01,-2.272669e-01,2.057428e-01,1.054955e-01,1.003119e-01,-3.092664e-01,-1.587887e-01,-3.210609e-01,8.540537e-01,1.289617e-01,6.289788e-02,-5.610558e-01,3.272840e-01,-5.471410e-01,-4.376784e-01,-8.811071e-02,-8.951569e-02,-5.862870e-01,-6.217278e-01,-3.848338e-01,-3.856764e-01,-8.800464e-02,-6.706257e-03,-5.804521e-01,-7.403088e-02,5.867716e-02,-8.534633e-02,-2.527697e-01,7.474453e-01,4.037508e-01,-4.974342e-01,3.740453e-01,5.543427e-01,-3.269830e-01,6.683780e-01,1.439220e-01,-2.285452e-02,2.250390e-01,-6.920932e-01,2.417250e-01,4.995925e-01,9.415673e-02,9.400093e-02,-7.313564e-01,4.523747e-01,4.280732e-01,-2.790284e-01,-7.928717e-01,3.228945e-01,9.363692e-02,9.330013e-02,-8.999946e-02,-9.015689e-02,9.294025e-02,9.240813e-02,-9.010622e-02,-8.978519e-02,9.135524e-02,8.877864e-02,-8.889800e-02,-8.648859e-02,8.144327e-02,6.025775e-02,-7.941152e-02,-5.930058e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,9.336705e-02,9.408574e-02,-8.859036e-02,-8.967762e-02
76,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.168554e-02,9.239227e-02,-6.547402e-02,-8.322957e-02,-3.165258e-02,7.272701e-01,2.292978e-01,1.422922e-01,-4.775870e-01,7.572444e-01,-3.724092e-01,3.964149e-01,-3.085832e-01,-1.282304e-01,6.870407e-01,-1.465442e-01,7.203142e-01,4.838619e-01,-7.568383e-01,4.061402e-01,-2.272670e-01,2.057429e-01,1.054955e-01,1.003119e-01,-3.092665e-01,-1.587887e-01,-3.210609e-01,8.540537e-01,1.289617e-01,6.289790e-02,-5.610558e-01,3.272840e-01,-5.471410e-01,-4.376784e-01,-8.811071e-02,-8.951569e-02,-5.862868e-01,-6.217280e-01,-3.848338e-01,-3.856764e-01,-8.800464e-02,-6.706250e-03,-5.804523e-01,-7.403082e-02,5.867717e-02,-8.534631e-02,-2.527697e-01,7.474453e-01,4.037514e-01,-4.974348e-01,3.740453e-01,5.543427e-01,-3.269831e-01,6.683780e-01,1.439224e-01,-2.285447e-02,2.250386e-01,-6.920931e-01,2.417250e-01,4.995926e-01,9.415674e-02,9.400093e-02,-7.313564e-01,4.523747e-01,4.280723e-01,-2.790275e-01,-7.928717e-01,3.228946e-01,9.363693e-02,9.330013e-02,-8.999945e-02,-9.015689e-02,9.294025e-02,9.240813e-02,-9.010621e-02,-8.978519e-02,9.135524e-02,8.877864e-02,-8.889800e-02,-8.648859e-02,8.144327e-02,6.025775e-02,-7.941152e-02,-5.930058e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,9.336705e-02,9.408574e-02,-8.859036e-02,-8.967762e-02
77,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-1,-1,1,1,1,1,-2,-2,-1,-1,1,1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,1,-2,-2,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.097622e-01,1.160187e-01,-8.269095e-02,-1.055761e-01,-5.970668e-02,7.187644e-01,2.098174e-01,2.662285e-01,-4.571464e-01,7.323996e-01,-3.857979e-01,4.120328e-01,-3.085124e-01,-1.284526e-01,7.267591e-01,-2.392309e-01,6.252127e-01,3.074813e-01,-7.178809e-01,3.761050e-01,-2.634771e-01,2.373703e-01,1.051699e-01,9.964528e-02,-1.747087e-01,-2.495929e-01,-3.044474e-01,8.137298e-01,2.142781e-01,3.363535e-02,-5.415192e-01,3.074546e-01,-4.900336e-01,-3.908818e-01,-9.736722e-02,-1.265674e-01,-4.470948e-01,-4.580399e-01,-3.639867e-01,-3.287336e-01,-9.046729e-02,-2.333562e-02,-5.759081e-01,-3.310920e-02,5.774180e-02,-8.342378e-02,-2.533400e-01,7.076654e-01,4.443123e-01,-5.971482e-01,3.472761e-01,5.184274e-01,-2.866249e-01,6.274741e-01,1.998738e-01,-1.144086e-01,2.301341e-01,-7.110846e-01,1.907907e-01,4.593919e-01,1.147392e-01,1.292106e-01,-7.149753e-01,4.098640e-01,4.464400e-01,-2.978142e-01,-7.423281e-01,3.016907e-01,7.617269e-02,9.307095e-02,-6.126461e-02,-8.711835e-02,9.306921e-02,9.248450e-02,-8.882933e-02,-8.902328e-02,9.140766e-02,8.882119e-02,-8.840502e-02,-8.615425e-02,8.148018e-02,6.029036e-02,-7.917587e-02,-5.912800e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,1.140107e-01,1.293219e-01,-9.787001e-02,-1.266863e-01
78,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,2,2,-2,-2,0,0,0,0,2,2,-2,-2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.483647e-01,-2.827155e-01,3.225018e-01,-6.682263e-01,-8.121584e-02,7.182511e-01,5.496759e-01,2.809769e-01,-4.183368e-01,7.119000e-01,-3.948510e-01,4.205136e-01,-3.079718e-01,-1.279145e-01,8.350171e-01,-6.319675e-01,7.605748e-01,-1.170026e-01,-6.827344e-01,3.399778e-01,-2.741045e-01,2.650490e-01,1.049654e-01,9.908759e-02,1.654404e-01,-6.772675e-01,-2.956009e-01,7.971288e-01,7.905222e-01,-4.672194e-01,-4.913156e-01,2.373816e-01,-4.366342e-01,-3.419472e-01,2.836633e-01,-4.104405e-01,-2.810075e-01,-5.635232e-01,-3.398755e-01,-2.767849e-01,-9.184488e-02,-3.903980e-02,-5.799415e-01,1.128767e-02,5.702739e-02,-7.993245e-02,-2.308097e-01,6.759003e-01,4.365369e-01,-7.951049e-01,2.979572e-01,4.677525e-01,-2.462125e-01,5.955879e-01,5.655109e-01,-6.652898e-01,2.307764e-01,-6.919873e-01,1.348783e-01,3.935271e-01,5.457380e-01,-6.412656e-03,-6.988620e-01,3.692632e-01,4.545988e-01,-2.892219e-01,-6.866355e-01,2.809306e-01,1.045529e-01,9.947323e-02,9.009939e-02,-6.742501e-02,9.635322e-02,9.434598e-02,-8.238264e-02,-8.599928e-02,9.252327e-02,8.952789e-02,-8.674148e-02,-8.514738e-02,8.195138e-02,6.062023e-02,-7.852347e-02,-5.868044e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.450309e-01,-6.343748e-03,2.830958e-01,-4.105533e-01
79,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-1,-1,1,1,-1,-1,-2,-2,1,1,1,1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.049331e-01,-3.609404e-01,3.207244e-01,-7.115338e-01,1.606993e-01,1.481574e-01,6.655957e-01,2.165858e-01,4.540113e-02,5.281256e-02,-2.680847e-03,-4.968887e-02,-3.068291e-01,-1.244895e-01,8.290797e-01,-6.473666e-01,8.191547e-01,-2.000953e-01,-1.085403e-01,1.367185e-01,1.188075e-01,-9.573052e-02,1.057305e-01,1.037973e-01,1.936014e-01,-7.263923e-01,1.518461e-01,1.495614e-01,8.657490e-01,-4.726189e-01,-1.521715e-01,-1.259977e-01,-1.748540e-01,-1.988761e-01,2.957143e-01,-4.595213e-01,-2.531090e-01,-5.750459e-01,-9.500417e-02,-1.555077e-01,-8.388020e-02,-2.551129e-02,-9.540237e-02,-2.049455e-01,7.919647e-02,2.384310e-02,1.517707e-03,4.893963e-02,4.749904e-01,-8.624822e-01,1.739410e-01,1.940970e-01,1.433653e-01,2.126895e-01,6.039681e-01,-7.577102e-01,1.237207e-01,-6.666003e-01,9.267609e-02,1.536518e-01,6.895514e-01,-7.621973e-02,-3.949433e-02,-4.225992e-02,4.123489e-01,-2.662262e-01,-1.341776e-01,-1.357595e-01,1.598626e-01,1.077357e-01,6.853388e-02,-7.138595e-02,9.861288e-02,9.523035e-02,-8.303571e-02,-8.604580e-02,9.296048e-02,8.977996e-02,-8.667747e-02,-8.507283e-02,8.211252e-02,6.073136e-02,-7.845837e-02,-5.862691e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,6.894627e-01,-7.621254e-02,2.956675e-01,-4.596853e-01
80,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.527294e-01,-3.663982e-01,3.446468e-01,-7.610087e-01,9.464336e-02,1.106535e-01,7.040144e-01,2.080952e-01,-1.350916e-02,1.780808e-03,4.659885e-02,2.583753e-02,-3.073908e-01,-1.261950e-01,8.588852e-01,-6.474690e-01,8.192779e-01,-2.283051e-01,7.549374e-03,1.620869e-01,5.619478e-03,-1.135107e-01,1.059267e-01,1.051856e-01,2.243085e-01,-7.896562e-01,1.150389e-01,1.177780e-01,9.479075e-01,-5.136142e-01,-9.231203e-02,-1.073184e-01,-4.220533e-03,-2.495195e-02,3.680446e-01,-5.262978e-01,-2.114243e-01,-6.166324e-01,2.652239e-02,7.091175e-03,-9.165800e-02,-6.452442e-02,-1.155190e-01,-1.210615e-01,8.685162e-02,6.330910e-02,-4.639092e-02,-2.469988e-02,5.330567e-01,-9.331332e-01,2.207728e-03,1.893780e-02,1.229612e-01,1.301515e-01,6.454673e-01,-8.617122e-01,1.047724e-01,-6.928794e-01,-2.728259e-02,-8.027820e-03,7.319606e-01,-9.174187e-02,1.530645e-02,2.287448e-03,4.448802e-01,-2.762144e-01,-1.109711e-01,-1.123851e-01,1.618310e-01,1.085066e-01,1.081384e-01,-6.621055e-02,9.919177e-02,9.558920e-02,-8.147417e-02,-8.541311e-02,9.317144e-02,8.990271e-02,-8.638777e-02,-8.493303e-02,8.218364e-02,6.077208e-02,-7.839074e-02,-5.859630e-02,5.073752e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,7.319508e-01,-9.174501e-02,3.680105e-01,-5.263343e-01
81,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.527280e-01,-3.663898e-01,3.446619e-01,-7.610078e-01,9.426186e-02,1.104739e-01,7.040096e-01,2.081141e-01,-1.338776e-02,1.879755e-03,4.662018e-02,2.592555e-02,-2.248787e-01,-1.152181e-01,8.589496e-01,-6.474268e-01,8.192903e-01,-2.282808e-01,7.614415e-03,1.621605e-01,5.699719e-03,-1.134319e-01,1.880621e-01,1.159589e-01,2.243265e-01,-7.896501e-01,1.149575e-01,1.177455e-01,9.479102e-01,-5.135922e-01,-9.262528e-02,-1.074481e-01,-3.915599e-03,-2.476107e-02,3.680490e-01,-5.262920e-01,-2.113631e-01,-6.166428e-01,2.741390e-02,7.597730e-03,-8.789127e-02,-6.277409e-02,-1.155049e-01,-1.210388e-01,9.051589e-02,6.500726e-02,-4.630100e-02,-2.456656e-02,5.331139e-01,-9.331464e-01,2.525470e-03,1.913839e-02,1.229538e-01,1.301573e-01,6.454883e-01,-8.616983e-01,1.049039e-01,-6.929427e-01,-2.636078e-02,-7.502207e-03,7.319603e-01,-9.173455e-02,1.539650e-02,2.364134e-03,4.450147e-01,-2.762576e-01,-1.110151e-01,-1.123893e-01,1.618321e-01,1.085098e-01,1.081402e-01,-6.620695e-02,9.919474e-02,9.559185e-02,-8.147079e-02,-8.541011e-02,9.317375e-02,8.990473e-02,-8.638513e-02,-8.493073e-02,8.218540e-02,6.077362e-02,-7.838872e-02,-5.859453e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,7.319424e-01,-9.174425e-02,3.680060e-01,-5.263357e-01
82,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-1,-1,1,1,2,2,-2,-2,-2,-2,-1,-1,2,2,-2,-2,2,2,-2,-2,-1,-1,2,2,2,2,-1,-1,-1,-1,-2,-2,-1,-1,-2,-2,1,1,-1,-1,-2,-2,2,2,1,1,-1,-1,2,2,-2,-2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.554459e-01,-3.638182e-01,3.417389e-01,-7.647682e-01,1.300193e-01,1.442870e-01,7.110415e-01,2.054420e-01,-2.153663e-01,-1.546496e-01,2.654328e-01,2.383125e-01,-2.622560e-01,-6.898579e-02,8.031907e-01,-6.582725e-01,7.874007e-01,-2.431434e-01,6.279760e-02,1.679958e-01,-4.817914e-02,-1.078509e-01,1.979601e-01,1.196628e-01,2.346068e-01,-7.941807e-01,1.445007e-01,1.400837e-01,9.320763e-01,-5.238291e-01,-1.302498e-01,-1.429173e-01,7.052499e-02,4.299529e-02,3.775490e-01,-6.001912e-01,-1.913274e-01,-5.901155e-01,8.146704e-02,7.282244e-02,-1.122936e-01,-9.376478e-02,-1.282618e-01,-1.247348e-01,1.194417e-01,1.076823e-01,-2.672669e-01,-2.389040e-01,4.891279e-01,-8.468063e-01,-6.491104e-02,-5.289921e-02,1.362717e-01,1.354820e-01,6.329571e-01,-8.631707e-01,1.208587e-01,-6.308730e-01,-7.217505e-02,-6.557115e-02,7.514146e-01,-1.375002e-01,2.149755e-01,1.562741e-01,4.521319e-01,-3.054004e-01,-1.418037e-01,-1.352260e-01,2.708393e-01,1.065045e-01,1.394657e-01,-1.681345e-01,1.239117e-01,1.200138e-01,-8.232206e-02,-1.090683e-01,1.190816e-01,1.176052e-01,-1.040123e-01,-1.054112e-01,1.123485e-01,1.022754e-01,-9.966572e-02,-1.004569e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,7.513417e-01,-1.375538e-01,3.774470e-01,-6.002825e-01
83,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,0,0,2,2,-2,-2,2,2,-2,-2,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,-2,-2,0,0,0,0,-2,-2,2,2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.573712e-01,-3.548672e-01,3.406264e-01,-7.575256e-01,1.706217e-01,1.840467e-01,7.163735e-01,2.025050e-01,-5.300198e-01,-2.869160e-01,4.458465e-01,5.505312e-01,-5.191004e-01,3.025388e-01,7.859799e-01,-6.630405e-01,7.624020e-01,-2.504714e-01,1.668000e-01,1.825050e-01,-7.747070e-02,-9.934223e-02,9.162008e-02,5.111782e-01,2.415467e-01,-7.984629e-01,1.797736e-01,1.703906e-01,9.144376e-01,-5.356103e-01,-1.751966e-01,-1.856387e-01,-3.864962e-01,4.572346e-01,3.603186e-01,-7.656395e-01,-1.449504e-01,-5.710907e-01,-4.039801e-01,8.064986e-01,-6.710931e-01,2.996078e-01,-1.399343e-01,-1.268444e-01,-2.667692e-01,7.840810e-01,-5.799601e-01,-4.265611e-01,4.683888e-01,-8.037079e-01,-6.350555e-01,1.622532e-01,1.572423e-01,1.457971e-01,6.157411e-01,-8.649130e-01,1.282039e-01,-6.297335e-01,-6.931834e-01,3.409278e-01,8.315504e-01,-3.441223e-01,3.602181e-01,4.002922e-01,4.586511e-01,-3.380770e-01,-1.793333e-01,-1.602538e-01,7.929218e-01,-3.473923e-01,3.194386e-01,-6.886315e-01,8.061149e-01,-3.580990e-01,2.685999e-01,-6.777664e-01,7.841500e-01,-2.864980e-01,2.890228e-01,-6.607682e-01,6.062854e-01,-6.285837e-02,3.016724e-01,-4.112139e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,8.315651e-01,-3.441127e-01,3.603010e-01,-7.656705e-01
84,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,1,1,-1,-1,2,2,-2,-2,-2,-2,1,1,2,2,-2,-2,2,2,-2,-2,1,1,2,2,2,2,1,1,1,1,-2,-2,1,1,-2,-2,-1,-1,1,1,-2,-2,2,2,-1,-1,1,1,2,2,-2,-2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.620170e-01,-3.555191e-01,3.423565e-01,-7.585993e-01,1.801510e-01,1.938570e-01,6.923432e-01,1.882052e-01,-5.834325e-01,-3.404215e-01,4.996235e-01,6.027755e-01,-5.984084e-01,3.534996e-01,5.146213e-02,-4.466145e-01,4.033957e-01,-2.075912e-01,1.588165e-01,9.089742e-02,-9.200457e-02,-7.753287e-02,1.721294e-02,6.331799e-01,1.195737e-01,-7.513603e-01,1.876642e-01,1.726488e-01,7.276535e-01,-5.778121e-01,-1.839244e-01,-1.945119e-01,-3.583155e-01,4.516072e-01,3.594316e-01,-7.651591e-01,-1.323451e-01,-2.684542e-01,-3.950777e-01,8.073898e-01,-7.308656e-01,3.249857e-01,-1.405902e-01,-1.194639e-01,-3.239190e-01,8.089028e-01,-6.377097e-01,-4.820376e-01,1.326986e-01,-2.521012e-01,-6.391905e-01,1.544787e-01,1.506595e-01,1.279923e-01,5.094154e-01,-8.204000e-01,-8.742052e-02,-1.089531e-01,-7.327491e-01,3.803064e-01,8.302641e-01,-3.417188e-01,4.216861e-01,4.348413e-01,8.427604e-02,8.699088e-02,-1.874324e-01,-1.658995e-01,8.060671e-01,-3.416912e-01,3.357760e-01,-7.267643e-01,8.094685e-01,-3.422110e-01,3.106247e-01,-7.156348e-01,8.118094e-01,-3.470682e-01,3.142047e-01,-7.081258e-01,6.933365e-01,-1.055400e-01,2.986107e-01,-4.412224e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,8.302849e-01,-3.417053e-01,3.594190e-01,-7.651859e-01
85,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.577605e-01,-3.567854e-01,3.453031e-01,-7.601326e-01,1.893394e-01,2.018973e-01,6.461776e-01,1.724866e-01,-6.394961e-01,-3.976337e-01,5.546039e-01,6.540414e-01,-6.419569e-01,3.812204e-01,-2.321045e-01,-4.510168e-01,2.215423e-01,-1.772138e-01,1.543563e-01,3.822430e-02,-1.006423e-01,-2.528578e-02,-1.686728e-02,7.084697e-01,5.882277e-02,-7.284942e-01,1.931575e-01,1.741526e-01,5.432943e-01,-5.652739e-01,-1.936424e-01,-2.039360e-01,-3.288766e-01,4.375527e-01,3.580917e-01,-7.640462e-01,-3.920329e-02,-1.030128e-01,-3.989954e-01,8.029129e-01,-7.774167e-01,3.690861e-01,-1.384102e-01,-1.082899e-01,-3.561022e-01,8.408585e-01,-6.995750e-01,-5.378857e-01,1.955416e-01,7.583781e-02,-6.400060e-01,1.333215e-01,1.464736e-01,1.162772e-01,4.483382e-01,-7.879622e-01,-3.064645e-02,2.012910e-02,-7.660694e-01,4.226700e-01,8.316174e-01,-3.456952e-01,4.812023e-01,4.633843e-01,2.235918e-02,-2.484761e-02,-1.951421e-01,-1.701670e-01,8.289714e-01,-3.450090e-01,3.562169e-01,-7.639983e-01,8.288206e-01,-3.448678e-01,3.558232e-01,-7.638641e-01,8.329406e-01,-3.585561e-01,3.563262e-01,-7.600103e-01,7.310802e-01,-1.115210e-01,3.492006e-01,-4.919327e-01,2.021276e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,8.315931e-01,-3.457175e-01,3.580278e-01,-7.641130e-01
