#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0037a,driver_0037b,driver_0038a,driver_0038b,Out_0033a,Out_0033b,Out_0019a,Out_0019b
109,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,2,2,-2,-2,-1,-1,1,1,1,1,2,2,-1,-1,1,1,-1,-1,1,1,2,2,-1,-1,-1,-1,2,2,2,2,1,1,2,2,1,1,-2,-2,2,2,1,1,-1,-1,-2,-2,2,2,-1,-1,1,1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.062076e-01,1.105056e-01,-9.303989e-02,-1.112605e-01,7.312770e-01,-1.746645e-01,1.632686e-01,2.634622e-01,5.429659e-01,-7.769400e-01,8.361380e-01,-5.092984e-01,6.636954e-02,-6.503224e-01,-4.826723e-02,-5.545784e-02,9.456102e-02,8.404432e-02,3.981304e-01,-4.221667e-01,5.367167e-01,-1.368055e-01,7.223855e-01,-3.766230e-01,-1.178296e-01,-2.614623e-01,8.625403e-01,-2.408649e-01,1.770978e-02,5.392569e-02,-2.401085e-01,-5.934380e-01,8.860402e-01,-6.262646e-01,-6.766035e-02,-2.503311e-01,-7.195566e-02,-6.092504e-02,8.662971e-01,-7.453115e-01,3.623342e-01,-7.995385e-01,1.839989e-01,-4.491373e-01,8.374642e-01,-3.424465e-01,-9.855434e-02,-6.349080e-01,4.790481e-02,5.450118e-02,7.218425e-01,-5.086139e-01,7.069590e-01,-6.704064e-02,-7.849097e-03,-7.685734e-02,3.981893e-02,-1.352778e-02,5.182054e-01,-9.052564e-01,1.802026e-01,-1.386837e-01,9.064473e-01,-6.201230e-01,-1.003944e-01,6.140310e-03,1.633929e-01,-7.358135e-01,6.578160e-01,-3.817428e-01,1.855851e-01,-7.013223e-01,8.408588e-01,-3.440834e-01,3.582620e-01,-7.643634e-01,8.325615e-01,-3.586836e-01,3.564489e-01,-7.600516e-01,7.310949e-01,-1.114841e-01,3.491826e-01,-4.918676e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,1.799678e-01,-1.393810e-01,-6.803257e-02,-2.512530e-01
110,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.335736e-02,8.462316e-02,-7.203955e-02,-8.788003e-02,7.505246e-01,-1.955766e-01,1.153083e-01,1.157321e-01,6.481380e-01,-9.015901e-01,8.718440e-01,-5.744913e-01,6.431776e-02,-6.503450e-01,3.156294e-02,2.358716e-02,1.172500e-01,1.161152e-01,3.999621e-01,-4.274635e-01,6.658037e-01,-2.266153e-01,7.218924e-01,-3.783084e-01,-1.081939e-01,-1.112106e-01,8.822113e-01,-2.659820e-01,2.591981e-02,4.260245e-02,-2.172157e-01,-6.686270e-01,8.738875e-01,-6.451478e-01,-9.379562e-02,-1.083318e-01,-1.005087e-01,-1.058433e-01,8.848001e-01,-7.701804e-01,3.576749e-01,-8.268879e-01,2.834068e-01,-5.409347e-01,8.317707e-01,-3.274005e-01,1.317170e-02,-7.447510e-01,-2.982055e-02,-1.955035e-02,7.616425e-01,-4.597461e-01,7.149224e-01,-5.916562e-02,-2.208562e-02,-3.975279e-02,3.555050e-02,-4.314670e-02,5.961042e-01,-9.245102e-01,7.368748e-02,-9.315754e-02,9.548173e-01,-6.452021e-01,-1.055281e-01,3.234801e-02,2.182353e-01,-8.091663e-01,5.387580e-01,-3.461821e-01,8.558366e-02,-6.505438e-01,8.259807e-01,-3.469160e-01,3.556768e-01,-7.638884e-01,8.332035e-01,-3.589721e-01,3.558435e-01,-7.600751e-01,7.310934e-01,-1.117239e-01,3.490203e-01,-4.920652e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.360457e-02,-9.376487e-02,-9.386248e-02,-1.091443e-01
111,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.335736e-02,8.462316e-02,-7.203955e-02,-8.788003e-02,7.505246e-01,-1.955766e-01,1.153083e-01,1.157321e-01,6.481380e-01,-9.015901e-01,8.718440e-01,-5.744913e-01,6.431776e-02,-6.503450e-01,3.156294e-02,2.358716e-02,1.172500e-01,1.161152e-01,3.999621e-01,-4.274635e-01,6.658037e-01,-2.266153e-01,7.218924e-01,-3.783084e-01,-1.081939e-01,-1.112106e-01,8.822113e-01,-2.659820e-01,2.591981e-02,4.260245e-02,-2.172157e-01,-6.686270e-01,8.738875e-01,-6.451478e-01,-9.379562e-02,-1.083318e-01,-1.005087e-01,-1.058433e-01,8.848001e-01,-7.701804e-01,3.576749e-01,-8.268879e-01,2.834068e-01,-5.409347e-01,8.317707e-01,-3.274005e-01,1.317170e-02,-7.447510e-01,-2.982055e-02,-1.955035e-02,7.616425e-01,-4.597461e-01,7.149224e-01,-5.916562e-02,-2.208562e-02,-3.975279e-02,3.555050e-02,-4.314670e-02,5.961042e-01,-9.245102e-01,7.368748e-02,-9.315752e-02,9.548173e-01,-6.452021e-01,-1.055281e-01,3.234801e-02,2.182353e-01,-8.091663e-01,5.387580e-01,-3.461821e-01,8.558365e-02,-6.505437e-01,8.259807e-01,-3.469160e-01,3.556768e-01,-7.638884e-01,8.332035e-01,-3.589721e-01,3.558435e-01,-7.600751e-01,7.310934e-01,-1.117239e-01,3.490203e-01,-4.920652e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.360457e-02,-9.376486e-02,-9.386248e-02,-1.091443e-01
112,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,1,1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,2,2,-2,-2,2,2,1,1,-2,-2,-2,-2,1,1,1,1,2,2,1,1,2,2,-1,-1,1,1,2,2,-2,-2,-1,-1,1,1,-2,-2,2,2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.565467e-02,8.749323e-02,-7.181211e-02,-8.781085e-02,7.462437e-01,-2.026670e-01,1.731052e-01,1.304774e-01,6.836681e-01,-8.599632e-01,8.338645e-01,-6.032416e-01,5.186302e-02,-6.312388e-01,8.051566e-02,8.236075e-02,3.150557e-01,2.733008e-01,3.631106e-01,-3.488043e-01,7.027011e-01,-2.918903e-01,7.056765e-01,-3.622668e-01,-1.663077e-01,-1.256681e-01,8.866506e-01,-2.689358e-01,2.731428e-02,4.668082e-02,-2.024449e-01,-6.707567e-01,8.059584e-01,-6.530028e-01,-9.545366e-02,-1.194324e-01,-3.025708e-01,-2.654106e-01,8.031696e-01,-7.740626e-01,3.290406e-01,-7.331742e-01,2.819784e-01,-5.740623e-01,8.197487e-01,-3.392676e-01,3.910254e-02,-7.129184e-01,-6.824212e-02,-7.741033e-02,7.454849e-01,-4.255797e-01,7.001321e-01,-2.224561e-02,-1.406825e-02,-4.042013e-02,-4.582345e-02,-1.078231e-01,5.600967e-01,-8.063484e-01,8.117827e-02,-4.719767e-02,9.394519e-01,-6.467967e-01,-4.907858e-02,1.391116e-01,2.245791e-01,-8.089285e-01,4.910033e-01,-2.973773e-01,6.854556e-02,-6.119178e-01,7.930990e-01,-3.488469e-01,3.275697e-01,-7.251270e-01,8.136315e-01,-3.471251e-01,3.109310e-01,-7.068913e-01,6.931994e-01,-1.056780e-01,2.985369e-01,-4.413777e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,8.111360e-02,-4.772657e-02,-9.548273e-02,-1.202351e-01
113,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,2,2,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,2,2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.226388e-02,8.622148e-02,-7.593580e-02,-9.033024e-02,7.423577e-01,-2.085625e-01,2.730684e-01,1.546673e-01,7.064535e-01,-8.367672e-01,8.057565e-01,-6.254296e-01,5.109021e-02,-6.000994e-01,-3.602985e-01,4.794159e-01,4.611612e-01,5.060283e-01,3.519048e-01,-3.261789e-01,7.514763e-01,-4.118432e-01,6.614138e-01,-3.198660e-01,-1.983205e-01,-1.340407e-01,8.897926e-01,-2.721168e-01,-9.532479e-02,3.491422e-02,-1.866440e-01,-6.713718e-01,7.288424e-01,-6.708036e-01,-9.920439e-02,-1.385756e-01,-6.127581e-01,-3.979918e-01,7.520332e-01,-7.827123e-01,3.183453e-01,-6.767161e-01,2.687773e-01,-6.287757e-01,8.053980e-01,-3.682354e-01,6.636886e-02,-6.880729e-01,-6.119076e-01,1.373735e-01,7.707890e-01,-3.807766e-01,6.945890e-01,-8.161790e-03,-9.757645e-02,-5.251420e-02,-4.275877e-01,3.126485e-01,5.401513e-01,-6.962417e-01,8.121308e-02,-4.309789e-02,9.244151e-01,-6.585189e-01,-3.121704e-01,7.659104e-01,2.290832e-01,-8.063619e-01,4.798463e-01,-3.017562e-01,8.604412e-02,-5.935984e-01,7.898655e-01,-3.690815e-01,3.003183e-01,-6.970083e-01,7.880231e-01,-2.870099e-01,2.803944e-01,-6.571638e-01,6.061211e-01,-6.285704e-02,3.022170e-01,-4.116653e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,8.116179e-02,-4.365625e-02,-9.921886e-02,-1.394725e-01
114,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-1,-1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,2,2,-2,-2,2,2,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,-1,-1,2,2,1,1,-1,-1,2,2,-2,-2,1,1,-1,-1,-2,-2,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.363927e-02,8.975664e-02,-7.413349e-02,-8.648137e-02,6.614868e-01,-2.861998e-01,2.879020e-01,1.572192e-01,7.803016e-01,-5.524200e-01,4.528743e-01,-7.592738e-01,-1.565006e-01,-9.279270e-02,-3.540447e-01,4.819490e-01,5.181196e-01,5.518785e-01,3.243477e-01,-2.877165e-01,8.362226e-01,-4.047037e-01,3.029786e-01,1.054383e-01,-2.186336e-01,-1.384341e-01,9.011698e-01,-2.983493e-01,-9.692395e-02,3.546101e-02,-7.955169e-02,-6.446262e-01,1.251744e-01,-4.064071e-01,-8.784360e-02,-6.223887e-02,-6.705054e-01,-4.557909e-01,5.989324e-02,-3.476155e-01,-1.020222e-01,-7.073405e-02,2.951058e-01,-6.322111e-01,1.285589e-01,1.154986e-01,2.291455e-01,-4.470386e-01,-6.079963e-01,1.252476e-01,3.107839e-01,9.121348e-02,6.897623e-01,6.297412e-03,-8.627641e-02,-5.080394e-02,-4.447807e-01,3.105000e-01,1.855852e-01,-4.519677e-02,9.352896e-02,7.704433e-02,6.227145e-01,-7.636830e-01,-2.916110e-01,7.633300e-01,2.830555e-01,-7.985689e-01,1.301451e-01,1.158921e-01,-1.280408e-01,-1.000653e-01,1.192050e-01,1.188182e-01,-1.076100e-01,-1.058984e-01,1.183611e-01,1.172008e-01,-1.058090e-01,-1.056749e-01,1.121063e-01,1.020969e-01,-1.000110e-01,-1.007012e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,9.369225e-02,7.670024e-02,-8.750617e-02,-6.284085e-02
115,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.248214e-02,8.852369e-02,-7.420682e-02,-8.700058e-02,5.963642e-01,-3.399884e-01,3.049727e-01,1.600844e-01,7.790495e-01,-4.488213e-01,2.598763e-01,-6.866907e-01,-1.426315e-01,-9.855773e-02,-3.587714e-01,4.939813e-01,5.737048e-01,6.029997e-01,2.984612e-01,-2.565467e-01,8.269271e-01,-4.188545e-01,2.707874e-01,1.296772e-01,-2.374643e-01,-1.419139e-01,8.701328e-01,-3.292957e-01,-1.096108e-01,3.343646e-02,-8.397907e-04,-6.318952e-01,-3.977593e-01,-5.640824e-01,-8.988540e-02,-9.037736e-02,-7.241006e-01,-5.095134e-01,-2.640772e-01,-5.158018e-01,-5.763698e-02,7.466155e-02,3.125741e-01,-6.465415e-01,8.983527e-02,3.147077e-04,3.581389e-01,-3.421878e-01,-6.196228e-01,1.207795e-01,5.326998e-01,4.140644e-01,6.912079e-01,1.938876e-02,-7.468968e-02,-4.971091e-02,-4.702070e-01,3.350625e-01,3.521984e-01,3.655205e-01,9.236876e-02,9.314627e-02,4.756927e-01,-7.208267e-01,-2.816508e-01,7.736266e-01,3.210241e-01,-7.804094e-01,9.323163e-02,9.312076e-02,-9.041549e-02,-9.034630e-02,9.287731e-02,9.240554e-02,-9.017755e-02,-8.979452e-02,9.138337e-02,8.882151e-02,-8.887522e-02,-8.644997e-02,8.149219e-02,6.030828e-02,-7.936600e-02,-5.925281e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,9.255331e-02,9.284566e-02,-8.944291e-02,-9.089499e-02
116,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.248214e-02,8.852368e-02,-7.420681e-02,-8.700058e-02,5.963620e-01,-3.399869e-01,3.049728e-01,1.600844e-01,7.790496e-01,-4.488215e-01,2.598749e-01,-6.866876e-01,-1.426315e-01,-9.855775e-02,-3.587716e-01,4.939814e-01,5.737047e-01,6.029998e-01,2.984625e-01,-2.565480e-01,8.269269e-01,-4.188540e-01,2.707874e-01,1.296772e-01,-2.374643e-01,-1.419139e-01,8.701312e-01,-3.292958e-01,-1.096110e-01,3.343644e-02,-8.401642e-04,-6.318942e-01,-3.977597e-01,-5.640824e-01,-8.988540e-02,-9.037736e-02,-7.241007e-01,-5.095134e-01,-2.640779e-01,-5.158017e-01,-5.763702e-02,7.466149e-02,3.125740e-01,-6.465410e-01,8.983522e-02,3.144136e-04,3.581388e-01,-3.421877e-01,-6.196217e-01,1.207793e-01,5.326997e-01,4.140641e-01,6.912088e-01,1.938826e-02,-7.468960e-02,-4.971090e-02,-4.702054e-01,3.350608e-01,3.521984e-01,3.655204e-01,9.236876e-02,9.314627e-02,4.756920e-01,-7.208267e-01,-2.816504e-01,7.736260e-01,3.210235e-01,-7.804088e-01,9.323163e-02,9.312076e-02,-9.041549e-02,-9.034630e-02,9.287731e-02,9.240554e-02,-9.017755e-02,-8.979452e-02,9.138337e-02,8.882151e-02,-8.887522e-02,-8.644997e-02,8.149219e-02,6.030828e-02,-7.936600e-02,-5.925281e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,9.255331e-02,9.284565e-02,-8.944291e-02,-9.089499e-02
117,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-2,-2,2,2,-1,-1,1,1,1,1,-2,-2,-1,-1,1,1,-1,-1,1,1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,1,-2,-2,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.199152e-02,1.179138e-01,-1.176766e-01,-9.940594e-02,5.245823e-01,-2.586287e-01,1.903194e-01,2.635380e-01,7.689579e-01,-4.500505e-01,2.166872e-01,-6.248220e-01,-1.428007e-01,-9.864404e-02,-4.501964e-01,6.687390e-01,4.364226e-01,4.805858e-01,2.999121e-01,-2.460769e-01,7.891650e-01,-4.145025e-01,2.705865e-01,1.292020e-01,-1.866536e-01,-2.419281e-01,8.153293e-01,-2.875185e-01,-2.450042e-01,1.464303e-01,3.490870e-02,-6.368477e-01,-3.565488e-01,-5.101928e-01,-9.888931e-02,-1.262181e-01,-6.106586e-01,-2.733183e-01,-2.329561e-01,-4.728287e-01,-5.758162e-02,7.257444e-02,2.838044e-01,-6.180052e-01,8.964869e-02,6.882290e-03,3.962752e-01,-3.981188e-01,-6.986212e-01,2.687207e-01,4.982374e-01,3.832646e-01,6.215181e-01,1.804369e-02,-2.432075e-01,-2.153081e-03,-4.788380e-01,3.488759e-01,3.315606e-01,3.105700e-01,1.143613e-01,1.293278e-01,4.441945e-01,-6.791845e-01,-2.742661e-01,8.075422e-01,2.839193e-01,-7.256045e-01,7.630843e-02,9.324299e-02,-6.119657e-02,-8.695745e-02,9.324461e-02,9.265093e-02,-8.865898e-02,-8.886090e-02,9.155998e-02,8.895797e-02,-8.825643e-02,-8.602091e-02,8.160189e-02,6.039880e-02,-7.905730e-02,-5.902240e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,1.145538e-01,1.290107e-01,-9.845023e-02,-1.267392e-01
118,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,2,2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,-2,-2,0,0,2,2,-2,-2,0,0,0,0,2,2,-2,-2,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.827473e-01,7.926008e-01,-6.988549e-01,3.062249e-01,5.120480e-01,-2.248521e-01,-8.031037e-02,6.833122e-01,7.237727e-01,-4.478423e-01,2.047668e-01,-6.244493e-01,-1.429755e-01,-9.873888e-02,-4.220640e-01,8.856604e-01,3.605269e-01,5.210368e-01,2.326489e-01,-1.645549e-01,7.516610e-01,-4.229411e-01,2.702599e-01,1.287927e-01,-4.437684e-01,-2.653259e-01,8.246142e-01,-2.118086e-01,-5.841991e-01,8.040866e-01,6.581345e-02,-6.259240e-01,-3.059852e-01,-4.671598e-01,-5.960469e-01,8.614156e-02,-7.240523e-01,9.721755e-02,-1.928124e-01,-4.273860e-01,-5.802254e-02,6.676886e-02,2.692620e-01,-5.950727e-01,9.034548e-02,1.789394e-02,3.952662e-01,-4.180631e-01,-8.039285e-01,5.600643e-01,4.556420e-01,3.477231e-01,5.122942e-01,8.415190e-02,-7.749699e-01,3.126758e-01,-4.819956e-01,3.489892e-01,3.045640e-01,2.650852e-01,-3.036827e-01,4.802052e-01,4.220101e-01,-6.512178e-01,-2.561446e-01,7.807063e-01,2.576707e-01,-6.793293e-01,-4.365992e-02,8.018685e-02,-1.384551e-01,-9.875540e-02,8.885679e-02,9.050270e-02,-9.271111e-02,-9.071758e-02,9.035951e-02,8.823172e-02,-8.923512e-02,-8.658832e-02,8.113491e-02,6.008173e-02,-7.941160e-02,-5.925827e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.035740e-01,4.799155e-01,-5.956379e-01,8.563221e-02
119,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-2,-2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-1,-1,1,1,-1,-1,-2,-2,1,1,1,1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,2,2,-2,-2,-1,-1,1,1,2,2,-2,-2,1,1,-1,-1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.595239e-01,7.933627e-01,-7.410249e-01,3.343572e-01,1.601988e-01,1.479145e-01,-2.167736e-01,8.044915e-01,4.663994e-02,5.084535e-02,-2.077646e-03,-4.959762e-02,-1.434003e-01,-1.020494e-01,-4.964110e-01,9.292088e-01,2.220778e-01,7.074908e-01,-1.065114e-01,7.566393e-02,1.330258e-01,-1.675973e-01,2.686284e-01,1.258318e-01,-5.299845e-01,-2.424212e-01,1.514318e-01,1.474984e-01,-6.366571e-01,8.246826e-01,-1.526954e-01,-1.259499e-01,-1.694020e-01,-1.898241e-01,-6.133973e-01,6.692837e-02,-7.552963e-01,1.823647e-01,-9.134198e-02,-1.515971e-01,-7.564430e-02,-2.084196e-02,-9.619964e-02,-2.320344e-01,8.723327e-02,2.839210e-02,2.126269e-03,4.942760e-02,-8.367247e-01,6.007603e-01,1.792820e-01,2.029854e-01,1.392368e-01,1.978375e-01,-8.476436e-01,4.029885e-01,-4.413773e-01,3.164449e-01,9.645744e-02,1.576018e-01,-3.015445e-01,4.915566e-01,-3.814597e-02,-4.364584e-02,-1.652131e-01,7.582486e-01,-1.344909e-01,-1.377673e-01,-4.704891e-02,8.012655e-02,-1.207371e-01,-9.665366e-02,8.887387e-02,9.049728e-02,-9.220341e-02,-9.058250e-02,9.033621e-02,8.819990e-02,-8.921761e-02,-8.661130e-02,8.110052e-02,6.004770e-02,-7.944774e-02,-5.929734e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.016491e-01,4.914991e-01,-6.134578e-01,6.668678e-02
120,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3.471004e-01,8.248048e-01,-7.964486e-01,3.630309e-01,9.375051e-02,1.097308e-01,-2.258908e-01,8.262399e-01,-1.292259e-02,1.119023e-04,4.750718e-02,2.697500e-02,-1.439096e-01,-1.036851e-01,-5.332919e-01,9.539796e-01,1.887670e-01,7.063306e-01,-3.501193e-03,1.054989e-01,-6.565764e-03,-1.717315e-01,2.688820e-01,1.273001e-01,-6.107043e-01,-2.384116e-01,1.134029e-01,1.144583e-01,-6.427864e-01,8.813203e-01,-9.318998e-02,-1.082976e-01,2.005901e-03,-1.334671e-02,-6.532875e-01,8.482164e-02,-7.787195e-01,2.272578e-01,3.028061e-02,1.131858e-02,-8.333743e-02,-5.980003e-02,-1.220624e-01,-1.312794e-01,9.499413e-02,6.797022e-02,-4.548596e-02,-2.368575e-02,-8.508400e-01,6.483145e-01,8.254058e-03,3.011611e-02,1.166740e-01,1.199184e-01,-9.153165e-01,5.047843e-01,-4.541580e-01,3.170004e-01,-2.352841e-02,-3.872059e-03,-3.562054e-01,5.449989e-01,1.618428e-02,1.191900e-03,-1.297406e-01,7.539569e-01,-1.127412e-01,-1.159207e-01,-9.572888e-02,7.312948e-02,-1.110450e-01,-9.584588e-02,8.669183e-02,8.953948e-02,-9.258173e-02,-9.101004e-02,8.982692e-02,8.789340e-02,-8.955074e-02,-8.685770e-02,8.089886e-02,5.990545e-02,-7.963131e-02,-5.943761e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-3.562333e-01,5.449813e-01,-6.533402e-01,8.476990e-02
