#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0008a,Out_0008b,Out_0022a,Out_0022b,Out_0016a,Out_0016b,Out_0038a,Out_0038b
111,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.585448e-01,9.924133e-02,-6.607761e-01,-4.442219e-01,7.219485e-01,-3.735514e-01,3.551497e-01,-7.639739e-01,7.946807e-02,5.158357e-02,7.292389e-01,-9.436279e-02,8.287536e-01,-3.445290e-01,1.096992e-02,-8.472026e-03,-1.254422e-02,-1.114689e-02,5.078800e-01,5.746063e-01,8.287251e-01,-3.444685e-01,8.284979e-01,-3.444340e-01,3.548494e-01,-7.635459e-01,-4.671472e-02,-7.921312e-02,1.422418e-02,1.415563e-02,-5.629547e-01,-5.259797e-01,8.244559e-02,7.462546e-02,6.280199e-02,-6.485658e-01,-6.844414e-02,-4.855974e-02,1.085036e-01,-6.261529e-02,8.287479e-01,-3.447534e-01,3.547305e-01,-7.638326e-01,3.634213e-01,-5.282598e-01,3.517617e-01,-7.620999e-01,-1.113341e-02,8.482997e-03,3.002138e-02,7.217113e-02,-8.290380e-02,-6.542472e-02,8.391745e-01,-3.434449e-01,3.539748e-01,-7.665711e-01,8.318066e-01,-3.556736e-01,3.547758e-01,-7.638605e-01,3.887699e-01,6.340296e-01,-7.063127e-01,6.508848e-02,-6.322849e-01,3.616509e-01,-8.103709e-01,4.165643e-01,-5.990603e-01,7.482623e-01,-7.197922e-01,6.251504e-01,-3.839487e-01,8.701701e-01,-2.655244e-01,7.127764e-01,2.057528e-03,7.956680e-01,-3.591816e-01,6.827680e-01,-1.081866e-01,7.973791e-01,-7.574576e-01,5.754612e-01,-4.564791e-01,8.634257e-01,-8.243225e-01,3.554280e-01,-6.663614e-01,6.944501e-01,-7.085987e-01,-2.140168e-02,-6.766251e-01,2.670918e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-6.634204e-01,-4.471315e-01,-5.655711e-01,-5.288670e-01,5.107293e-01,5.770945e-01,3.918611e-01,6.367757e-01
112,-1,-1,-2,-2,1,1,1,1,-1,-1,2,2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,2,2,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,2,2,1,1,2,2,1,1,-1,-1,-2,-2,-2,-2,1,1,2,2,2,2,2,2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.685209e-01,1.018862e-01,-5.648069e-01,-3.604311e-01,7.063107e-01,-3.600567e-01,3.124738e-01,-7.155180e-01,1.146728e-01,9.986938e-02,7.481828e-01,-1.382988e-01,8.354939e-01,-3.453243e-01,7.163255e-02,6.399764e-02,6.315694e-02,5.891551e-02,4.128418e-01,4.653143e-01,8.116555e-01,-3.452311e-01,8.083837e-01,-3.417878e-01,3.561649e-01,-7.637171e-01,1.782247e-01,1.406307e-01,-5.489723e-02,-6.164982e-02,-4.860881e-01,-4.306288e-01,-1.294722e-01,-9.521043e-02,5.046466e-02,-6.267040e-01,-7.996016e-02,-9.637046e-02,1.376511e-01,-1.684698e-01,8.295246e-01,-3.444630e-01,3.104748e-01,-7.171602e-01,3.721921e-01,-6.010466e-01,3.163947e-01,-7.161795e-01,-6.605539e-02,-6.191496e-02,-1.988915e-01,-1.515376e-01,1.252082e-01,9.863579e-02,8.185702e-01,-3.376345e-01,3.531278e-01,-7.705389e-01,8.308540e-01,-3.533454e-01,3.322891e-01,-7.547816e-01,2.954368e-01,5.519821e-01,-6.757899e-01,7.601483e-02,-6.029148e-01,3.410591e-01,-7.546166e-01,3.616771e-01,-5.522162e-01,6.973946e-01,-6.154757e-01,5.567746e-01,-3.487752e-01,8.330949e-01,-2.495459e-01,6.511121e-01,-1.999438e-02,7.851666e-01,-3.267345e-01,5.848647e-01,-1.365365e-01,7.822593e-01,-6.682292e-01,4.777275e-01,-4.444285e-01,7.929614e-01,-7.376578e-01,2.746094e-01,-5.946497e-01,6.258101e-01,-6.556702e-01,-3.195315e-02,-6.354810e-01,2.281540e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-5.670450e-01,-3.629268e-01,-4.883985e-01,-4.331600e-01,4.155048e-01,4.676303e-01,2.983190e-01,5.545195e-01
113,0,0,-2,-2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,2,2,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.930546e-01,-3.506973e-01,-4.793206e-01,-2.751103e-01,6.749385e-01,-3.340797e-01,2.768373e-01,-6.689269e-01,8.099003e-01,-3.733939e-01,8.287686e-01,-3.449156e-01,8.462442e-01,-3.446272e-01,8.022503e-01,-4.079958e-01,7.056072e-01,-1.790655e-01,3.107886e-01,3.545170e-01,8.037479e-01,-3.497330e-01,8.018214e-01,-3.467681e-01,3.579676e-01,-7.644242e-01,5.119608e-01,3.252562e-01,3.463786e-01,-4.357293e-01,-3.558666e-01,-3.414525e-01,-3.056182e-01,-3.576733e-01,4.750361e-02,-6.008999e-01,2.687047e-01,-6.878776e-01,3.173816e-01,-6.888849e-01,8.299149e-01,-3.433106e-01,2.765970e-01,-6.757253e-01,3.557303e-01,-7.650992e-01,2.990786e-01,-6.801333e-01,3.253297e-01,-6.897142e-01,-4.053879e-01,-4.698317e-01,4.388454e-01,2.060820e-01,7.992526e-01,-3.466530e-01,3.553265e-01,-7.638319e-01,8.285856e-01,-3.438803e-01,3.151931e-01,-7.471346e-01,1.742464e-01,4.559366e-01,-6.352042e-01,1.054940e-01,-4.755738e-01,2.637377e-01,-6.605964e-01,3.344867e-01,-4.407452e-01,5.586563e-01,-5.769054e-01,5.006663e-01,-3.600337e-01,7.782697e-01,-1.867353e-01,5.736415e-01,-5.649557e-02,7.841743e-01,-2.867298e-01,5.360264e-01,-1.860868e-01,7.693617e-01,-6.400831e-01,4.325122e-01,-4.418663e-01,6.925104e-01,-6.595342e-01,2.933927e-01,-5.010816e-01,5.176257e-01,-6.509832e-01,4.418399e-03,-5.824587e-01,1.956677e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-4.812156e-01,-2.772977e-01,-3.578170e-01,-3.436285e-01,3.132461e-01,3.566392e-01,1.769484e-01,4.582774e-01
114,1,1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,2,2,-1,-1,2,2,-1,-1,1,1,-2,-2,-2,-2,-1,-1,2,2,2,2,2,2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.058154e-01,-3.423303e-01,-1.344917e-01,-1.145739e-01,3.022243e-01,1.042094e-01,-1.050966e-01,-1.133522e-01,8.146271e-01,-3.617353e-01,8.276037e-01,-3.415004e-01,6.575836e-01,-3.817425e-01,8.141511e-01,-4.117982e-01,7.117115e-01,-1.609922e-01,1.260173e-01,1.000723e-01,1.807327e-01,-1.385343e-01,1.207967e-01,1.130744e-01,3.572113e-01,-7.643700e-01,5.966439e-01,4.220169e-01,3.608283e-01,-4.475926e-01,-6.897557e-02,-1.208170e-01,-4.005257e-01,-4.337572e-01,-1.576578e-01,-9.394128e-02,3.124454e-01,-7.300379e-01,3.355292e-01,-7.264133e-01,8.407936e-01,-3.439036e-01,-6.958930e-02,-2.508166e-01,3.556014e-01,-7.650920e-01,-1.094760e-01,-1.059780e-01,3.632415e-01,-7.231654e-01,-4.816865e-01,-5.604712e-01,5.380168e-01,3.007828e-01,1.249085e-01,1.201846e-01,3.550218e-01,-7.639991e-01,8.284014e-01,-3.446391e-01,1.842690e-01,-7.012058e-01,6.236478e-02,1.132473e-01,-7.693621e-02,-8.220994e-02,-6.725958e-02,-7.583748e-02,-6.936184e-03,-1.325941e-02,-3.848595e-04,-1.056599e-02,4.826307e-02,4.239233e-02,5.436670e-02,4.904404e-02,1.864048e-01,1.675843e-01,1.812703e-01,1.898848e-01,8.389973e-02,7.955309e-02,6.134576e-02,8.709741e-02,-9.054879e-03,-3.406825e-03,-2.537045e-02,9.487068e-03,-5.733242e-02,-4.974528e-02,-7.427035e-02,-3.846487e-02,-1.686656e-01,-1.473851e-01,-1.787318e-01,-1.391468e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,-1.355806e-01,-1.159159e-01,-7.020697e-02,-1.222200e-01,1.273169e-01,1.011114e-01,6.383081e-02,1.143776e-01
115,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.289430e-01,-3.458937e-01,8.562585e-02,6.230635e-02,2.693248e-01,1.296331e-01,-9.204522e-02,-9.300153e-02,8.328109e-01,-3.632016e-01,8.288086e-01,-3.450081e-01,5.381748e-01,-3.457162e-01,8.356092e-01,-4.204227e-01,7.352479e-01,-1.518156e-01,-9.077100e-02,-7.326430e-02,7.447758e-02,-9.274557e-02,9.314567e-02,8.899060e-02,3.549230e-01,-7.639180e-01,6.713513e-01,5.018244e-01,3.995665e-01,-4.780690e-01,1.071187e-01,9.822713e-02,-4.886790e-01,-5.140494e-01,-1.455358e-01,-1.077245e-01,3.596924e-01,-7.704561e-01,3.557251e-01,-7.644401e-01,8.257767e-01,-3.468007e-01,-9.530593e-02,-1.087249e-01,3.548976e-01,-7.639557e-01,-9.459153e-02,-9.207013e-02,4.057446e-01,-7.619580e-01,-5.640140e-01,-6.497201e-01,6.194112e-01,3.800310e-01,1.037385e-01,9.656470e-02,3.545036e-01,-7.639137e-01,8.290530e-01,-3.450851e-01,8.462376e-02,-6.502646e-01,-1.110794e-01,-1.035202e-01,2.653064e-02,2.060852e-02,3.397894e-02,3.104329e-02,1.453639e-02,1.167911e-02,1.748188e-02,1.652361e-02,1.984953e-02,1.568067e-02,2.049277e-02,2.157307e-02,9.672970e-02,7.348228e-02,8.470719e-02,1.005820e-01,-2.890669e-02,-2.406037e-02,-3.632911e-02,-3.300375e-02,-1.547902e-02,-1.334457e-02,-1.899777e-02,-1.739720e-02,-2.014874e-02,-1.666377e-02,-2.153848e-02,-2.188378e-02,-9.561510e-02,-7.329306e-02,-8.457062e-02,-9.948175e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,8.514352e-02,6.154415e-02,1.065043e-01,9.744246e-02,-9.015860e-02,-7.288715e-02,-1.102928e-01,-1.030826e-01
116,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.289430e-01,-3.458937e-01,8.562585e-02,6.230635e-02,2.693248e-01,1.296331e-01,-9.204522e-02,-9.300153e-02,8.328109e-01,-3.632016e-01,8.288086e-01,-3.450081e-01,5.381748e-01,-3.457162e-01,8.356092e-01,-4.204227e-01,7.352479e-01,-1.518156e-01,-9.077100e-02,-7.326429e-02,7.447758e-02,-9.274555e-02,9.314567e-02,8.899060e-02,3.549230e-01,-7.639180e-01,6.713513e-01,5.018244e-01,3.995664e-01,-4.780689e-01,1.071187e-01,9.822713e-02,-4.886790e-01,-5.140494e-01,-1.455358e-01,-1.077245e-01,3.596924e-01,-7.704561e-01,3.557251e-01,-7.644401e-01,8.257766e-01,-3.468007e-01,-9.530592e-02,-1.087249e-01,3.548976e-01,-7.639557e-01,-9.459153e-02,-9.207013e-02,4.057446e-01,-7.619580e-01,-5.640140e-01,-6.497201e-01,6.194112e-01,3.800310e-01,1.037385e-01,9.656470e-02,3.545036e-01,-7.639137e-01,8.290530e-01,-3.450851e-01,8.462374e-02,-6.502646e-01,-1.110794e-01,-1.035202e-01,2.653064e-02,2.060852e-02,3.397894e-02,3.104329e-02,1.453639e-02,1.167911e-02,1.748188e-02,1.652361e-02,1.984953e-02,1.568067e-02,2.049277e-02,2.157307e-02,9.672970e-02,7.348228e-02,8.470719e-02,1.005820e-01,-2.890669e-02,-2.406036e-02,-3.632911e-02,-3.300375e-02,-1.547902e-02,-1.334457e-02,-1.899777e-02,-1.739720e-02,-2.014874e-02,-1.666377e-02,-2.153848e-02,-2.188378e-02,-9.561510e-02,-7.329306e-02,-8.457062e-02,-9.948175e-02,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,8.514352e-02,6.154415e-02,1.065043e-01,9.744246e-02,-9.015860e-02,-7.288715e-02,-1.102928e-01,-1.030826e-01
117,2,2,-1,-1,-2,-2,-2,-2,2,2,1,1,1,1,2,2,2,2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,1,1,-2,-2,1,1,-2,-2,2,2,-1,-1,-1,-1,-2,-2,1,1,1,1,1,1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.363836e-01,-3.493179e-01,2.228263e-01,1.590286e-01,2.694825e-01,1.298555e-01,-9.186274e-02,-9.310441e-02,8.365483e-01,-3.786667e-01,8.117305e-01,-3.462500e-01,4.908220e-01,-2.972834e-01,8.376981e-01,-4.858358e-01,7.917431e-01,-2.367392e-01,-1.042499e-01,-2.237428e-01,8.171069e-02,-4.724860e-02,9.420292e-02,9.137117e-02,3.272669e-01,-7.246910e-01,5.286602e-01,1.312810e-01,5.011527e-01,-5.493953e-01,2.464647e-01,1.926764e-01,-7.457059e-02,-4.087328e-01,-1.454205e-01,-1.075831e-01,3.671632e-01,-7.695367e-01,3.358532e-01,-7.556809e-01,7.932116e-01,-3.487781e-01,-9.705916e-02,-1.199250e-01,3.122010e-01,-7.179101e-01,-9.441893e-02,-9.186880e-02,4.057035e-01,-8.166824e-01,-3.689519e-01,-3.847515e-01,4.128072e-01,1.290110e-01,1.040757e-01,9.712567e-02,3.095890e-01,-7.140972e-01,8.120302e-01,-3.412956e-01,6.801734e-02,-6.118418e-01,-2.319166e-01,-2.183655e-01,2.681216e-01,2.074156e-01,2.338380e-01,2.747853e-01,5.138703e-02,4.145404e-02,4.881398e-02,5.399587e-02,3.047673e-02,2.495354e-02,3.013312e-02,3.234120e-02,1.008970e-01,7.729528e-02,8.862859e-02,1.047895e-01,-2.918540e-01,-2.498979e-01,-2.756493e-01,-3.199390e-01,-6.086808e-02,-5.062860e-02,-5.819070e-02,-6.380601e-02,-3.411433e-02,-2.899284e-02,-3.423219e-02,-3.599700e-02,-1.014356e-01,-7.867290e-02,-9.004988e-02,-1.053380e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,2.225134e-01,1.585991e-01,2.459906e-01,1.920685e-01,-1.037788e-01,-2.235172e-01,-2.312507e-01,-2.179658e-01
118,2,2,0,0,-2,-2,-2,-2,2,2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,0,0,-2,-2,0,0,-2,-2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.471282e-01,-3.466563e-01,7.633231e-01,-1.025868e-01,2.695524e-01,1.299350e-01,-9.217519e-02,-9.399659e-02,8.370815e-01,-3.689754e-01,8.035476e-01,-3.502051e-01,4.797749e-01,-3.028618e-01,8.225788e-01,-7.670903e-01,8.582492e-01,-4.650368e-01,2.268317e-01,-5.730479e-01,8.255884e-02,-4.280145e-02,9.438062e-02,9.171217e-02,3.060748e-01,-6.880420e-01,8.117798e-01,-5.282491e-01,7.249167e-01,-6.496033e-01,6.937541e-01,-2.850735e-01,4.846855e-01,-6.261533e-01,-1.453826e-01,-1.075607e-01,3.750307e-01,-7.654600e-01,3.207806e-01,-7.482796e-01,7.837549e-01,-3.565012e-01,-9.998411e-02,-1.385282e-01,2.798790e-01,-6.769119e-01,-9.443354e-02,-9.196964e-02,4.155935e-01,-8.591266e-01,-2.397304e-01,-4.863688e-01,8.438711e-01,-2.707825e-01,1.041695e-01,9.724495e-02,2.734301e-01,-6.668112e-01,8.051114e-01,-3.452357e-01,8.525279e-02,-5.961393e-01,-2.705890e-01,-4.499332e-01,5.817384e-01,3.291202e-01,5.155706e-01,4.372346e-01,8.450970e-02,6.343215e-02,8.167816e-02,8.968826e-02,3.826760e-02,3.090273e-02,3.846640e-02,4.101622e-02,1.035041e-01,7.942529e-02,9.147206e-02,1.076563e-01,-4.670276e-01,-5.301440e-01,-5.079678e-01,-5.884071e-01,-1.018241e-01,-8.755387e-02,-9.451333e-02,-1.057816e-01,-4.616894e-02,-3.995362e-02,-4.500015e-02,-4.800710e-02,-1.063167e-01,-8.326503e-02,-9.455467e-02,-1.101904e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.632751e-01,-1.024029e-01,6.931872e-01,-2.850347e-01,2.265780e-01,-5.724726e-01,-2.702727e-01,-4.489906e-01
119,2,2,1,1,-2,-2,-2,-2,2,2,-1,-1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-1,-1,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-1,-1,-2,-2,-1,-1,-2,-2,2,2,1,1,1,1,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6.582323e-01,-3.863962e-01,7.676915e-01,-7.187184e-02,2.696433e-01,1.301238e-01,-9.045257e-02,-9.010654e-02,8.360708e-01,-3.349265e-01,1.800316e-01,-1.399362e-01,1.303265e-01,1.160084e-01,8.766169e-01,-7.636014e-01,8.677189e-01,-5.005235e-01,2.922596e-01,-6.172738e-01,9.495348e-02,7.745033e-02,9.593932e-02,9.536932e-02,-1.076461e-01,-1.063380e-01,8.385228e-01,-5.760628e-01,7.666207e-01,-6.467268e-01,7.030977e-01,-2.982000e-01,6.025484e-01,-6.695458e-01,-1.452706e-01,-1.073388e-01,3.667289e-01,-8.218017e-01,1.870808e-01,-7.031290e-01,1.194114e-01,1.190733e-01,-8.860945e-02,-6.245927e-02,-6.872491e-02,-2.507935e-01,-9.400521e-02,-9.112997e-02,5.684817e-01,-9.199484e-01,-9.552111e-03,-6.693149e-01,8.560588e-01,-3.209697e-01,1.045441e-01,9.799179e-02,-1.047904e-01,-1.130080e-01,1.198923e-01,1.123126e-01,-1.281789e-01,-1.001611e-01,-1.284882e-01,-6.207256e-01,6.291204e-01,3.869395e-01,5.636602e-01,4.963418e-01,9.346096e-02,7.154313e-02,8.924441e-02,9.822197e-02,4.080680e-02,3.324937e-02,4.056568e-02,4.346738e-02,1.045137e-01,8.039783e-02,9.231479e-02,1.086226e-01,-5.196500e-01,-5.604394e-01,-4.991337e-01,-6.656729e-01,-1.064293e-01,-9.135392e-02,-9.242921e-02,-1.081736e-01,-4.584012e-02,-3.990023e-02,-4.337669e-02,-4.711003e-02,-1.056213e-01,-8.274457e-02,-9.340438e-02,-1.092764e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.672943e-01,-7.152414e-02,7.023615e-01,-2.979036e-01,2.917362e-01,-6.167582e-01,-1.284321e-01,-6.198516e-01
120,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5.373342e-01,-3.501076e-01,7.855938e-01,-5.754684e-02,2.694834e-01,1.299088e-01,-9.078325e-02,-9.070219e-02,8.186317e-01,-3.307897e-01,7.259156e-02,-9.415995e-02,9.325528e-02,9.298871e-02,8.835458e-01,-7.796809e-01,8.750386e-01,-5.516928e-01,3.249529e-01,-6.589383e-01,9.380216e-02,9.349912e-02,9.525910e-02,9.429178e-02,-9.099150e-02,-9.118777e-02,8.523564e-01,-6.526447e-01,8.152689e-01,-6.503623e-01,7.275203e-01,-3.091219e-01,7.038035e-01,-7.141772e-01,-1.453688e-01,-1.074642e-01,3.646027e-01,-8.257341e-01,8.648046e-02,-6.525898e-01,9.260662e-02,9.193861e-02,-9.072754e-02,-9.077257e-02,-9.445461e-02,-1.083239e-01,-9.416927e-02,-9.135432e-02,6.256767e-01,-9.109342e-01,7.342863e-02,-7.317352e-01,8.816914e-01,-3.919496e-01,1.042431e-01,9.755076e-02,-9.158410e-02,-9.240721e-02,9.056007e-02,8.702689e-02,-9.082297e-02,-9.088748e-02,-1.185672e-01,-6.727194e-01,6.714050e-01,4.366608e-01,6.042553e-01,5.494818e-01,1.007924e-01,7.790573e-02,9.574809e-02,1.058564e-01,4.262464e-02,3.487423e-02,4.204905e-02,4.524563e-02,1.051125e-01,8.096680e-02,9.277447e-02,1.091864e-01,-5.727651e-01,-6.041130e-01,-5.390571e-01,-7.181102e-01,-1.133303e-01,-9.715271e-02,-9.728483e-02,-1.147103e-01,-4.731047e-02,-4.131837e-02,-4.418928e-02,-4.837312e-02,-1.059899e-01,-8.315355e-02,-9.349381e-02,-1.095372e-01,-9.831209e-02,2.021276e-01,-9.831209e-02,2.021276e-01,7.852010e-01,-5.711893e-02,7.268294e-01,-3.086892e-01,3.243571e-01,-6.584560e-01,-1.185513e-01,-6.718823e-01
