#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0035a,CK_0035b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,CK_0045a,CK_0045b,CK_0046a,CK_0046b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0035a,Vout_0035b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,Vout_0045a,Vout_0045b,Vout_0046a,Vout_0046b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0008a,Out_0008b,Out_0022a,Out_0022b,Out_0016a,Out_0016b,Out_0038a,Out_0038b
121,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5.373596e-01,-3.501170e-01,7.855930e-01,-5.754137e-02,3.515778e-01,1.406705e-01,-8.989359e-02,-9.019693e-02,8.186391e-01,-3.307816e-01,7.260894e-02,-9.416204e-02,9.338829e-02,9.308022e-02,8.835487e-01,-7.796755e-01,8.750425e-01,-5.516863e-01,3.249537e-01,-6.589366e-01,9.411604e-02,9.369926e-02,9.616605e-02,9.480923e-02,-9.092957e-02,-9.114306e-02,8.523625e-01,-6.526385e-01,8.152720e-01,-6.503582e-01,7.275230e-01,-3.091171e-01,7.038063e-01,-7.141741e-01,-6.307376e-02,-9.663328e-02,3.646097e-01,-8.257311e-01,8.650479e-02,-6.525960e-01,9.267142e-02,9.198558e-02,-9.042237e-02,-9.057882e-02,-9.443713e-02,-1.083180e-01,-9.049477e-02,-8.965697e-02,6.256847e-01,-9.109314e-01,7.343638e-02,-7.317347e-01,8.816918e-01,-3.919434e-01,1.079398e-01,9.927187e-02,-9.155127e-02,-9.238293e-02,9.059466e-02,8.705236e-02,-9.069475e-02,-9.079964e-02,-1.185620e-01,-6.727186e-01,6.714098e-01,4.366659e-01,6.042602e-01,5.494873e-01,1.007954e-01,7.790845e-02,9.575140e-02,1.058596e-01,4.262670e-02,3.487622e-02,4.205114e-02,4.524773e-02,1.051140e-01,8.096828e-02,9.277579e-02,1.091878e-01,-5.727639e-01,-6.041119e-01,-5.390542e-01,-7.181083e-01,-1.133305e-01,-9.715289e-02,-9.728530e-02,-1.147106e-01,-4.731179e-02,-4.131946e-02,-4.419134e-02,-4.837474e-02,-1.059919e-01,-8.315531e-02,-9.349682e-02,-1.095397e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.851965e-01,-5.711672e-02,7.268272e-01,-3.086886e-01,3.243566e-01,-6.584563e-01,-1.185483e-01,-6.718843e-01
122,1,1,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,1,1,1,1,2,2,-1,-1,-1,-1,-2,-2,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-2,-2,-1,-1,-2,-2,-1,-1,1,1,2,2,2,2,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.883834e-01,-3.009512e-01,8.080020e-01,-1.562534e-01,4.152256e-01,7.167482e-02,-1.060267e-01,-1.077213e-01,7.925528e-01,-3.494214e-01,7.938676e-02,-4.961222e-02,7.643277e-02,9.326220e-02,8.082036e-01,-7.868059e-01,8.074499e-01,-5.772068e-01,3.977327e-01,-6.536340e-01,1.155426e-01,1.295443e-01,1.197550e-01,1.193516e-01,-8.986661e-02,-9.044842e-02,8.065960e-01,-7.072594e-01,7.904588e-01,-6.248321e-01,7.271898e-01,-4.059000e-01,7.464518e-01,-6.764750e-01,-4.839702e-02,-1.250213e-01,3.410699e-01,-7.483193e-01,6.963530e-02,-6.160362e-01,9.313810e-02,9.248253e-02,-9.993913e-02,-1.281137e-01,-9.612890e-02,-1.194049e-01,-1.038745e-01,-1.070832e-01,5.935529e-01,-8.016696e-01,1.193904e-01,-7.007687e-01,8.747785e-01,-4.507258e-01,1.297616e-01,1.194509e-01,-9.107561e-02,-9.232612e-02,9.145296e-02,8.912112e-02,-6.221219e-02,-8.815406e-02,-5.980522e-02,-6.837352e-01,4.197239e-01,1.489808e-01,4.333069e-01,1.160833e-01,1.467571e-01,9.232685e-02,1.611635e-01,1.134307e-01,1.057649e-01,9.291512e-02,1.114840e-01,1.070286e-01,2.093772e-01,1.884235e-01,2.036175e-01,2.127460e-01,-1.538272e-01,-4.273066e-01,-2.815492e-01,-4.171536e-01,-9.255930e-02,-1.757597e-01,-1.350227e-01,-1.714619e-01,-1.041958e-01,-1.333551e-01,-1.258292e-01,-1.235162e-01,-1.713839e-01,-1.854849e-01,-1.943848e-01,-1.749468e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.083432e-01,-1.550884e-01,7.271737e-01,-4.046326e-01,3.966123e-01,-6.534610e-01,-6.015365e-02,-6.832502e-01
123,0,0,2,2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,-2,-2,0,0,-2,-2,0,0,0,0,2,2,2,2,0,0,-2,-2,-2,-2,-2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.788565e-01,-2.994879e-01,8.815029e-01,-5.159014e-01,7.974633e-01,-3.556717e-01,2.878090e-01,-6.581508e-01,7.942888e-01,-3.688408e-01,8.142624e-02,-4.463463e-02,1.048406e-01,1.005011e-01,7.656259e-01,-7.861953e-01,6.997021e-01,-6.312478e-01,7.206788e-01,-7.039774e-01,5.520995e-01,-4.753918e-03,7.819994e-01,-2.688317e-01,-8.384266e-02,-8.790959e-02,7.324090e-01,-8.268944e-01,7.965000e-01,-5.800574e-01,7.215760e-01,-7.448274e-01,8.598466e-01,-6.137655e-01,1.302392e-01,-6.352468e-01,3.262621e-01,-6.863855e-01,8.617573e-02,-6.035413e-01,9.715864e-02,9.502865e-02,2.830494e-01,-4.113321e-01,-9.877894e-02,-1.375139e-01,2.799798e-01,-6.800262e-01,6.288044e-01,-6.882214e-01,2.660661e-01,-6.521901e-01,8.026704e-01,-6.426215e-01,8.108872e-01,-3.518517e-01,-9.012015e-02,-9.262611e-02,9.331653e-02,9.081151e-02,8.834184e-02,-6.892756e-02,2.144526e-01,-7.763307e-01,7.909293e-01,-4.723466e-01,6.473907e-01,-6.603324e-01,8.559011e-01,-3.776116e-01,5.921759e-01,-5.451722e-01,7.811111e-01,-2.868436e-01,5.257451e-01,-4.494108e-01,6.278743e-01,3.619457e-02,5.130017e-01,-6.522772e-02,5.928390e-01,-6.199867e-01,1.729132e-01,-6.813079e-01,6.052368e-01,-5.877303e-01,2.262706e-01,-6.566576e-01,4.788056e-01,-6.199382e-01,1.333231e-01,-6.802570e-01,1.799557e-01,-6.166311e-01,-6.963722e-02,-6.147220e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,8.806622e-01,-5.157523e-01,7.202638e-01,-7.442728e-01,7.208022e-01,-7.021394e-01,2.157746e-01,-7.739718e-01
124,-1,-1,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,2,2,1,1,1,1,-2,-2,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,-2,-2,1,1,-2,-2,1,1,-1,-1,2,2,2,2,1,1,-2,-2,-2,-2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.334179e-01,1.212183e-01,7.906984e-01,-6.414500e-01,8.067824e-01,-3.525777e-01,3.134837e-01,-7.059136e-01,1.302324e-01,1.269992e-01,9.598914e-02,7.886349e-02,1.588106e-01,1.084450e-01,6.480077e-02,-3.735226e-01,7.619847e-02,-3.863204e-01,8.535384e-01,-5.155437e-01,6.780841e-01,-7.143326e-02,8.083753e-01,-3.420078e-01,-8.466930e-02,-8.773584e-02,3.683786e-01,-7.981958e-01,3.583257e-01,-3.697448e-02,5.600077e-01,-8.311450e-01,8.417700e-01,-2.550815e-01,1.390732e-01,-6.578648e-01,-9.860599e-02,-4.155185e-02,-1.267682e-01,-9.592927e-02,9.965507e-02,9.685264e-02,2.930305e-01,-4.602084e-01,-8.816397e-02,-6.206858e-02,3.140699e-01,-7.168694e-01,3.436882e-01,-7.799428e-02,5.972562e-01,-5.308299e-01,4.991974e-01,-6.796761e-01,8.155078e-01,-3.397862e-01,-8.899908e-02,-8.940535e-02,9.590698e-02,9.588289e-02,6.669810e-02,-7.323779e-02,5.416796e-01,-7.946344e-01,8.299400e-01,-5.350306e-01,6.276665e-01,-7.306249e-01,8.019305e-01,-4.663155e-01,6.238388e-01,-7.285371e-01,8.447783e-01,-2.936772e-01,6.815000e-01,-6.010090e-01,7.823426e-01,1.615345e-03,7.172735e-01,-2.392264e-01,7.614961e-01,-6.356085e-01,4.245524e-01,-7.892869e-01,7.079219e-01,-6.554479e-01,3.467188e-01,-7.534559e-01,5.680961e-01,-6.526949e-01,2.041921e-01,-7.224086e-01,2.025241e-01,-6.354470e-01,-7.328197e-02,-6.445015e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.884101e-01,-6.426127e-01,5.577785e-01,-8.315280e-01,8.539087e-01,-5.134625e-01,5.431963e-01,-7.920480e-01
125,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.841723e-02,9.707861e-02,7.136835e-01,-7.033140e-01,8.254271e-01,-3.586616e-01,3.540822e-01,-7.664048e-01,7.951426e-02,-2.327169e-02,9.648864e-02,9.739774e-02,1.624427e-01,1.095347e-01,-3.262679e-01,-5.676323e-01,-4.539363e-01,-5.224369e-01,8.744724e-01,-4.260666e-01,7.287949e-01,-9.091308e-02,8.314098e-01,-3.550453e-01,-8.295950e-02,-8.696568e-02,1.074882e-01,-7.128049e-01,5.530178e-01,3.306309e-01,4.018783e-01,-8.241216e-01,7.933468e-01,-9.792371e-02,1.578732e-01,-6.906314e-01,-3.622990e-02,1.353119e-01,-8.532210e-02,-7.543698e-02,1.004459e-01,9.741212e-02,3.634336e-01,-5.275816e-01,-8.918285e-02,-8.828533e-02,3.570408e-01,-7.640270e-01,4.822379e-01,4.182907e-01,6.682015e-01,-3.657663e-01,3.594520e-01,-6.544255e-01,8.346615e-01,-3.435283e-01,-8.857843e-02,-8.921001e-02,9.628908e-02,9.608102e-02,1.067215e-01,-6.789388e-02,6.953013e-01,-7.242236e-01,8.311224e-01,-6.363759e-01,5.535112e-01,-8.367677e-01,8.706774e-01,-5.296994e-01,6.617478e-01,-8.047318e-01,8.816082e-01,-3.510044e-01,7.446279e-01,-6.493990e-01,7.905576e-01,1.607309e-02,7.283064e-01,-2.364114e-01,8.503382e-01,-5.808574e-01,5.877349e-01,-8.406145e-01,8.156222e-01,-6.659765e-01,4.710730e-01,-8.109126e-01,6.557045e-01,-7.402662e-01,2.621407e-01,-8.249453e-01,2.527234e-01,-6.831989e-01,-7.226342e-02,-7.022444e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.108713e-01,-7.049501e-01,3.991118e-01,-8.250593e-01,8.754647e-01,-4.234182e-01,6.970635e-01,-7.213828e-01
126,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.841723e-02,9.707861e-02,7.136835e-01,-7.033140e-01,8.254271e-01,-3.586616e-01,3.540822e-01,-7.664048e-01,7.951426e-02,-2.327169e-02,9.648864e-02,9.739774e-02,1.624427e-01,1.095347e-01,-3.262679e-01,-5.676323e-01,-4.539363e-01,-5.224369e-01,8.744724e-01,-4.260666e-01,7.287950e-01,-9.091310e-02,8.314098e-01,-3.550453e-01,-8.295950e-02,-8.696568e-02,1.074882e-01,-7.128049e-01,5.530178e-01,3.306309e-01,4.018783e-01,-8.241216e-01,7.933468e-01,-9.792371e-02,1.578732e-01,-6.906314e-01,-3.622990e-02,1.353119e-01,-8.532210e-02,-7.543698e-02,1.004459e-01,9.741212e-02,3.634337e-01,-5.275816e-01,-8.918285e-02,-8.828533e-02,3.570408e-01,-7.640270e-01,4.822379e-01,4.182907e-01,6.682015e-01,-3.657663e-01,3.594520e-01,-6.544255e-01,8.346615e-01,-3.435283e-01,-8.857843e-02,-8.921001e-02,9.628908e-02,9.608102e-02,1.067216e-01,-6.789388e-02,6.953013e-01,-7.242236e-01,8.311224e-01,-6.363759e-01,5.535112e-01,-8.367677e-01,8.706774e-01,-5.296994e-01,6.617478e-01,-8.047318e-01,8.816082e-01,-3.510044e-01,7.446279e-01,-6.493990e-01,7.905576e-01,1.607309e-02,7.283064e-01,-2.364114e-01,8.503382e-01,-5.808574e-01,5.877349e-01,-8.406145e-01,8.156222e-01,-6.659765e-01,4.710729e-01,-8.109126e-01,6.557045e-01,-7.402662e-01,2.621406e-01,-8.249453e-01,2.527234e-01,-6.831989e-01,-7.226343e-02,-7.022444e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,7.108713e-01,-7.049501e-01,3.991118e-01,-8.250593e-01,8.754647e-01,-4.234182e-01,6.970635e-01,-7.213828e-01
127,-2,-2,1,1,2,2,2,2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,1,2,2,2,2,-1,-1,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,-1,-1,2,2,-1,-1,2,2,-2,-2,1,1,1,1,2,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.986180e-02,9.548468e-02,6.060498e-01,-6.682318e-01,8.254158e-01,-3.586752e-01,3.531066e-01,-7.704584e-01,7.869314e-02,-1.358206e-02,1.172128e-01,1.329732e-01,2.712006e-01,1.068014e-01,-2.837047e-01,-5.174770e-01,-4.090659e-01,-4.871239e-01,8.534074e-01,-3.640112e-01,7.483444e-01,-1.365369e-01,8.305172e-01,-3.527354e-01,-8.252065e-02,-1.097442e-01,9.428758e-02,-6.754038e-01,5.210498e-01,2.875538e-01,3.145675e-01,-7.654456e-01,7.687731e-01,-1.115648e-01,1.578016e-01,-6.906155e-01,-3.872842e-02,1.157952e-01,-5.767900e-02,-7.356318e-02,1.245404e-01,1.209059e-01,3.724818e-01,-6.005658e-01,-9.926513e-02,-1.254779e-01,3.568517e-01,-7.638937e-01,4.256539e-01,3.737504e-01,6.222257e-01,-3.239714e-01,3.165702e-01,-6.154392e-01,8.346847e-01,-3.436885e-01,-1.044740e-01,-1.071993e-01,1.205402e-01,1.205706e-01,1.383109e-01,-1.693665e-01,6.760331e-01,-6.293933e-01,7.796177e-01,-6.588916e-01,4.905518e-01,-8.241242e-01,8.668252e-01,-5.392489e-01,6.233336e-01,-8.204778e-01,8.812974e-01,-3.579949e-01,7.392199e-01,-6.543343e-01,7.911211e-01,1.250207e-02,7.276835e-01,-2.385294e-01,8.652981e-01,-5.356207e-01,6.042945e-01,-8.077104e-01,8.198853e-01,-6.532899e-01,4.775134e-01,-8.114816e-01,6.578277e-01,-7.370815e-01,2.669245e-01,-8.249868e-01,2.534065e-01,-6.828631e-01,-7.017066e-02,-7.025552e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,6.032514e-01,-6.699591e-01,3.117835e-01,-7.665223e-01,8.546660e-01,-3.612625e-01,6.780384e-01,-6.264822e-01
128,-2,-2,0,0,2,2,2,2,-2,-2,0,0,0,0,-2,-2,-2,-2,0,0,2,2,2,2,0,0,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,0,0,2,2,0,0,2,2,-2,-2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.044375e-01,9.993619e-02,5.088535e-01,-6.179235e-01,8.254932e-01,-3.584027e-01,3.550328e-01,-7.637945e-01,7.978055e-02,-4.913043e-03,5.520619e-01,-1.598740e-03,7.926972e-01,-3.470587e-01,-2.458537e-01,-4.800196e-01,-3.783591e-01,-4.649813e-01,8.393832e-01,-2.864421e-01,8.287482e-01,-3.431175e-01,8.283147e-01,-3.434571e-01,2.685833e-01,-6.766858e-01,8.875077e-02,-6.483402e-01,4.853251e-01,2.427285e-01,2.382385e-01,-6.878875e-01,7.575667e-01,-1.245045e-01,1.579270e-01,-6.905616e-01,-3.702062e-02,9.106542e-02,9.453203e-02,-5.449894e-02,8.055587e-01,-3.563264e-01,3.558788e-01,-7.650013e-01,2.852996e-01,-4.090776e-01,3.570380e-01,-7.643116e-01,3.450151e-01,3.159760e-01,5.620985e-01,-2.672749e-01,2.720232e-01,-5.844202e-01,8.346549e-01,-3.430500e-01,2.879356e-01,-6.590150e-01,7.861435e-01,-2.666177e-01,3.177835e-01,-6.883634e-01,6.539226e-01,-5.370208e-01,7.145337e-01,-6.891402e-01,4.188959e-01,-8.151180e-01,8.601529e-01,-5.519600e-01,5.812701e-01,-8.277312e-01,8.806467e-01,-3.656971e-01,7.264199e-01,-6.629595e-01,7.919081e-01,8.236072e-03,7.263819e-01,-2.422060e-01,8.536437e-01,-4.629390e-01,6.071424e-01,-7.879643e-01,8.276523e-01,-6.202439e-01,4.772632e-01,-8.088254e-01,6.623747e-01,-7.294564e-01,2.666788e-01,-8.235855e-01,2.544262e-01,-6.820168e-01,-7.042632e-02,-7.025316e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,5.060859e-01,-6.199005e-01,2.353565e-01,-6.894228e-01,8.410762e-01,-2.836062e-01,6.564603e-01,-5.340071e-01
129,-2,-2,-1,-1,2,2,2,2,-2,-2,1,1,1,1,-2,-2,-2,-2,-1,-1,2,2,2,2,1,1,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,1,1,2,2,1,1,2,2,-2,-2,-1,-1,-1,-1,2,2,1,1,1,1,1,1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.579720e-01,1.033915e-01,-1.364468e-01,-4.315838e-01,8.254742e-01,-3.584722e-01,3.547048e-01,-7.639346e-01,7.648224e-02,5.103946e-03,6.778505e-01,-6.964880e-02,8.057602e-01,-3.410373e-01,-1.517593e-01,-2.407123e-01,-2.364964e-01,-2.093847e-01,4.210455e-01,1.466730e-01,8.275023e-01,-3.406876e-01,8.283715e-01,-3.441795e-01,3.096620e-01,-7.158853e-01,-9.977908e-02,-2.248014e-01,2.090531e-01,1.604470e-01,-1.709339e-01,-4.118101e-01,2.139367e-01,1.525705e-01,1.578747e-01,-6.905659e-01,-5.661137e-02,6.514711e-03,7.062285e-02,-6.348335e-02,8.095016e-01,-3.421092e-01,3.552272e-01,-7.647439e-01,2.945065e-01,-4.584945e-01,3.569308e-01,-7.642996e-01,1.474012e-01,2.051109e-01,1.777220e-01,1.744198e-01,-1.027876e-01,-2.200764e-01,8.346587e-01,-3.432277e-01,3.140633e-01,-7.053932e-01,8.093005e-01,-3.399591e-01,3.342070e-01,-7.262106e-01,4.057855e-01,9.806421e-02,4.259586e-01,-6.408470e-01,1.423676e-01,-7.223600e-01,7.652362e-01,-5.988316e-01,4.501657e-01,-8.152357e-01,8.744982e-01,-3.893321e-01,6.465664e-01,-7.099073e-01,7.952060e-01,-6.074258e-03,7.188753e-01,-2.609126e-01,8.227582e-01,-1.791802e-01,6.672837e-01,-4.559212e-01,8.584020e-01,-4.838461e-01,5.443759e-01,-7.742578e-01,6.907521e-01,-6.756245e-01,3.254968e-01,-8.217326e-01,2.665955e-01,-6.735384e-01,-4.056129e-02,-7.071158e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-1.392685e-01,-4.347028e-01,-1.742592e-01,-4.147304e-01,4.240779e-01,1.499941e-01,4.092582e-01,1.011077e-01
130,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.603099e-01,1.033684e-01,-5.308391e-01,-5.776978e-01,8.254489e-01,-3.585593e-01,3.546117e-01,-7.638852e-01,8.435400e-02,5.636326e-02,7.286514e-01,-8.998373e-02,8.287526e-01,-3.442848e-01,1.453508e-02,-7.166922e-03,-1.385767e-02,-1.472513e-02,6.389355e-01,4.078490e-01,8.287319e-01,-3.444103e-01,8.283604e-01,-3.445291e-01,3.552428e-01,-7.635311e-01,-3.447224e-02,-7.615222e-02,1.282469e-02,1.029832e-02,-4.267554e-01,-6.558907e-01,7.914857e-02,6.122063e-02,1.578537e-01,-6.905787e-01,-6.330127e-02,-4.346452e-02,1.098527e-01,-5.838469e-02,8.287526e-01,-3.441051e-01,3.546895e-01,-7.638316e-01,3.630677e-01,-5.238486e-01,3.568865e-01,-7.643159e-01,-7.300238e-03,9.904850e-03,4.341422e-02,7.544095e-02,-8.637334e-02,-7.741044e-02,8.346657e-01,-3.433944e-01,3.550160e-01,-7.656031e-01,8.319511e-01,-3.545130e-01,3.548949e-01,-7.638480e-01,5.587738e-01,5.017174e-01,3.597296e-01,-6.419442e-01,7.755815e-02,-7.083046e-01,7.462823e-01,-6.066007e-01,4.242680e-01,-8.119689e-01,8.728427e-01,-3.915933e-01,6.323695e-01,-7.161580e-01,7.954937e-01,-7.098319e-03,7.177203e-01,-2.623066e-01,7.964256e-01,-9.358639e-02,6.706806e-01,-3.644672e-01,8.609725e-01,-4.463657e-01,5.659528e-01,-7.545564e-01,6.975784e-01,-6.567213e-01,3.426434e-01,-8.216218e-01,2.696771e-01,-6.701476e-01,-3.252414e-02,-7.083082e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-5.334029e-01,-5.804097e-01,-4.295719e-01,-6.588582e-01,6.418492e-01,4.105115e-01,5.616903e-01,5.043975e-01
