#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,driver_0019a,driver_0019b,driver_0020a,driver_0020b,Out_0006a,Out_0006b,Out_0010a,Out_0010b
122,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.790804e-02,-6.112116e-01,8.405583e-01,-3.541064e-01,4.905325e-01,-2.972498e-01,3.254032e-01,-7.261729e-01,8.161560e-02,-4.740890e-02,3.741461e-01,-6.009519e-01,3.275502e-01,-7.604584e-01,-9.655405e-02,-1.197851e-01,-6.338931e-02,-9.093075e-02,7.491806e-01,-1.364263e-01,7.948694e-01,-3.535216e-01,7.607738e-02,9.088389e-02,-4.828777e-02,-1.264632e-01,4.147837e-01,7.129866e-02,1.255650e-01,1.291548e-01,-9.767519e-02,-1.294568e-01,1.384558e-01,-1.691995e-01,2.709233e-01,1.065417e-01,-8.242713e-02,-1.094799e-01,1.240065e-01,1.200408e-01,-1.042298e-01,-1.055913e-01,1.190845e-01,1.175966e-01,-9.978989e-02,-1.005875e-01,1.123352e-01,1.022576e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.740862e-01,-6.010021e-01,7.491426e-01,-1.364552e-01
123,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.636482e-02,-5.945271e-01,8.521707e-01,-3.446358e-01,4.804328e-01,-3.025729e-01,3.018154e-01,-6.938055e-01,8.555563e-02,-4.094651e-02,3.590137e-01,-7.657906e-01,3.066260e-01,-7.442421e-01,-9.403612e-02,-1.367744e-01,8.410918e-02,-7.351826e-02,8.300490e-01,-3.425680e-01,7.863115e-01,-3.623154e-01,1.035393e-01,9.735442e-02,1.438332e-01,-6.175212e-01,7.605157e-01,-2.825901e-01,5.507765e-01,-4.944865e-03,2.893585e-01,-4.166694e-01,3.181507e-01,-6.882593e-01,7.926149e-01,-3.471979e-01,2.682225e-01,-6.776552e-01,8.060477e-01,-3.579544e-01,2.888328e-01,-6.607417e-01,7.841141e-01,-2.864476e-01,3.015526e-01,-4.112160e-01,6.062973e-01,-6.281431e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.588368e-01,-7.659265e-01,8.299079e-01,-3.426737e-01
124,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.253542e-01,-1.068548e-01,6.576497e-01,-3.815397e-01,1.324974e-01,1.098581e-01,-7.061954e-02,-2.505928e-01,1.001973e-01,7.962885e-02,3.578024e-01,-7.652973e-01,1.844551e-01,-7.013067e-01,-8.299592e-02,-6.044835e-02,6.646557e-02,-7.306849e-02,8.395945e-01,-3.404583e-01,1.809041e-01,-1.385741e-01,1.605237e-01,1.092654e-01,1.393731e-01,-6.486999e-01,8.081553e-01,-3.575872e-01,6.908278e-01,-7.455227e-02,2.951600e-01,-4.620896e-01,3.342862e-01,-7.265823e-01,8.055930e-01,-3.419105e-01,3.099408e-01,-7.155155e-01,8.094793e-01,-3.422609e-01,3.138946e-01,-7.080905e-01,8.117928e-01,-3.471195e-01,2.984371e-01,-4.412655e-01,6.933343e-01,-1.055690e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.576081e-01,-7.654473e-01,8.394244e-01,-3.405853e-01
125,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.009850e-02,-9.198080e-02,5.384815e-01,-3.459627e-01,9.300186e-02,8.901758e-02,-9.473336e-02,-1.085269e-01,9.941181e-02,9.563758e-02,3.550342e-01,-7.639213e-01,8.504647e-02,-6.504061e-01,-8.350668e-02,-8.785058e-02,1.074967e-01,-6.817198e-02,8.258921e-01,-3.468261e-01,7.450584e-02,-9.290618e-02,1.620224e-01,1.089100e-01,1.580570e-01,-6.946615e-01,8.287702e-01,-3.696353e-01,7.358266e-01,-9.096309e-02,3.678880e-01,-5.296576e-01,3.546032e-01,-7.639539e-01,8.290635e-01,-3.451862e-01,3.551282e-01,-7.638543e-01,8.287499e-01,-3.449752e-01,3.559912e-01,-7.600297e-01,8.329062e-01,-3.586130e-01,3.490801e-01,-4.920346e-01,7.310763e-01,-1.115864e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.548045e-01,-7.640976e-01,8.256880e-01,-3.469776e-01
126,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.009849e-02,-9.198078e-02,5.384806e-01,-3.459617e-01,9.300187e-02,8.901762e-02,-9.473333e-02,-1.085268e-01,9.941181e-02,9.563759e-02,3.550342e-01,-7.639213e-01,8.504592e-02,-6.504056e-01,-8.350667e-02,-8.785058e-02,1.074968e-01,-6.817196e-02,8.258917e-01,-3.468261e-01,7.450595e-02,-9.290545e-02,1.620225e-01,1.089100e-01,1.580570e-01,-6.946616e-01,8.287702e-01,-3.696353e-01,7.358266e-01,-9.096313e-02,3.678881e-01,-5.296577e-01,3.546032e-01,-7.639539e-01,8.290635e-01,-3.451862e-01,3.551282e-01,-7.638543e-01,8.287499e-01,-3.449752e-01,3.559912e-01,-7.600299e-01,8.329061e-01,-3.586130e-01,3.490804e-01,-4.920348e-01,7.310764e-01,-1.115865e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.548045e-01,-7.640976e-01,8.256876e-01,-3.469776e-01
127,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.208863e-02,-9.030081e-02,4.906625e-01,-2.971460e-01,7.598285e-02,9.096176e-02,-9.616023e-02,-1.196195e-01,1.200266e-01,1.301809e-01,3.255577e-01,-7.265927e-01,6.815605e-02,-6.112328e-01,-7.591928e-02,-1.317695e-01,1.390198e-01,-1.711642e-01,7.948606e-01,-3.532593e-01,8.171323e-02,-4.731269e-02,2.702169e-01,1.060995e-01,1.580287e-01,-6.995352e-01,8.280623e-01,-3.677493e-01,7.549139e-01,-1.355285e-01,3.767593e-01,-6.021612e-01,3.292165e-01,-7.539339e-01,8.383931e-01,-3.460604e-01,3.566649e-01,-7.641890e-01,8.295251e-01,-3.445336e-01,3.561025e-01,-7.600279e-01,8.328246e-01,-3.585467e-01,3.491218e-01,-4.920199e-01,7.310809e-01,-1.115517e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.253881e-01,-7.266112e-01,7.946563e-01,-3.534317e-01
128,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.704756e-02,-7.261239e-02,4.805146e-01,-3.025223e-01,1.046764e-01,9.775582e-02,-9.356282e-02,-1.365773e-01,5.495129e-01,-6.068750e-03,3.018009e-01,-6.938926e-01,8.655456e-02,-5.945052e-01,2.751026e-01,-4.092048e-01,3.266874e-01,-6.779087e-01,7.864320e-01,-3.626450e-01,8.579826e-02,-4.075689e-02,7.694174e-01,-2.676380e-01,1.578221e-01,-6.897484e-01,8.254108e-01,-3.580034e-01,8.365569e-01,-3.500111e-01,3.553183e-01,-7.726834e-01,3.063535e-01,-7.443604e-01,8.523392e-01,-3.457974e-01,3.583258e-01,-7.645082e-01,8.300158e-01,-3.440093e-01,3.562830e-01,-7.600113e-01,8.327551e-01,-3.584312e-01,3.491754e-01,-4.919675e-01,7.310780e-01,-1.114732e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.019034e-01,-6.938529e-01,7.862403e-01,-3.628003e-01
129,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.685192e-02,-7.280558e-02,1.325024e-01,1.098331e-01,1.589118e-01,1.090410e-01,-8.280788e-02,-6.032925e-02,6.763358e-01,-7.092280e-02,-7.054380e-02,-2.505726e-01,-1.252373e-01,-1.067983e-01,2.909899e-01,-4.591359e-01,3.357839e-01,-7.163978e-01,1.808644e-01,-1.387202e-01,1.001486e-01,7.961852e-02,8.045119e-01,-3.409135e-01,1.579047e-01,-6.906080e-01,8.254944e-01,-3.584708e-01,8.335816e-01,-3.407332e-01,3.571911e-01,-7.662268e-01,1.845416e-01,-7.013062e-01,6.576307e-01,-3.819790e-01,3.576971e-01,-7.643782e-01,8.407971e-01,-3.442930e-01,3.560867e-01,-7.601106e-01,8.325192e-01,-3.588382e-01,3.490510e-01,-4.920709e-01,7.311004e-01,-1.116762e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-7.043258e-02,-2.505612e-01,1.806666e-01,-1.389160e-01
130,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.067011e-01,-6.807676e-02,9.303054e-02,8.902322e-02,1.622178e-01,1.089672e-01,-8.333175e-02,-8.768099e-02,7.288451e-01,-9.120066e-02,-9.459737e-02,-1.084660e-01,-8.994381e-02,-9.183665e-02,3.635000e-01,-5.277586e-01,3.540837e-01,-7.664436e-01,7.448431e-02,-9.295072e-02,9.946330e-02,9.568243e-02,8.314109e-01,-3.551012e-01,1.578897e-01,-6.906313e-01,8.254330e-01,-3.586610e-01,8.346650e-01,-3.435473e-01,3.570557e-01,-7.640264e-01,8.525580e-02,-6.504815e-01,5.385077e-01,-3.461209e-01,3.555021e-01,-7.639101e-01,8.258841e-01,-3.470437e-01,3.556823e-01,-7.601090e-01,8.331867e-01,-3.590604e-01,3.489588e-01,-4.921766e-01,7.310973e-01,-1.118327e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.446812e-02,-1.084352e-01,7.427676e-02,-9.319002e-02
131,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.067010e-01,-6.807678e-02,9.303054e-02,8.902322e-02,1.622177e-01,1.089672e-01,-8.333176e-02,-8.768100e-02,7.288450e-01,-9.120056e-02,-9.459737e-02,-1.084660e-01,-8.994381e-02,-9.183665e-02,3.634998e-01,-5.277584e-01,3.540837e-01,-7.664435e-01,7.448431e-02,-9.295073e-02,9.946330e-02,9.568243e-02,8.314109e-01,-3.551013e-01,1.578897e-01,-6.906313e-01,8.254330e-01,-3.586610e-01,8.346650e-01,-3.435473e-01,3.570557e-01,-7.640264e-01,8.525581e-02,-6.504815e-01,5.385077e-01,-3.461209e-01,3.555021e-01,-7.639101e-01,8.258841e-01,-3.470437e-01,3.556823e-01,-7.601089e-01,8.331867e-01,-3.590604e-01,3.489588e-01,-4.921766e-01,7.310973e-01,-1.118326e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.446812e-02,-1.084352e-01,7.427676e-02,-9.319003e-02
132,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.390806e-01,-1.708519e-01,7.604317e-02,9.101245e-02,2.706802e-01,1.061669e-01,-7.586844e-02,-1.315726e-01,7.491355e-01,-1.363626e-01,-9.601844e-02,-1.195424e-01,-6.197105e-02,-9.015268e-02,3.739706e-01,-6.010339e-01,3.308169e-01,-7.615449e-01,8.174783e-02,-4.728797e-02,1.201485e-01,1.302914e-01,8.363495e-01,-3.538177e-01,1.390873e-01,-6.574425e-01,8.066160e-01,-3.524474e-01,8.168045e-01,-3.430292e-01,3.130716e-01,-7.171351e-01,6.831803e-02,-6.118934e-01,4.907893e-01,-2.975941e-01,3.273369e-01,-7.251374e-01,7.930485e-01,-3.490460e-01,3.107144e-01,-7.068821e-01,8.136576e-01,-3.472516e-01,2.983833e-01,-4.414392e-01,6.931984e-01,-1.057784e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.588408e-02,-1.195238e-01,8.152113e-02,-4.753908e-02
133,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.270710e-01,-6.780663e-01,1.046870e-01,9.791447e-02,7.698079e-01,-2.673669e-01,2.755000e-01,-4.091239e-01,8.318633e-01,-3.501171e-01,-9.334845e-02,-1.365007e-01,8.729103e-02,-7.239098e-02,3.560610e-01,-7.728551e-01,3.153209e-01,-7.468995e-01,8.605524e-02,-4.005885e-02,5.497529e-01,-5.912496e-03,8.434059e-01,-3.449117e-01,1.291502e-01,-6.368695e-01,7.982496e-01,-3.574419e-01,8.085560e-01,-3.457717e-01,2.809508e-01,-6.762634e-01,8.684707e-02,-5.938375e-01,4.811404e-01,-3.001924e-01,3.005325e-01,-6.968952e-01,7.901030e-01,-3.687402e-01,2.805300e-01,-6.572096e-01,7.878995e-01,-2.870380e-01,3.021397e-01,-4.116775e-01,6.060829e-01,-6.286207e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.322074e-02,-1.364926e-01,8.580368e-02,-4.032906e-02
134,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.359461e-01,-7.164823e-01,1.589170e-01,1.090158e-01,8.045510e-01,-3.411290e-01,2.910609e-01,-4.591206e-01,8.396566e-01,-3.412412e-01,-8.271348e-02,-6.002157e-02,6.690779e-02,-7.273690e-02,3.573666e-01,-7.662797e-01,1.840389e-01,-7.011351e-01,1.001333e-01,7.966346e-02,6.764619e-01,-7.101347e-02,6.579586e-01,-3.814283e-01,-4.704443e-02,-1.327484e-01,4.166175e-01,6.413853e-02,1.913697e-01,-1.386565e-01,-6.748043e-02,-2.512823e-01,-1.264701e-01,-9.971464e-02,1.317840e-01,1.164337e-01,-1.073315e-01,-1.057850e-01,1.195351e-01,1.189980e-01,-1.057553e-01,-1.056520e-01,1.184602e-01,1.172578e-01,-1.000147e-01,-1.007185e-01,1.121316e-01,1.021083e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.235447e-02,-5.996350e-02,1.000304e-01,7.949749e-02
135,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.541335e-01,-7.664053e-01,1.622900e-01,1.091819e-01,8.320290e-01,-3.553187e-01,3.635176e-01,-5.275642e-01,8.276629e-01,-3.462942e-01,-8.285939e-02,-8.689175e-02,1.068005e-01,-6.778875e-02,3.552067e-01,-7.634806e-01,8.883704e-02,-6.523145e-01,9.990598e-02,9.659123e-02,7.288384e-01,-9.111452e-02,5.445886e-01,-3.499120e-01,-6.441148e-02,-9.905556e-02,3.492548e-01,1.350240e-01,8.770032e-02,-9.195105e-02,-9.529461e-02,-1.087925e-01,-8.856065e-02,-8.932086e-02,9.503280e-02,9.414479e-02,-8.959400e-02,-8.945687e-02,9.349245e-02,9.278893e-02,-8.867847e-02,-8.633606e-02,9.162848e-02,8.898085e-02,-7.930453e-02,-5.922207e-02,8.159623e-02,6.037675e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.243923e-02,-8.683485e-02,9.985037e-02,9.640950e-02
136,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.541335e-01,-7.664051e-01,1.622899e-01,1.091819e-01,8.320292e-01,-3.553188e-01,3.635172e-01,-5.275638e-01,8.276603e-01,-3.462944e-01,-8.285940e-02,-8.689175e-02,1.068002e-01,-6.778878e-02,3.552069e-01,-7.634807e-01,8.883365e-02,-6.523110e-01,9.990598e-02,9.659123e-02,7.288382e-01,-9.111433e-02,5.445834e-01,-3.499062e-01,-6.441142e-02,-9.905544e-02,3.492549e-01,1.350242e-01,8.770099e-02,-9.194663e-02,-9.529441e-02,-1.087913e-01,-8.856066e-02,-8.932086e-02,9.503280e-02,9.414479e-02,-8.959400e-02,-8.945687e-02,9.349246e-02,9.278894e-02,-8.867847e-02,-8.633607e-02,9.162848e-02,8.898085e-02,-7.930452e-02,-5.922207e-02,8.159623e-02,6.037675e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.243924e-02,-8.683485e-02,9.985037e-02,9.640949e-02
137,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.277654e-01,-7.604816e-01,2.706919e-01,1.062448e-01,8.404374e-01,-3.539745e-01,3.741902e-01,-6.010387e-01,7.950402e-01,-3.529792e-01,-7.576814e-02,-1.308275e-01,1.391124e-01,-1.706561e-01,3.258123e-01,-7.260696e-01,6.889099e-02,-6.112962e-01,1.202712e-01,1.308187e-01,7.491658e-01,-1.364059e-01,4.931257e-01,-2.960722e-01,-6.431675e-02,-9.924330e-02,3.503295e-01,1.375155e-01,9.549796e-02,-4.216473e-02,-9.712974e-02,-1.195129e-01,-6.085784e-02,-8.742564e-02,7.698126e-02,9.380051e-02,-8.910835e-02,-8.923367e-02,9.355982e-02,9.280925e-02,-8.856066e-02,-8.627056e-02,9.162694e-02,8.897299e-02,-7.926440e-02,-5.919724e-02,8.158784e-02,6.036892e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-7.544542e-02,-1.308072e-01,1.202245e-01,1.305973e-01
138,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.064039e-01,-7.437039e-01,7.698174e-01,-2.672597e-01,8.521051e-01,-3.450662e-01,3.564142e-01,-7.729477e-01,7.865766e-01,-3.621984e-01,2.761509e-01,-4.084839e-01,3.271280e-01,-6.782876e-01,3.016853e-01,-6.937150e-01,8.522355e-02,-5.944022e-01,5.496103e-01,-5.397462e-03,8.319205e-01,-3.501550e-01,4.817112e-01,-3.011929e-01,-6.475214e-02,-1.002722e-01,3.504358e-01,1.378084e-01,9.643454e-02,-3.647605e-02,-1.002114e-01,-1.381505e-01,8.920894e-02,-6.854766e-02,1.050742e-01,1.003413e-01,-8.320584e-02,-8.657447e-02,9.694203e-02,9.472113e-02,-8.714731e-02,-8.544016e-02,9.276306e-02,8.968350e-02,-7.874003e-02,-5.884566e-02,8.205404e-02,6.068947e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.764580e-01,-4.084596e-01,5.496006e-01,-5.580968e-03
139,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.843212e-01,-7.012508e-01,8.045949e-01,-3.413187e-01,6.576509e-01,-3.816842e-01,3.574355e-01,-7.662826e-01,1.810352e-01,-1.385381e-01,2.909989e-01,-4.592600e-01,3.359462e-01,-7.165219e-01,-7.072364e-02,-2.506120e-01,-1.258403e-01,-1.068938e-01,6.765718e-01,-7.151560e-02,8.396933e-01,-3.413262e-01,1.335970e-01,1.101034e-01,-6.284991e-02,-9.618734e-02,3.521327e-01,1.415541e-01,1.087793e-01,8.235465e-02,-8.860569e-02,-6.199184e-02,6.682845e-02,-7.291969e-02,1.584765e-01,1.078812e-01,-8.414696e-02,-8.683104e-02,9.875774e-02,9.530295e-02,-8.724033e-02,-8.548565e-02,9.298379e-02,8.977538e-02,-7.876838e-02,-5.886645e-02,8.209346e-02,6.070563e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.909903e-01,-4.592813e-01,6.764178e-01,-7.165494e-02
140,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.494651e-02,-6.504219e-01,8.320949e-01,-3.554988e-01,5.384834e-01,-3.459737e-01,3.551258e-01,-7.636153e-01,7.470189e-02,-9.282401e-02,3.634741e-01,-5.275406e-01,3.539715e-01,-7.664045e-01,-9.501418e-02,-1.086400e-01,-9.116047e-02,-9.250315e-02,7.288465e-01,-9.127464e-02,8.258703e-01,-3.468507e-01,9.400440e-02,8.944613e-02,-6.324542e-02,-9.689756e-02,3.513896e-01,1.403651e-01,1.073999e-01,9.824503e-02,-9.092127e-02,-9.037766e-02,1.068830e-01,-6.757718e-02,1.621699e-01,1.088953e-01,-8.245592e-02,-8.610052e-02,9.942424e-02,9.571198e-02,-8.687394e-02,-8.528448e-02,9.323105e-02,8.992737e-02,-7.865007e-02,-5.879345e-02,8.218947e-02,6.076796e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.633985e-01,-5.276067e-01,7.287754e-01,-9.133045e-02
141,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.506290e-02,-6.504629e-01,8.320925e-01,-3.554983e-01,5.386204e-01,-3.460515e-01,3.551315e-01,-7.636127e-01,7.486157e-02,-9.282232e-02,3.634739e-01,-5.275451e-01,3.539728e-01,-7.664059e-01,-9.486383e-02,-1.085933e-01,-9.057978e-02,-9.220988e-02,7.288464e-01,-9.127814e-02,8.259063e-01,-3.468394e-01,9.462239e-02,8.976431e-02,2.116419e-02,-8.708330e-02,4.351385e-01,1.493369e-01,1.103242e-01,9.951762e-02,-8.798724e-02,-8.915167e-02,1.068819e-01,-6.758031e-02,1.621689e-01,1.088931e-01,-8.246051e-02,-8.610408e-02,9.942162e-02,9.570965e-02,-8.687762e-02,-8.528774e-02,9.322873e-02,8.992521e-02,-7.865333e-02,-5.879632e-02,8.218741e-02,6.076611e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.634001e-01,-5.276083e-01,7.287752e-01,-9.133296e-02
142,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.789445e-02,-6.112100e-01,8.405599e-01,-3.541209e-01,4.905310e-01,-2.972627e-01,3.253823e-01,-7.261765e-01,8.167024e-02,-4.739214e-02,3.741328e-01,-6.009582e-01,3.275307e-01,-7.604597e-01,-9.652918e-02,-1.197814e-01,-6.277704e-02,-9.081977e-02,7.491784e-01,-1.364373e-01,7.948658e-01,-3.535413e-01,7.617353e-02,9.100153e-02,4.754398e-02,-1.625380e-01,5.172755e-01,9.496025e-02,1.240980e-01,1.302931e-01,-8.252588e-02,-1.316737e-01,1.384505e-01,-1.692086e-01,2.709194e-01,1.065332e-01,-8.242988e-02,-1.094861e-01,1.239999e-01,1.200346e-01,-1.042346e-01,-1.055960e-01,1.190788e-01,1.175914e-01,-9.979387e-02,-1.005926e-01,1.123306e-01,1.022523e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.740875e-01,-6.009952e-01,7.491539e-01,-1.364539e-01
143,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638200e-02,-5.945395e-01,8.521571e-01,-3.446295e-01,4.805391e-01,-3.024438e-01,3.018388e-01,-6.937931e-01,8.591970e-02,-4.069540e-02,3.590152e-01,-7.657904e-01,3.066442e-01,-7.442456e-01,-9.387129e-02,-1.366993e-01,8.477613e-02,-7.323196e-02,8.300489e-01,-3.425664e-01,7.863377e-01,-3.622806e-01,1.066888e-01,9.815636e-02,2.173406e-01,-6.433646e-01,8.611968e-01,-2.313498e-01,5.637154e-01,-7.713940e-03,2.861414e-01,-4.147730e-01,3.181503e-01,-6.882591e-01,7.926148e-01,-3.471982e-01,2.682208e-01,-6.776554e-01,8.060478e-01,-3.579557e-01,2.888312e-01,-6.607410e-01,7.841136e-01,-2.864482e-01,3.015507e-01,-4.112166e-01,6.062955e-01,-6.281493e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.588359e-01,-7.659271e-01,8.299024e-01,-3.426749e-01
