#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,driver_0019a,driver_0019b,driver_0020a,driver_0020b,Out_0006a,Out_0006b,Out_0010a,Out_0010b
144,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.255196e-01,-1.069273e-01,6.576241e-01,-3.815898e-01,1.323226e-01,1.097653e-01,-7.069557e-02,-2.506180e-01,9.980898e-02,7.942327e-02,3.577641e-01,-7.652974e-01,1.843953e-01,-7.013140e-01,-8.326457e-02,-6.061417e-02,6.676877e-02,-7.333695e-02,8.395924e-01,-3.404906e-01,1.808399e-01,-1.386338e-01,1.558362e-01,1.083651e-01,2.309378e-01,-6.627928e-01,8.812140e-01,-3.059506e-01,6.546608e-01,-6.479034e-02,2.994611e-01,-4.624021e-01,3.342566e-01,-7.265824e-01,8.055930e-01,-3.419346e-01,3.099178e-01,-7.155144e-01,8.094823e-01,-3.422776e-01,3.138772e-01,-7.080910e-01,8.117949e-01,-3.471334e-01,2.984238e-01,-4.412713e-01,6.933353e-01,-1.055806e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.576115e-01,-7.654124e-01,8.394629e-01,-3.405835e-01
145,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.020408e-02,-9.206292e-02,5.383808e-01,-3.459157e-01,9.291846e-02,8.895103e-02,-9.479506e-02,-1.085456e-01,9.929191e-02,9.553632e-02,3.550067e-01,-7.639263e-01,8.494886e-02,-6.503765e-01,-8.367592e-02,-8.798560e-02,1.079247e-01,-6.834591e-02,8.258585e-01,-3.468551e-01,7.445919e-02,-9.288209e-02,1.621463e-01,1.087792e-01,2.461716e-01,-7.285964e-01,9.268779e-01,-3.443818e-01,7.266778e-01,-9.218964e-02,3.690871e-01,-5.314331e-01,3.545790e-01,-7.639559e-01,8.290623e-01,-3.452055e-01,3.551105e-01,-7.638560e-01,8.287483e-01,-3.449899e-01,3.559774e-01,-7.600328e-01,8.329047e-01,-3.586241e-01,3.490743e-01,-4.920442e-01,7.310764e-01,-1.115986e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.548108e-01,-7.640739e-01,8.256854e-01,-3.469800e-01
146,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.020409e-02,-9.206295e-02,5.383821e-01,-3.459171e-01,9.291843e-02,8.895097e-02,-9.479511e-02,-1.085459e-01,9.929191e-02,9.553631e-02,3.550066e-01,-7.639263e-01,8.494968e-02,-6.503773e-01,-8.367592e-02,-8.798561e-02,1.079248e-01,-6.834590e-02,8.258591e-01,-3.468551e-01,7.445903e-02,-9.288319e-02,1.621463e-01,1.087792e-01,2.461716e-01,-7.285964e-01,9.268779e-01,-3.443818e-01,7.266779e-01,-9.218969e-02,3.690872e-01,-5.314332e-01,3.545790e-01,-7.639559e-01,8.290623e-01,-3.452055e-01,3.551105e-01,-7.638560e-01,8.287483e-01,-3.449899e-01,3.559773e-01,-7.600330e-01,8.329047e-01,-3.586240e-01,3.490747e-01,-4.920446e-01,7.310766e-01,-1.115987e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.548107e-01,-7.640738e-01,8.256860e-01,-3.469800e-01
147,-2,-2,1,1,-2,-2,-2,-2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-2,-2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-6.215662e-02,-9.037874e-02,4.906180e-01,-2.971823e-01,7.591346e-02,9.089363e-02,-9.622243e-02,-1.196477e-01,1.199213e-01,1.300673e-01,3.255234e-01,-7.265981e-01,6.810703e-02,-6.112264e-01,-7.595182e-02,-1.319119e-01,1.387796e-01,-1.714416e-01,7.948530e-01,-3.532917e-01,8.165611e-02,-4.735820e-02,2.704636e-01,1.058150e-01,2.454114e-01,-7.321879e-01,9.261802e-01,-3.426984e-01,7.456621e-01,-1.366791e-01,3.762388e-01,-6.028994e-01,3.291893e-01,-7.539345e-01,8.383972e-01,-3.460794e-01,3.566472e-01,-7.641907e-01,8.295234e-01,-3.445485e-01,3.560884e-01,-7.600313e-01,8.328230e-01,-3.585578e-01,3.491166e-01,-4.920304e-01,7.310814e-01,-1.115643e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.253889e-01,-7.265870e-01,7.946807e-01,-3.534368e-01
148,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.693563e-02,-7.269390e-02,4.804702e-01,-3.025870e-01,1.046752e-01,9.769920e-02,-9.362546e-02,-1.366109e-01,5.493696e-01,-6.147416e-03,3.017662e-01,-6.939034e-01,8.653122e-02,-5.944949e-01,2.749202e-01,-4.092555e-01,3.260635e-01,-6.776543e-01,7.864172e-01,-3.626814e-01,8.574015e-02,-4.083234e-02,7.693996e-01,-2.678246e-01,2.470889e-01,-7.247846e-01,9.246005e-01,-3.344645e-01,8.282280e-01,-3.510685e-01,3.564519e-01,-7.736302e-01,3.063211e-01,-7.443590e-01,8.523497e-01,-3.458159e-01,3.583085e-01,-7.645101e-01,8.300141e-01,-3.440240e-01,3.562690e-01,-7.600148e-01,8.327535e-01,-3.584422e-01,3.491702e-01,-4.919779e-01,7.310784e-01,-1.114858e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.019040e-01,-6.938344e-01,7.862570e-01,-3.628097e-01
149,-2,-2,-1,-1,-2,-2,-2,-2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.675833e-02,-7.288416e-02,1.324593e-01,1.098047e-01,1.588982e-01,1.089847e-01,-8.287081e-02,-6.037039e-02,6.763632e-01,-7.105190e-02,-7.057061e-02,-2.505818e-01,-1.252825e-01,-1.068221e-01,2.907905e-01,-4.591896e-01,3.350915e-01,-7.162801e-01,1.808432e-01,-1.387422e-01,1.000964e-01,7.957921e-02,8.046337e-01,-3.411414e-01,2.470216e-01,-7.254485e-01,9.246251e-01,-3.348567e-01,8.251882e-01,-3.417464e-01,3.581811e-01,-7.671302e-01,1.845175e-01,-7.013096e-01,6.576208e-01,-3.819999e-01,3.576795e-01,-7.643801e-01,8.407958e-01,-3.443080e-01,3.560726e-01,-7.601139e-01,8.325176e-01,-3.588493e-01,3.490457e-01,-4.920812e-01,7.311008e-01,-1.116888e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.042414e-02,-2.505413e-01,1.806770e-01,-1.389109e-01
150,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.066698e-01,-6.814830e-02,9.299119e-02,8.899091e-02,1.622030e-01,1.089093e-01,-8.339530e-02,-8.773455e-02,7.288562e-01,-9.135993e-02,-9.462611e-02,-1.084738e-01,-8.998837e-02,-9.187329e-02,3.633775e-01,-5.278889e-01,3.534066e-01,-7.664076e-01,7.446105e-02,-9.293863e-02,9.940952e-02,9.563589e-02,8.315511e-01,-3.553142e-01,2.470090e-01,-7.254681e-01,9.245750e-01,-3.350647e-01,8.262796e-01,-3.445810e-01,3.580201e-01,-7.650108e-01,8.520484e-02,-6.504642e-01,5.384558e-01,-3.460979e-01,3.554854e-01,-7.639117e-01,8.258665e-01,-3.470608e-01,3.556678e-01,-7.601129e-01,8.331859e-01,-3.590713e-01,3.489548e-01,-4.921883e-01,7.310984e-01,-1.118459e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.446161e-02,-1.084141e-01,7.428522e-02,-9.315055e-02
151,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.066691e-01,-6.814840e-02,9.299118e-02,8.899090e-02,1.622028e-01,1.089092e-01,-8.339533e-02,-8.773457e-02,7.288557e-01,-9.135948e-02,-9.462612e-02,-1.084738e-01,-8.998838e-02,-9.187330e-02,3.633766e-01,-5.278880e-01,3.534066e-01,-7.664072e-01,7.446102e-02,-9.293881e-02,9.940951e-02,9.563588e-02,8.315512e-01,-3.553143e-01,2.470090e-01,-7.254681e-01,9.245750e-01,-3.350647e-01,8.262796e-01,-3.445809e-01,3.580201e-01,-7.650109e-01,8.520498e-02,-6.504643e-01,5.384560e-01,-3.460981e-01,3.554854e-01,-7.639118e-01,8.258666e-01,-3.470608e-01,3.556678e-01,-7.601128e-01,8.331860e-01,-3.590713e-01,3.489546e-01,-4.921882e-01,7.310983e-01,-1.118458e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.446162e-02,-1.084141e-01,7.428519e-02,-9.315070e-02
152,-1,-1,-2,-2,-1,-1,-1,-1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.390312e-01,-1.709299e-01,7.601191e-02,9.098048e-02,2.706532e-01,1.060995e-01,-7.588269e-02,-1.316251e-01,7.490958e-01,-1.364668e-01,-9.604618e-02,-1.195551e-01,-6.199888e-02,-9.018577e-02,3.738783e-01,-6.011196e-01,3.286430e-01,-7.609210e-01,8.172002e-02,-4.731078e-02,1.201044e-01,1.302442e-01,8.390346e-01,-3.539017e-01,2.280986e-01,-6.761047e-01,8.873788e-01,-3.154423e-01,8.022137e-01,-3.493206e-01,3.162504e-01,-7.211428e-01,6.829395e-02,-6.118904e-01,4.907667e-01,-2.976133e-01,3.273191e-01,-7.251385e-01,7.930444e-01,-3.490634e-01,3.106981e-01,-7.068820e-01,8.136605e-01,-3.472636e-01,2.983717e-01,-4.414443e-01,6.931994e-01,-1.057886e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.587587e-02,-1.195079e-01,8.152481e-02,-4.753480e-02
153,0,0,-2,-2,0,0,0,0,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.269959e-01,-6.780308e-01,1.046892e-01,9.788894e-02,7.697557e-01,-2.674218e-01,2.754319e-01,-4.091422e-01,8.318034e-01,-3.501790e-01,-9.337513e-02,-1.365157e-01,8.724822e-02,-7.242382e-02,3.561852e-01,-7.729282e-01,3.092100e-01,-7.447088e-01,8.602773e-02,-4.009600e-02,5.497108e-01,-5.949594e-03,8.508526e-01,-3.446594e-01,2.193778e-01,-6.389654e-01,8.602868e-01,-3.128340e-01,7.913383e-01,-3.588541e-01,2.872892e-01,-6.857605e-01,8.683691e-02,-5.938321e-01,4.811182e-01,-3.002269e-01,3.005144e-01,-6.969011e-01,7.900978e-01,-3.687623e-01,2.805136e-01,-6.572030e-01,7.879008e-01,-2.870420e-01,3.021291e-01,-4.116800e-01,6.060710e-01,-6.286488e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-9.321057e-02,-1.364809e-01,8.580467e-02,-4.034118e-02
154,1,1,-2,-2,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.359160e-01,-7.164832e-01,1.589103e-01,1.090025e-01,8.045487e-01,-3.411513e-01,2.910328e-01,-4.591297e-01,8.396460e-01,-3.412543e-01,-8.272752e-02,-6.003093e-02,6.689070e-02,-7.275287e-02,3.573178e-01,-7.662703e-01,1.835435e-01,-7.009210e-01,1.001204e-01,7.965321e-02,6.764575e-01,-7.103215e-02,6.577290e-01,-3.813741e-01,5.273258e-02,-1.739541e-01,5.189049e-01,8.679843e-02,1.922153e-01,-1.367190e-01,-4.796550e-02,-2.559462e-01,-1.264829e-01,-9.972003e-02,1.317717e-01,1.164261e-01,-1.073395e-01,-1.057910e-01,1.195270e-01,1.189913e-01,-1.057587e-01,-1.056598e-01,1.184551e-01,1.172509e-01,-1.000161e-01,-1.007252e-01,1.121280e-01,1.021022e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-8.235204e-02,-5.995889e-02,1.000323e-01,7.950063e-02
155,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.541703e-01,-7.664094e-01,1.622885e-01,1.091800e-01,8.320084e-01,-3.553017e-01,3.635226e-01,-5.275674e-01,8.281874e-01,-3.461693e-01,-8.286409e-02,-8.689666e-02,1.067990e-01,-6.779278e-02,3.552615e-01,-7.634561e-01,9.035040e-02,-6.529755e-01,9.990332e-02,9.658808e-02,7.288373e-01,-9.111311e-02,5.463857e-01,-3.511020e-01,1.996194e-02,-8.930167e-02,4.329662e-01,1.438898e-01,9.040639e-02,-9.197036e-02,-9.246721e-02,-1.080960e-01,-8.856554e-02,-8.932559e-02,9.502940e-02,9.414133e-02,-8.959850e-02,-8.946112e-02,9.348903e-02,9.278562e-02,-8.868244e-02,-8.633977e-02,9.162531e-02,8.897784e-02,-7.930798e-02,-5.922530e-02,8.159339e-02,6.037406e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-8.243960e-02,-8.683492e-02,9.984878e-02,9.641023e-02
156,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.541703e-01,-7.664093e-01,1.622885e-01,1.091800e-01,8.320086e-01,-3.553017e-01,3.635223e-01,-5.275672e-01,8.281849e-01,-3.461696e-01,-8.286410e-02,-8.689666e-02,1.067988e-01,-6.779280e-02,3.552616e-01,-7.634561e-01,9.034723e-02,-6.529723e-01,9.990332e-02,9.658808e-02,7.288371e-01,-9.111298e-02,5.463808e-01,-3.510967e-01,1.996200e-02,-8.930156e-02,4.329663e-01,1.438900e-01,9.040700e-02,-9.196627e-02,-9.246702e-02,-1.080949e-01,-8.856554e-02,-8.932559e-02,9.502941e-02,9.414133e-02,-8.959850e-02,-8.946111e-02,9.348903e-02,9.278562e-02,-8.868244e-02,-8.633977e-02,9.162531e-02,8.897784e-02,-7.930797e-02,-5.922530e-02,8.159340e-02,6.037407e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-8.243961e-02,-8.683492e-02,9.984878e-02,9.641022e-02
157,2,2,-1,-1,2,2,2,2,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.278127e-01,-7.604877e-01,2.706906e-01,1.062439e-01,8.404090e-01,-3.539550e-01,3.741962e-01,-6.010395e-01,7.950828e-01,-3.528690e-01,-7.576954e-02,-1.308316e-01,1.391124e-01,-1.706589e-01,3.259423e-01,-7.260586e-01,6.954927e-02,-6.114037e-01,1.202695e-01,1.308159e-01,7.491648e-01,-1.364012e-01,4.938416e-01,-2.957781e-01,2.007774e-02,-8.945832e-02,4.340700e-01,1.464601e-01,9.840037e-02,-4.094967e-02,-9.426545e-02,-1.186464e-01,-6.086084e-02,-8.742958e-02,7.697893e-02,9.379769e-02,-8.911230e-02,-8.923749e-02,9.355690e-02,9.280634e-02,-8.856429e-02,-8.627397e-02,9.162411e-02,8.897027e-02,-7.926760e-02,-5.920026e-02,8.158524e-02,6.036645e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,-7.544464e-02,-1.308076e-01,1.202231e-01,1.305960e-01
158,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.064930e-01,-7.437228e-01,7.698169e-01,-2.672597e-01,8.520376e-01,-3.450434e-01,3.564216e-01,-7.729474e-01,7.867246e-01,-3.620338e-01,2.761470e-01,-4.084857e-01,3.271283e-01,-6.782872e-01,3.018094e-01,-6.936562e-01,8.552919e-02,-5.945119e-01,5.496102e-01,-5.399754e-03,8.319197e-01,-3.501488e-01,4.823893e-01,-3.004217e-01,1.965213e-02,-9.047257e-02,4.341916e-01,1.467862e-01,9.942561e-02,-3.476682e-02,-9.732709e-02,-1.372011e-01,8.920492e-02,-6.855137e-02,1.050743e-01,1.003392e-01,-8.320948e-02,-8.657799e-02,9.693955e-02,9.471855e-02,-8.715069e-02,-8.544336e-02,9.276050e-02,8.968100e-02,-7.874305e-02,-5.884851e-02,8.205163e-02,6.068715e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.764555e-01,-4.084587e-01,5.496004e-01,-5.582558e-03
159,2,2,1,1,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.843643e-01,-7.012514e-01,8.045942e-01,-3.413191e-01,6.576734e-01,-3.816562e-01,3.574454e-01,-7.662832e-01,1.811502e-01,-1.384699e-01,2.909954e-01,-4.592624e-01,3.359458e-01,-7.165221e-01,-7.060699e-02,-2.505827e-01,-1.251780e-01,-1.067595e-01,6.765706e-01,-7.151809e-02,8.396915e-01,-3.413206e-01,1.342978e-01,1.103207e-01,2.155526e-02,-8.638339e-02,4.358744e-01,1.505239e-01,1.116806e-01,8.350958e-02,-8.570240e-02,-6.094035e-02,6.682493e-02,-7.292352e-02,1.584753e-01,1.078787e-01,-8.415076e-02,-8.683472e-02,9.875501e-02,9.530017e-02,-8.724384e-02,-8.548897e-02,9.298107e-02,8.977274e-02,-7.877151e-02,-5.886940e-02,8.209094e-02,6.070322e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,2.909889e-01,-4.592804e-01,6.764168e-01,-7.165597e-02
160,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.507545e-02,-6.504763e-01,8.320924e-01,-3.554984e-01,5.386393e-01,-3.460724e-01,3.551314e-01,-7.636132e-01,7.485914e-02,-9.283817e-02,3.634735e-01,-5.275448e-01,3.539729e-01,-7.664060e-01,-9.486448e-02,-1.085977e-01,-9.057974e-02,-9.221042e-02,7.288464e-01,-9.127807e-02,8.259162e-01,-3.468383e-01,9.462144e-02,8.976220e-02,2.116445e-02,-8.708330e-02,4.351377e-01,1.493360e-01,1.103233e-01,9.951672e-02,-8.798705e-02,-8.915174e-02,1.068817e-01,-6.758047e-02,1.621689e-01,1.088931e-01,-8.245943e-02,-8.610399e-02,9.942173e-02,9.570940e-02,-8.687729e-02,-8.528767e-02,9.322848e-02,8.992486e-02,-7.865308e-02,-5.879630e-02,8.218706e-02,6.076564e-02,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.633999e-01,-5.276081e-01,7.287752e-01,-9.133290e-02
161,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,8.506621e-02,-6.504724e-01,8.320918e-01,-3.555037e-01,5.386273e-01,-3.460673e-01,3.551259e-01,-7.636146e-01,7.486991e-02,-9.282880e-02,3.634715e-01,-5.275497e-01,3.539668e-01,-7.664077e-01,-9.484947e-02,-1.085916e-01,-9.048195e-02,-9.217024e-02,7.288466e-01,-9.128414e-02,8.259103e-01,-3.468456e-01,9.470536e-02,8.979434e-02,4.216908e-02,-8.482861e-02,4.556506e-01,1.514966e-01,1.108991e-01,9.972856e-02,-8.736181e-02,-8.891462e-02,1.068808e-01,-6.758323e-02,1.621678e-01,1.088901e-01,-8.246220e-02,-8.610657e-02,9.941875e-02,9.570663e-02,-8.687968e-02,-8.528985e-02,9.322594e-02,8.992254e-02,-7.865508e-02,-5.879813e-02,8.218495e-02,6.076370e-02,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,3.634025e-01,-5.276087e-01,7.287806e-01,-9.133430e-02
162,1,1,2,2,1,1,1,1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,1,1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.787284e-02,-6.112073e-01,8.405620e-01,-3.541305e-01,4.905094e-01,-2.972811e-01,3.253659e-01,-7.261794e-01,8.164553e-02,-4.741379e-02,3.741250e-01,-6.009616e-01,3.275176e-01,-7.604602e-01,-9.654858e-02,-1.197916e-01,-6.268342e-02,-9.082843e-02,7.491772e-01,-1.364439e-01,7.948620e-01,-3.535578e-01,7.614462e-02,9.097657e-02,7.352496e-02,-1.683539e-01,5.405914e-01,9.494176e-02,1.243091e-01,1.303282e-01,-7.947514e-02,-1.321737e-01,1.384475e-01,-1.692135e-01,2.709173e-01,1.065285e-01,-8.243130e-02,-1.094893e-01,1.239964e-01,1.200313e-01,-1.042370e-01,-1.055983e-01,1.190759e-01,1.175888e-01,-9.979586e-02,-1.005950e-01,1.123282e-01,1.022497e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,3.740884e-01,-6.009912e-01,7.491616e-01,-1.364528e-01
163,0,0,2,2,0,0,0,0,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.637123e-02,-5.945317e-01,8.521664e-01,-3.446417e-01,4.804856e-01,-3.025139e-01,3.018135e-01,-6.938025e-01,8.572528e-02,-4.081700e-02,3.590055e-01,-7.657896e-01,3.066212e-01,-7.442441e-01,-9.389225e-02,-1.367237e-01,8.588494e-02,-7.311182e-02,8.300479e-01,-3.425752e-01,7.863227e-01,-3.623102e-01,1.027493e-01,9.755053e-02,2.386693e-01,-6.459908e-01,8.784037e-01,-2.131667e-01,5.499973e-01,-3.338662e-03,2.833484e-01,-4.125922e-01,3.181419e-01,-6.882587e-01,7.926151e-01,-3.472046e-01,2.682136e-01,-6.776555e-01,8.060496e-01,-3.579604e-01,2.888270e-01,-6.607394e-01,7.841127e-01,-2.864493e-01,3.015470e-01,-4.112171e-01,6.062907e-01,-6.281531e-02,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,3.588373e-01,-7.659168e-01,8.299131e-01,-3.426740e-01
164,-1,-1,2,2,-1,-1,-1,-1,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.255562e-01,-1.069445e-01,6.576176e-01,-3.816028e-01,1.322880e-01,1.097445e-01,-7.071425e-02,-2.506243e-01,9.975430e-02,7.938866e-02,3.577538e-01,-7.652975e-01,1.843799e-01,-7.013159e-01,-8.332195e-02,-6.065004e-02,6.674566e-02,-7.340276e-02,8.395918e-01,-3.404994e-01,1.808249e-01,-1.386485e-01,1.553505e-01,1.082633e-01,2.522202e-01,-6.695013e-01,9.038220e-01,-2.946629e-01,6.509972e-01,-6.373617e-02,2.991396e-01,-4.621397e-01,3.342485e-01,-7.265825e-01,8.055930e-01,-3.419413e-01,3.099114e-01,-7.155141e-01,8.094831e-01,-3.422823e-01,3.138722e-01,-7.080911e-01,8.117955e-01,-3.471374e-01,2.984200e-01,-4.412730e-01,6.933356e-01,-1.055840e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,3.576123e-01,-7.654029e-01,8.394730e-01,-3.405831e-01
165,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9.023966e-02,-9.209063e-02,5.383464e-01,-3.459006e-01,9.288634e-02,8.892585e-02,-9.481589e-02,-1.085521e-01,9.924251e-02,9.549621e-02,3.549974e-01,-7.639280e-01,8.491590e-02,-6.503669e-01,-8.373309e-02,-8.803106e-02,1.080307e-01,-6.840753e-02,8.258473e-01,-3.468653e-01,7.444156e-02,-9.287518e-02,1.622053e-01,1.087235e-01,2.650254e-01,-7.347972e-01,9.469956e-01,-3.329756e-01,7.223464e-01,-9.270387e-02,3.693624e-01,-5.319559e-01,3.545708e-01,-7.639566e-01,8.290619e-01,-3.452122e-01,3.551045e-01,-7.638566e-01,8.287478e-01,-3.449950e-01,3.559726e-01,-7.600340e-01,8.329042e-01,-3.586279e-01,3.490727e-01,-4.920478e-01,7.310766e-01,-1.116029e-01,-9.102470e-01,9.192108e-01,-9.102470e-01,9.192108e-01,3.548129e-01,-7.640659e-01,8.256853e-01,-3.469807e-01
