#time,CK_0001a,CK_0001b,CK_0002a,CK_0002b,CK_0003a,CK_0003b,CK_0004a,CK_0004b,CK_0005a,CK_0005b,CK_0006a,CK_0006b,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0023a,CK_0023b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0036a,CK_0036b,CK_0037a,CK_0037b,CK_0038a,CK_0038b,CK_0039a,CK_0039b,CK_0040a,CK_0040b,CK_0041a,CK_0041b,CK_0042a,CK_0042b,CK_0043a,CK_0043b,CK_0044a,CK_0044b,Vout_0001a,Vout_0001b,Vout_0002a,Vout_0002b,Vout_0003a,Vout_0003b,Vout_0004a,Vout_0004b,Vout_0005a,Vout_0005b,Vout_0006a,Vout_0006b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0023a,Vout_0023b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0036a,Vout_0036b,Vout_0037a,Vout_0037b,Vout_0038a,Vout_0038b,Vout_0039a,Vout_0039b,Vout_0040a,Vout_0040b,Vout_0041a,Vout_0041b,Vout_0042a,Vout_0042b,Vout_0043a,Vout_0043b,Vout_0044a,Vout_0044b,driver_0014a,driver_0014b,driver_0015a,driver_0015b,driver_0021a,driver_0021b,driver_0024a,driver_0024b,driver_0034a,driver_0034b,driver_0035a,driver_0035b,Out_0004a,Out_0004b,Out_0001a,Out_0001b
533,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.374863e-02,-4.154603e-02,-8.458483e-02,-9.040264e-02,1.047454e-01,1.008463e-01,-9.807434e-02,-1.379358e-01,9.706518e-02,9.346638e-02,8.874969e-02,-6.888832e-02,5.534077e-01,-3.918783e-03,2.859085e-01,-4.116839e-01,7.667681e-01,-2.703468e-01,9.174622e-01,-7.268384e-01,6.900778e-01,-8.539778e-01,-2.483151e-01,-3.226161e-01,5.950808e-01,-7.120486e-01,3.324702e-01,-6.452668e-01,2.795199e-01,-6.953067e-01,3.452141e-01,-2.821842e-01,2.766006e-01,-6.536515e-01,7.022687e-01,-6.891223e-01,7.647396e-01,-3.500897e-01,5.575335e-01,-6.155973e-01,8.022654e-01,-3.802129e-01,6.441600e-01,-5.444104e-01,5.740422e-01,-9.261694e-01,7.939402e-01,-2.660271e-01,2.363648e-01,-7.128541e-01,7.434672e-01,-4.392122e-01,9.175665e-01,-6.670803e-01,1.826193e-01,-6.404230e-01,8.630539e-02,-5.937114e-01,4.805279e-01,-3.008647e-01,3.005097e-01,-6.969090e-01,7.899998e-01,-3.687675e-01,2.805490e-01,-6.572259e-01,7.879600e-01,-2.869900e-01,3.022400e-01,-4.116566e-01,6.061916e-01,-6.283698e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.844422e-02,-1.384562e-01,8.306378e-02,-4.213385e-02
534,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,1,1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.610643e-02,7.806762e-02,-8.396585e-02,-8.688241e-02,1.590966e-01,1.087822e-01,-8.680965e-02,-6.154884e-02,1.001100e-01,9.744464e-02,6.732334e-02,-7.255593e-02,6.790624e-01,-7.169573e-02,2.939410e-01,-4.599497e-01,3.451355e-01,2.205316e-01,6.870704e-01,-5.580909e-01,4.966458e-01,-8.070338e-01,-3.587142e-01,-5.954486e-02,-7.498479e-03,-5.323247e-01,1.413226e-01,-8.143125e-02,3.418733e-01,-7.302336e-01,1.048666e-01,1.197021e-01,3.121992e-01,-7.053983e-01,4.479928e-01,-3.940356e-02,1.857646e-01,-1.668776e-01,1.352117e-01,-2.333957e-01,8.182219e-01,-3.513643e-01,1.905341e-01,-1.612867e-01,2.803068e-01,-7.622136e-01,8.106800e-01,-3.439796e-01,-6.803761e-02,-2.560143e-01,8.941842e-02,-1.591549e-01,8.897250e-01,-4.414148e-01,-1.551425e-01,-3.597787e-01,-1.274417e-01,-9.989395e-02,1.308238e-01,1.161603e-01,-1.074715e-01,-1.058257e-01,1.193921e-01,1.189426e-01,-1.057625e-01,-1.056430e-01,1.184478e-01,1.172654e-01,-9.999127e-02,-1.006832e-01,1.121535e-01,1.021414e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.700097e-02,-6.180694e-02,9.570559e-02,7.767410e-02
535,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.520841e-02,9.439810e-02,-8.289144e-02,-8.692292e-02,1.623531e-01,1.092156e-01,-8.861818e-02,-8.944443e-02,9.998781e-02,9.671722e-02,1.067575e-01,-6.783789e-02,7.289360e-01,-9.144671e-02,3.631892e-01,-5.276929e-01,5.929178e-01,5.073980e-01,5.130794e-01,-3.926025e-01,4.172532e-01,-7.659881e-01,-3.071494e-01,-1.266855e-01,-4.986404e-01,-6.732873e-01,3.060945e-01,2.563730e-01,3.661201e-01,-7.668138e-01,1.037959e-01,1.001308e-01,3.534826e-01,-7.665894e-01,4.987890e-01,4.309414e-01,7.079281e-02,-9.381705e-02,-1.801389e-01,-3.653886e-01,8.383752e-01,-3.498018e-01,3.139161e-01,1.200683e-01,1.295375e-01,-6.494019e-01,8.318960e-01,-3.566950e-01,-9.684703e-02,-1.094189e-01,-2.914504e-01,-3.127097e-01,8.234328e-01,-3.980386e-01,-4.009425e-01,-6.036423e-01,-8.985934e-02,-9.003410e-02,9.389418e-02,9.351088e-02,-9.000702e-02,-8.970425e-02,9.312102e-02,9.256313e-02,-8.883295e-02,-8.643366e-02,9.148693e-02,8.889058e-02,-7.936453e-02,-5.925980e-02,8.153846e-02,6.033936e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.852814e-02,-8.944803e-02,9.497085e-02,9.412087e-02
536,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,9.520841e-02,9.439810e-02,-8.289146e-02,-8.692293e-02,1.623530e-01,1.092156e-01,-8.861819e-02,-8.944443e-02,9.998780e-02,9.671722e-02,1.067569e-01,-6.783797e-02,7.289356e-01,-9.144633e-02,3.631885e-01,-5.276922e-01,5.929195e-01,5.073979e-01,5.130654e-01,-3.925878e-01,4.172539e-01,-7.659884e-01,-3.071492e-01,-1.266852e-01,-4.986398e-01,-6.732871e-01,3.060942e-01,2.563728e-01,3.661199e-01,-7.668137e-01,1.037961e-01,1.001313e-01,3.534827e-01,-7.665890e-01,4.987830e-01,4.309446e-01,7.079443e-02,-9.380597e-02,-1.801392e-01,-3.653886e-01,8.383756e-01,-3.498017e-01,3.139161e-01,1.200683e-01,1.295292e-01,-6.493935e-01,8.318961e-01,-3.566951e-01,-9.684661e-02,-1.094164e-01,-2.914503e-01,-3.127096e-01,8.234255e-01,-3.980395e-01,-4.009457e-01,-6.036422e-01,-8.985934e-02,-9.003410e-02,9.389418e-02,9.351088e-02,-9.000702e-02,-8.970426e-02,9.312103e-02,9.256313e-02,-8.883295e-02,-8.643365e-02,9.148694e-02,8.889058e-02,-7.936453e-02,-5.925980e-02,8.153846e-02,6.033936e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-8.852814e-02,-8.944803e-02,9.497084e-02,9.412087e-02
537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,1,1,2,2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1.161724e-01,1.300181e-01,-8.222503e-02,-1.109498e-01,2.710963e-01,1.064695e-01,-9.842642e-02,-1.278085e-01,1.240197e-01,1.202901e-01,1.383031e-01,-1.694564e-01,7.483576e-01,-1.370187e-01,3.722098e-01,-6.006403e-01,5.492518e-01,4.650382e-01,4.842951e-01,-3.630364e-01,3.820033e-01,-7.329803e-01,-3.072493e-01,-1.270959e-01,-4.433216e-01,-6.268126e-01,3.117783e-01,2.635069e-01,3.395053e-01,-7.566488e-01,1.044412e-01,1.015958e-01,3.538365e-01,-7.709438e-01,4.417953e-01,3.770721e-01,7.510808e-02,-6.701087e-02,-1.867222e-01,-3.737305e-01,8.444550e-01,-3.513666e-01,3.211457e-01,1.254272e-01,1.194288e-01,-6.296544e-01,8.318950e-01,-3.540215e-01,-9.858479e-02,-1.190753e-01,-2.992568e-01,-3.179851e-01,8.084967e-01,-3.968351e-01,-3.525608e-01,-5.502668e-01,-6.190203e-02,-8.775535e-02,7.670171e-02,9.354076e-02,-8.927264e-02,-8.932327e-02,9.339610e-02,9.271113e-02,-8.860958e-02,-8.629569e-02,9.156915e-02,8.893989e-02,-7.927516e-02,-5.919920e-02,8.157004e-02,6.036069e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.831840e-02,-1.278188e-01,1.159201e-01,1.297299e-01
538,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,0,0,2,2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5.523974e-01,-4.719457e-03,2.807444e-01,-6.551122e-01,7.970759e-01,-3.590833e-01,2.841235e-01,-4.116729e-01,7.844021e-01,-2.692789e-01,3.114073e-01,-6.989763e-01,8.280172e-01,-3.414895e-01,3.563283e-01,-7.612679e-01,5.047051e-01,4.222940e-01,4.818905e-01,-3.684440e-01,3.505628e-01,-6.967704e-01,-3.074525e-01,-1.276917e-01,-3.878231e-01,-5.832005e-01,3.185491e-01,2.714167e-01,3.185262e-01,-7.484850e-01,1.047767e-01,1.022338e-01,3.570174e-01,-7.648013e-01,3.960252e-01,3.185845e-01,7.643501e-02,-6.195072e-02,-1.934975e-01,-3.821039e-01,8.510849e-01,-3.515651e-01,3.282652e-01,1.305192e-01,1.258499e-01,-6.214674e-01,8.303887e-01,-3.443983e-01,-1.005517e-01,-1.312604e-01,-3.071941e-01,-3.237633e-01,8.020436e-01,-4.000869e-01,-2.991318e-01,-4.978438e-01,8.847472e-02,-6.854016e-02,1.048005e-01,1.004450e-01,-8.312018e-02,-8.648345e-02,9.705429e-02,9.482002e-02,-8.706409e-02,-8.536672e-02,9.284773e-02,8.975573e-02,-7.867573e-02,-5.878900e-02,8.211591e-02,6.074310e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.842384e-01,-4.116934e-01,5.521232e-01,-5.019329e-03
539,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-1,-1,2,2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6.783703e-01,-7.155408e-02,3.112326e-01,-7.049360e-01,8.059764e-01,-3.422227e-01,2.933862e-01,-4.601060e-01,8.088744e-01,-3.421969e-01,3.336428e-01,-7.272379e-01,8.271476e-01,-3.416365e-01,3.548369e-01,-7.647070e-01,1.991757e-01,3.070141e-01,8.725154e-02,5.561450e-02,-1.573980e-02,-2.460084e-01,-3.056674e-01,-1.237295e-01,-2.176860e-01,-3.381478e-01,3.428107e-01,3.047888e-01,1.978418e-01,-7.063506e-01,1.063525e-01,1.058149e-01,3.572303e-01,-7.649090e-01,1.658259e-01,1.790061e-01,8.856277e-02,6.012817e-02,-2.201909e-01,-4.118322e-01,6.670030e-01,-3.872961e-01,3.625590e-01,1.601083e-01,-8.283565e-02,-7.758019e-02,8.415347e-01,-3.451465e-01,-8.882206e-02,-5.063736e-02,-3.362735e-01,-3.458659e-01,1.604502e-01,-1.897918e-01,-1.646025e-01,-1.853927e-01,6.702961e-02,-7.277556e-02,1.586788e-01,1.080492e-01,-8.402922e-02,-8.673287e-02,9.889157e-02,9.541037e-02,-8.715750e-02,-8.541487e-02,9.307150e-02,8.984819e-02,-7.870733e-02,-5.881298e-02,8.215478e-02,6.075821e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.937065e-01,-4.600908e-01,6.782207e-01,-7.176960e-02
540,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.288238e-01,-9.093213e-02,3.543147e-01,-7.662960e-01,8.287785e-01,-3.448071e-01,3.636168e-01,-5.273155e-01,8.318310e-01,-3.549970e-01,3.546791e-01,-7.635530e-01,8.295650e-01,-3.454566e-01,3.536500e-01,-7.638368e-01,1.474771e-02,1.905286e-01,1.985728e-02,7.307411e-04,-1.478317e-02,-5.797874e-02,-3.056997e-01,-1.234535e-01,-1.235312e-02,-1.522270e-01,3.663007e-01,3.329779e-01,8.454030e-02,-6.426709e-01,1.053806e-01,1.038624e-01,3.580751e-01,-7.656231e-01,6.996465e-03,-1.679431e-02,8.414908e-02,5.860645e-02,-2.413215e-01,-4.372668e-01,4.851268e-01,-3.076946e-01,3.916630e-01,1.835914e-01,-2.221625e-02,-7.751546e-03,8.100872e-01,-3.499724e-01,-8.758151e-02,-5.925875e-02,-3.602168e-01,-3.650736e-01,-6.715261e-03,-1.161651e-01,-1.174772e-03,1.661260e-02,1.069271e-01,-6.745976e-02,1.622136e-01,1.090295e-01,-8.234657e-02,-8.600160e-02,9.954529e-02,9.581586e-02,-8.678746e-02,-8.520850e-02,9.331923e-02,9.000263e-02,-7.858383e-02,-5.873465e-02,8.225401e-02,6.082419e-02,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,5.073752e-01,-4.038565e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.639931e-01,-5.272775e-01,7.287968e-01,-9.117428e-02
541,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7.288256e-01,-9.097093e-02,3.542381e-01,-7.663055e-01,8.287749e-01,-3.449131e-01,3.635921e-01,-5.273449e-01,8.318275e-01,-3.550472e-01,3.545158e-01,-7.635583e-01,8.295577e-01,-3.457008e-01,3.532616e-01,-7.638466e-01,1.609591e-02,1.880763e-01,2.062664e-02,1.621778e-03,-1.427786e-02,-5.770683e-02,-4.135508e-01,-1.376108e-01,-1.082335e-02,-1.545010e-01,4.373372e-01,3.181598e-01,8.329095e-02,-6.425558e-01,-2.802779e-03,8.992799e-02,3.574213e-01,-7.657244e-01,1.365066e-02,-1.247034e-02,8.048369e-02,5.815599e-02,-1.673848e-01,-4.470942e-01,4.839338e-01,-3.075622e-01,4.302924e-01,1.320088e-01,-2.137022e-02,-6.793030e-03,8.096105e-01,-3.505608e-01,-9.126005e-02,-5.965606e-02,-3.177484e-01,-4.132044e-01,-6.220494e-03,-1.155325e-01,6.058308e-03,2.112434e-02,1.069192e-01,-6.747743e-02,1.622087e-01,1.090137e-01,-8.236328e-02,-8.601670e-02,9.953020e-02,9.580221e-02,-8.680102e-02,-8.522070e-02,9.330695e-02,8.999158e-02,-7.859487e-02,-5.874475e-02,8.224400e-02,6.081504e-02,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.640184e-01,-5.272689e-01,7.288467e-01,-9.117744e-02
542,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-2,-2,1,1,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.483081e-01,-1.364266e-01,3.547040e-01,-7.706834e-01,8.354010e-01,-3.456352e-01,3.728872e-01,-6.004274e-01,8.316660e-01,-3.521397e-01,3.319972e-01,-7.544047e-01,8.144317e-01,-3.455807e-01,3.054929e-01,-7.156233e-01,-1.101262e-01,5.741994e-02,-1.049052e-01,-2.021438e-01,1.557948e-01,1.461730e-02,-4.925780e-01,-5.970556e-02,1.782160e-01,-8.435892e-02,2.967067e-01,2.710644e-02,1.159105e-01,-6.279467e-01,-1.493986e-02,1.547329e-01,3.230656e-01,-7.243687e-01,4.348434e-02,-1.960061e-01,1.145956e-01,7.346098e-02,1.032476e-01,-3.709769e-01,4.303412e-01,-3.019051e-01,3.248338e-01,-9.806862e-02,1.241986e-01,1.769631e-01,7.903592e-01,-3.524418e-01,-1.185238e-01,-4.790461e-02,3.236021e-02,-2.810578e-01,-1.956439e-01,-2.205385e-01,7.038609e-02,1.311966e-01,1.384408e-01,-1.690703e-01,2.710874e-01,1.066708e-01,-8.240431e-02,-1.093926e-01,1.241221e-01,1.201458e-01,-1.041721e-01,-1.055288e-01,1.191728e-01,1.176754e-01,-9.974186e-02,-1.005258e-01,1.124012e-01,1.023291e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.732593e-01,-6.003699e-01,7.482140e-01,-1.367290e-01
543,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.286540e-01,-3.427542e-01,3.583782e-01,-7.642653e-01,8.455855e-01,-3.441144e-01,3.566010e-01,-7.651217e-01,8.298646e-01,-3.421361e-01,3.163600e-01,-7.475784e-01,8.071737e-01,-3.484174e-01,2.678896e-01,-6.716808e-01,2.209442e-01,-3.004572e-01,-2.748250e-01,-4.449102e-01,4.202187e-01,7.589891e-02,-8.202919e-01,2.681535e-01,8.118953e-01,-2.862271e-01,5.646777e-01,-5.850371e-01,1.142207e-01,-6.096764e-01,-2.396948e-01,7.528370e-01,2.967578e-01,-6.845999e-01,3.342975e-01,-6.777017e-01,-3.104415e-01,4.716424e-01,4.753189e-01,-6.693229e-01,3.176089e-01,-2.752038e-01,7.932619e-01,-4.985596e-01,2.180286e-01,2.786398e-01,7.812183e-01,-3.590066e-01,-6.236302e-01,2.680773e-01,5.256806e-01,-4.763341e-01,-3.375194e-01,-3.852430e-01,4.379734e-01,-3.130880e-01,3.183640e-01,-6.882316e-01,7.926910e-01,-3.469153e-01,2.684759e-01,-6.776538e-01,8.059628e-01,-3.577852e-01,2.889638e-01,-6.607963e-01,7.841507e-01,-2.863875e-01,3.016701e-01,-4.111928e-01,6.064457e-01,-6.278254e-02,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.567599e-01,-7.652359e-01,8.284180e-01,-3.432353e-01
544,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-2,-2,-1,-1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.271559e-01,-3.408257e-01,3.574358e-01,-7.643566e-01,6.577281e-01,-3.810096e-01,3.556992e-01,-7.648105e-01,8.408197e-01,-3.432615e-01,1.840447e-01,-7.009901e-01,1.807768e-01,-1.379112e-01,-7.060632e-02,-2.510730e-01,3.537491e-01,-5.424975e-01,-3.059575e-01,-4.762318e-01,4.775251e-01,1.973207e-01,-8.544183e-01,3.064037e-01,8.009449e-01,-2.617615e-01,5.339076e-01,-6.479919e-01,-1.023941e-01,-1.178425e-01,-2.332542e-01,7.576963e-01,-1.082271e-01,-1.158894e-01,3.485409e-01,-7.513560e-01,-2.929994e-01,4.752345e-01,5.232442e-01,-7.514777e-01,-9.057532e-02,1.439622e-01,8.142707e-01,-5.172745e-01,2.525379e-01,3.368348e-01,1.120778e-01,1.128029e-01,-6.569599e-01,2.614275e-01,6.846554e-01,-6.010926e-01,-3.667367e-01,-3.829918e-01,4.431778e-01,-2.957203e-01,3.344505e-01,-7.264499e-01,8.058659e-01,-3.413842e-01,3.102349e-01,-7.155413e-01,8.093810e-01,-3.420423e-01,3.140752e-01,-7.080766e-01,8.117593e-01,-3.469412e-01,2.985688e-01,-4.412089e-01,6.932995e-01,-1.054320e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.555187e-01,-7.649915e-01,8.266923e-01,-3.413460e-01
545,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.290594e-01,-3.448976e-01,3.547592e-01,-7.638725e-01,5.372943e-01,-3.448547e-01,3.544921e-01,-7.638775e-01,8.255193e-01,-3.466221e-01,8.307531e-02,-6.497633e-01,7.316208e-02,-9.252373e-02,-9.847115e-02,-1.099403e-01,3.710250e-01,-6.035373e-01,-3.571700e-01,-5.318120e-01,5.285132e-01,2.652985e-01,-8.862129e-01,3.556729e-01,7.723863e-01,-1.858725e-01,5.308803e-01,-7.332162e-01,-2.182320e-03,-8.535095e-02,-2.272123e-01,7.730917e-01,-9.771200e-02,-9.807531e-02,4.276101e-01,-7.987304e-01,-3.220125e-01,5.213005e-01,6.102858e-01,-8.461907e-01,-1.312184e-01,4.006974e-02,8.444683e-01,-5.117382e-01,2.799808e-01,3.880197e-01,7.794772e-02,8.438616e-02,-7.180833e-01,2.926868e-01,7.502792e-01,-6.269311e-01,-4.337774e-01,-4.820417e-01,4.618468e-01,-2.954492e-01,3.548347e-01,-7.638987e-01,8.287845e-01,-3.447353e-01,3.553186e-01,-7.638297e-01,8.287535e-01,-3.447422e-01,3.561212e-01,-7.599985e-01,8.329139e-01,-3.584817e-01,3.491219e-01,-4.919541e-01,7.310693e-01,-1.114713e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,8.346750e-01,-7.942488e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.544678e-01,-7.639459e-01,8.287342e-01,-3.451733e-01
