#time,CK_0007a,CK_0007b,CK_0008a,CK_0008b,CK_0009a,CK_0009b,CK_0010a,CK_0010b,CK_0011a,CK_0011b,CK_0012a,CK_0012b,CK_0013a,CK_0013b,CK_0014a,CK_0014b,CK_0015a,CK_0015b,CK_0016a,CK_0016b,CK_0017a,CK_0017b,CK_0018a,CK_0018b,CK_0019a,CK_0019b,CK_0020a,CK_0020b,CK_0021a,CK_0021b,CK_0022a,CK_0022b,CK_0023a,CK_0023b,CK_0024a,CK_0024b,CK_0025a,CK_0025b,CK_0026a,CK_0026b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,CK_0027a,CK_0027b,CK_0028a,CK_0028b,CK_0029a,CK_0029b,CK_0030a,CK_0030b,CK_0031a,CK_0031b,CK_0032a,CK_0032b,CK_0033a,CK_0033b,CK_0034a,CK_0034b,Vout_0007a,Vout_0007b,Vout_0008a,Vout_0008b,Vout_0009a,Vout_0009b,Vout_0010a,Vout_0010b,Vout_0011a,Vout_0011b,Vout_0012a,Vout_0012b,Vout_0013a,Vout_0013b,Vout_0014a,Vout_0014b,Vout_0015a,Vout_0015b,Vout_0016a,Vout_0016b,Vout_0017a,Vout_0017b,Vout_0018a,Vout_0018b,Vout_0019a,Vout_0019b,Vout_0020a,Vout_0020b,Vout_0021a,Vout_0021b,Vout_0022a,Vout_0022b,Vout_0023a,Vout_0023b,Vout_0024a,Vout_0024b,Vout_0025a,Vout_0025b,Vout_0026a,Vout_0026b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,Vout_0027a,Vout_0027b,Vout_0028a,Vout_0028b,Vout_0029a,Vout_0029b,Vout_0030a,Vout_0030b,Vout_0031a,Vout_0031b,Vout_0032a,Vout_0032b,Vout_0033a,Vout_0033b,Vout_0034a,Vout_0034b,driver_0005a,driver_0005b,driver_0006a,driver_0006b,Out_0025a,Out_0025b,Out_0018a,Out_0018b,Out_0026a,Out_0026b,Out_0008a,Out_0008b
133,0,0,-2,-2,2,2,0,0,-2,-2,2,2,0,0,-2,-2,0,0,2,2,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,2,2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.982419e-01,-3.561643e-01,-8.840724e-02,-1.346522e-01,3.769278e-01,-7.850334e-01,8.066288e-01,-2.561865e-01,-2.990845e-01,-3.970357e-01,8.236678e-01,-3.064779e-01,2.843449e-01,-6.759597e-01,-3.911253e-01,-4.507515e-01,4.067902e-01,-7.090618e-01,3.220795e-01,-7.484813e-01,6.542271e-01,-2.942210e-02,3.181198e-01,2.972175e-01,1.318902e-01,1.051140e-01,1.302495e-01,-6.370274e-01,8.078833e-01,-3.425950e-01,1.062148e-01,-6.193828e-02,8.430470e-01,-3.386377e-01,3.860308e-01,-4.191136e-01,4.694555e-01,2.128571e-01,8.942766e-02,-3.774246e-02,4.821179e-01,-2.991168e-01,8.753279e-02,-5.940027e-01,7.902545e-01,-3.687162e-01,3.004703e-01,-6.968648e-01,7.877644e-01,-2.871117e-01,2.804259e-01,-6.571702e-01,6.058885e-01,-6.290425e-02,3.019624e-01,-4.117021e-01,7.628929e-01,-1.726816e-01,5.125605e-01,-2.939718e-01,7.004268e-01,-4.353626e-01,4.144099e-01,-6.422454e-01,5.204487e-01,-5.002549e-01,2.785467e-01,-6.533491e-01,2.029321e-01,-5.750211e-01,-1.028941e-02,-6.446011e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,4.703057e-01,2.132317e-01,3.189517e-01,2.977989e-01,8.865672e-02,-3.872394e-02,-8.819303e-02,-1.349086e-01
134,-1,-1,-2,-2,2,2,1,1,-2,-2,2,2,-1,-1,-2,-2,1,1,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,2,2,1,1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.174440e-01,6.478754e-02,-7.870281e-02,-5.845027e-02,3.721821e-01,-7.787195e-01,8.164654e-01,-3.022611e-01,-3.966799e-01,-4.631538e-01,8.359680e-01,-3.158472e-01,-6.603109e-02,-2.511283e-01,-4.746251e-01,-5.499677e-01,4.189327e-01,-7.176566e-01,1.883396e-01,-7.023890e-01,6.971029e-01,-5.312142e-02,6.379203e-02,1.137512e-01,1.554341e-01,1.109524e-01,-4.628390e-02,-1.321944e-01,1.921856e-01,-1.368681e-01,8.988549e-02,-6.313522e-02,6.588221e-01,-3.770135e-01,3.907935e-01,-4.478530e-01,1.233832e-01,9.193550e-02,1.015280e-01,8.039640e-02,1.323172e-01,1.165393e-01,-1.255971e-01,-9.964381e-02,1.195252e-01,1.189228e-01,-1.073148e-01,-1.058587e-01,1.183591e-01,1.171454e-01,-1.058466e-01,-1.057590e-01,1.120267e-01,1.019853e-01,-1.001047e-01,-1.008366e-01,8.354771e-02,7.520466e-02,6.291875e-02,8.660390e-02,-7.562297e-03,-7.406781e-03,-2.351630e-02,7.891650e-03,-5.618106e-02,-5.237805e-02,-7.296968e-02,-3.935743e-02,-1.678761e-01,-1.489008e-01,-1.780735e-01,-1.399070e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,1.239060e-01,9.237070e-02,6.446142e-02,1.143373e-01,1.009396e-01,7.977472e-02,-7.851189e-02,-5.856034e-02
135,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.497835e-01,1.356570e-01,-8.146999e-02,-8.658073e-02,3.682025e-01,-7.683665e-01,8.442510e-01,-3.285762e-01,-4.880205e-01,-5.487634e-01,8.272714e-01,-3.290407e-01,-9.433560e-02,-1.089094e-01,-5.490770e-01,-6.411166e-01,4.296625e-01,-7.491112e-01,9.331199e-02,-6.546559e-01,7.369126e-01,-6.120991e-02,-1.073596e-01,-1.026172e-01,1.574761e-01,1.099519e-01,-6.379912e-02,-9.826166e-02,8.838602e-02,-9.237758e-02,1.079354e-01,-6.351771e-02,5.471238e-01,-3.481921e-01,4.280137e-01,-4.884226e-01,-9.377005e-02,-8.133963e-02,1.001873e-01,9.654526e-02,9.484557e-02,9.390978e-02,-8.862752e-02,-8.951452e-02,9.325231e-02,9.256240e-02,-8.982053e-02,-8.967867e-02,9.142254e-02,8.879712e-02,-8.888232e-02,-8.651826e-02,8.143435e-02,6.023368e-02,-7.946262e-02,-5.936078e-02,-2.977238e-02,-2.637705e-02,-3.417648e-02,-3.239991e-02,-1.560257e-02,-1.410537e-02,-1.759547e-02,-1.680831e-02,-2.003417e-02,-1.688060e-02,-2.061389e-02,-2.139090e-02,-9.544471e-02,-7.330749e-02,-8.395340e-02,-9.910149e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.344399e-02,-8.108539e-02,-1.068132e-01,-1.022015e-01,9.988167e-02,9.617033e-02,-8.125307e-02,-8.667979e-02
136,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.497835e-01,1.356570e-01,-8.147000e-02,-8.658073e-02,3.682025e-01,-7.683665e-01,8.442510e-01,-3.285762e-01,-4.880205e-01,-5.487634e-01,8.272714e-01,-3.290407e-01,-9.433561e-02,-1.089094e-01,-5.490770e-01,-6.411166e-01,4.296625e-01,-7.491111e-01,9.331201e-02,-6.546559e-01,7.369126e-01,-6.120990e-02,-1.073596e-01,-1.026173e-01,1.574761e-01,1.099519e-01,-6.379912e-02,-9.826166e-02,8.838601e-02,-9.237761e-02,1.079353e-01,-6.351772e-02,5.471238e-01,-3.481922e-01,4.280137e-01,-4.884226e-01,-9.377005e-02,-8.133963e-02,1.001873e-01,9.654526e-02,9.484557e-02,9.390978e-02,-8.862752e-02,-8.951452e-02,9.325231e-02,9.256240e-02,-8.982053e-02,-8.967867e-02,9.142254e-02,8.879712e-02,-8.888232e-02,-8.651826e-02,8.143435e-02,6.023368e-02,-7.946262e-02,-5.936078e-02,-2.977238e-02,-2.637705e-02,-3.417648e-02,-3.239991e-02,-1.560257e-02,-1.410537e-02,-1.759547e-02,-1.680831e-02,-2.003417e-02,-1.688060e-02,-2.061389e-02,-2.139090e-02,-9.544471e-02,-7.330749e-02,-8.395340e-02,-9.910149e-02,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-9.344399e-02,-8.108539e-02,-1.068132e-01,-1.022015e-01,9.988167e-02,9.617033e-02,-8.125307e-02,-8.667979e-02
137,-2,-2,-1,-1,1,1,2,2,-1,-1,1,1,-2,-2,-1,-1,2,2,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,1,1,2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.514277e-01,1.388022e-01,-7.547469e-02,-1.278729e-01,3.472319e-01,-7.295450e-01,8.441686e-01,-3.070630e-01,-7.104121e-02,-4.851348e-01,7.947146e-01,-3.352424e-01,-9.459486e-02,-1.184850e-01,-3.336368e-01,-3.843289e-01,4.210612e-01,-7.918625e-01,7.458164e-02,-6.163796e-01,7.939271e-01,-1.026134e-01,-2.127071e-01,-2.141287e-01,2.604282e-01,1.120645e-01,-6.265997e-02,-9.713652e-02,9.705193e-02,-4.026652e-02,1.664381e-01,-1.616296e-01,4.958909e-01,-2.915790e-01,5.501208e-01,-6.281739e-01,-1.126328e-01,-2.393383e-01,1.206397e-01,1.315302e-01,7.725161e-02,9.405860e-02,-5.967244e-02,-8.612651e-02,9.380683e-02,9.303920e-02,-8.812832e-02,-8.850674e-02,9.183296e-02,8.915329e-02,-8.801452e-02,-8.585285e-02,8.174389e-02,6.050401e-02,-7.893884e-02,-5.893747e-02,-2.944848e-01,-2.549995e-01,-2.683179e-01,-3.167008e-01,-6.156826e-02,-5.256582e-02,-5.635343e-02,-6.317310e-02,-3.440032e-02,-2.979764e-02,-3.341069e-02,-3.573110e-02,-1.015438e-01,-7.903266e-02,-8.960313e-02,-1.051751e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,-1.123067e-01,-2.390837e-01,-2.121601e-01,-2.137128e-01,1.203483e-01,1.311105e-01,-7.535773e-02,-1.280078e-01
138,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.509759e-01,1.383794e-01,2.759910e-01,-4.073455e-01,3.203537e-01,-7.427445e-01,8.911278e-01,-2.336238e-01,4.893156e-01,-7.079110e-01,7.569665e-01,-3.027893e-01,-9.881667e-02,-1.367867e-01,3.034547e-02,-6.448616e-01,6.037377e-01,-8.018638e-01,8.541404e-02,-6.014341e-01,8.847822e-01,-2.858375e-01,-6.350855e-02,-5.972298e-01,7.694683e-01,-2.620714e-01,-6.379026e-02,-9.909723e-02,9.704013e-02,-3.561111e-02,3.675396e-01,-6.941981e-01,4.823328e-01,-3.036850e-01,7.923555e-01,-7.763958e-01,2.610146e-01,-5.986877e-01,5.510357e-01,-7.101843e-03,1.059832e-01,1.001781e-01,9.061568e-02,-6.749422e-02,9.679819e-02,9.464897e-02,-8.242383e-02,-8.599714e-02,9.274079e-02,8.969023e-02,-8.671626e-02,-8.511317e-02,8.207612e-02,6.071877e-02,-7.848764e-02,-5.864627e-02,-4.749324e-01,-5.322767e-01,-4.273368e-01,-6.100906e-01,-9.946624e-02,-8.787649e-02,-8.272926e-02,-9.906189e-02,-4.423361e-02,-3.923430e-02,-4.072883e-02,-4.480385e-02,-1.051004e-01,-8.256868e-02,-9.241274e-02,-1.084751e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.613408e-01,-5.984334e-01,-6.296193e-02,-5.968137e-01,5.507803e-01,-7.477866e-03,2.760918e-01,-4.074833e-01
139,-2,-2,1,1,-1,-1,2,2,1,1,-1,-1,-2,-2,1,1,2,2,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,1,1,-1,-1,2,2,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.526340e-01,1.421482e-01,2.932073e-01,-4.587942e-01,-2.578299e-02,-3.751643e-01,7.635012e-01,-2.470236e-01,5.760833e-01,-7.613397e-01,1.895065e-01,-7.683978e-02,-8.751604e-02,-6.145908e-02,2.082935e-01,-7.158309e-01,5.968443e-01,-7.614029e-01,-1.209964e-01,-1.175481e-01,8.889010e-01,-2.756693e-01,-1.480508e-02,-6.430368e-01,7.998869e-01,-3.346812e-01,-6.210045e-02,-9.526618e-02,1.095343e-01,8.328671e-02,3.830418e-01,-7.295607e-01,1.352999e-01,1.143040e-01,8.518233e-01,-7.489120e-01,2.777915e-01,-6.339261e-01,6.717599e-01,-7.121189e-02,1.576126e-01,1.073242e-01,6.781097e-02,-7.213079e-02,9.841349e-02,9.509485e-02,-8.357249e-02,-8.641420e-02,9.285867e-02,8.970023e-02,-8.693497e-02,-8.525875e-02,8.204848e-02,6.067874e-02,-7.859706e-02,-5.873399e-02,-5.204466e-01,-5.672445e-01,-4.412338e-01,-6.417946e-01,-1.033960e-01,-9.173164e-02,-8.208742e-02,-1.010138e-01,-4.424675e-02,-3.948822e-02,-3.982939e-02,-4.439286e-02,-1.047683e-01,-8.235840e-02,-9.178981e-02,-1.079977e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,2.781177e-01,-6.336711e-01,-1.425881e-02,-6.426197e-01,6.713583e-01,-7.154653e-02,2.929939e-01,-4.589727e-01
140,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3.517038e-01,1.407679e-01,3.661001e-01,-5.274499e-01,-9.431301e-02,-2.342193e-01,7.294138e-01,-2.467845e-01,6.770854e-01,-8.325947e-01,9.234649e-02,-5.376830e-02,-9.042065e-02,-8.978577e-02,3.618432e-01,-8.156203e-01,5.894077e-01,-7.120451e-01,-9.033572e-02,-9.092974e-02,8.911439e-01,-2.754393e-01,3.464385e-02,-6.989622e-01,8.231532e-01,-3.509816e-01,-6.286635e-02,-9.646130e-02,1.080000e-01,9.931284e-02,4.046211e-01,-7.771849e-01,9.632044e-02,9.541546e-02,9.215582e-01,-7.146133e-01,3.280185e-01,-6.886250e-01,7.272112e-01,-9.237133e-02,1.618501e-01,1.083548e-01,1.076387e-01,-6.691423e-02,9.903451e-02,9.544886e-02,-8.198195e-02,-8.576852e-02,9.305272e-02,8.980400e-02,-8.664154e-02,-8.511975e-02,8.210179e-02,6.070357e-02,-7.853210e-02,-5.870669e-02,-5.656661e-01,-6.110456e-01,-4.655811e-01,-6.858854e-01,-1.081675e-01,-9.640554e-02,-8.298595e-02,-1.043422e-01,-4.483942e-02,-4.028833e-02,-3.945470e-02,-4.456538e-02,-1.047273e-01,-8.243797e-02,-9.140409e-02,-1.077944e-01,-4.038565e-01,5.073752e-01,-4.038565e-01,5.073752e-01,3.283428e-01,-6.883685e-01,3.518891e-02,-6.985424e-01,7.268929e-01,-9.262279e-02,3.658173e-01,-5.276754e-01
141,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4.354522e-01,1.497438e-01,3.661008e-01,-5.274547e-01,-9.415813e-02,-2.341489e-01,7.294597e-01,-2.467529e-01,6.770735e-01,-8.326020e-01,9.252087e-02,-5.367283e-02,-8.748448e-02,-8.855795e-02,3.618352e-01,-8.156219e-01,5.894571e-01,-7.120217e-01,-8.975268e-02,-9.063374e-02,8.911378e-01,-2.754332e-01,3.459568e-02,-6.989554e-01,8.231534e-01,-3.509802e-01,2.154506e-02,-8.664492e-02,1.109251e-01,1.005862e-01,4.046236e-01,-7.771867e-01,9.694025e-02,9.573733e-02,9.215707e-01,-7.146038e-01,3.279988e-01,-6.886304e-01,7.272116e-01,-9.237482e-02,1.618494e-01,1.083527e-01,1.076382e-01,-6.691722e-02,9.903215e-02,9.544640e-02,-8.198526e-02,-8.577183e-02,9.305026e-02,8.980158e-02,-8.664476e-02,-8.512284e-02,8.209945e-02,6.070131e-02,-7.853503e-02,-5.870947e-02,-5.657049e-01,-6.110728e-01,-4.656568e-01,-6.859356e-01,-1.081992e-01,-9.643073e-02,-8.303820e-02,-1.043828e-01,-4.486414e-02,-4.030929e-02,-3.948896e-02,-4.459457e-02,-1.047447e-01,-8.245368e-02,-9.142495e-02,-1.078136e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.283465e-01,-6.883560e-01,3.517635e-02,-6.985040e-01,7.268930e-01,-9.262513e-02,3.658198e-01,-5.276772e-01
142,-1,-1,2,2,-2,-2,1,1,2,2,-2,-2,-1,-1,2,2,1,1,-2,-2,1,1,2,2,2,2,-1,-1,-1,-1,2,2,-2,-2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.176457e-01,9.560186e-02,3.763731e-01,-6.011123e-01,-8.314654e-02,-1.732519e-01,6.808964e-01,-2.137476e-01,7.256311e-01,-7.924183e-01,9.427615e-02,-4.441749e-02,-8.222765e-02,-1.301860e-01,3.831025e-01,-7.833027e-01,5.711055e-01,-5.956636e-01,-6.088136e-02,-8.562402e-02,8.763568e-01,-2.527942e-01,8.451866e-02,-7.100052e-01,8.284230e-01,-3.489329e-01,4.788722e-02,-1.617047e-01,1.245613e-01,1.315799e-01,3.857398e-01,-7.737884e-01,7.819819e-02,9.614496e-02,8.842118e-01,-6.476273e-01,3.982197e-01,-6.871858e-01,7.471657e-01,-1.378391e-01,2.706906e-01,1.061768e-01,1.388441e-01,-1.686941e-01,1.237438e-01,1.199089e-01,-8.232648e-02,-1.091845e-01,1.190265e-01,1.175915e-01,-1.040217e-01,-1.053817e-01,1.123588e-01,1.023139e-01,-9.962044e-02,-1.003672e-01,-1.503576e-01,-4.393408e-01,-2.090945e-01,-3.963826e-01,-9.042292e-02,-1.756321e-01,-1.232794e-01,-1.678080e-01,-1.022566e-01,-1.340046e-01,-1.194736e-01,-1.204728e-01,-1.694245e-01,-1.865256e-01,-1.910999e-01,-1.753193e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,3.987844e-01,-6.867290e-01,8.523070e-02,-7.094058e-01,7.473012e-01,-1.376737e-01,3.764181e-01,-6.010745e-01
143,0,0,2,2,-2,-2,0,0,2,2,-2,-2,0,0,2,2,0,0,-2,-2,0,0,2,2,2,2,0,0,0,0,2,2,-2,-2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.618711e-01,-2.295016e-01,3.612070e-01,-7.661231e-01,-6.219460e-02,-1.206257e-01,6.162151e-01,-1.255502e-01,8.781385e-01,-7.198392e-01,1.144477e-01,2.513210e-02,2.879867e-01,-4.119215e-01,5.915021e-01,-7.390817e-01,6.413047e-01,-4.259575e-01,9.088467e-02,-6.121862e-02,8.265641e-01,-2.606632e-01,4.389117e-01,-8.201599e-01,8.456933e-01,-3.339942e-01,2.173320e-01,-6.442175e-01,5.616206e-01,-3.089411e-03,3.937245e-01,-7.655116e-01,1.084669e-01,1.103017e-01,8.661368e-01,-5.946521e-01,7.046824e-01,-7.448025e-01,8.267068e-01,-3.438035e-01,7.927542e-01,-3.479210e-01,3.180169e-01,-6.884466e-01,8.062423e-01,-3.584060e-01,2.678036e-01,-6.777117e-01,7.840990e-01,-2.865891e-01,2.886977e-01,-6.606726e-01,6.060897e-01,-6.286828e-02,3.015319e-01,-4.112137e-01,5.878281e-01,-6.276941e-01,2.987350e-01,-6.931702e-01,6.042478e-01,-5.891292e-01,2.912806e-01,-6.639920e-01,4.824186e-01,-6.173026e-01,1.754894e-01,-6.760749e-01,1.789798e-01,-6.165939e-01,-5.215121e-02,-6.198011e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,7.055757e-01,-7.444297e-01,4.397489e-01,-8.195591e-01,8.266343e-01,-3.440644e-01,3.612974e-01,-7.662805e-01
144,1,1,2,2,-2,-2,-1,-1,2,2,-2,-2,1,1,2,2,-1,-1,-2,-2,-1,-1,2,2,2,2,1,1,1,1,2,2,-2,-2,-1,-1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.808238e-01,-3.046115e-01,3.601837e-01,-7.660224e-01,-3.990458e-02,1.908697e-02,3.215882e-01,2.317240e-01,8.780834e-01,-4.045931e-01,1.305067e-01,1.266917e-01,3.006383e-01,-4.590335e-01,6.695651e-01,-4.173062e-01,4.415290e-01,1.586059e-01,7.255405e-02,-5.823982e-02,3.494787e-01,-5.162017e-02,6.017592e-01,-7.696016e-01,6.727442e-01,-3.696064e-01,2.310253e-01,-6.626668e-01,6.531663e-01,-5.941339e-02,2.018647e-01,-6.944657e-01,1.607285e-01,1.233395e-01,4.666777e-01,-4.941493e-02,8.758273e-01,-5.944749e-01,8.371605e-01,-3.410852e-01,8.054414e-01,-3.431505e-01,3.330049e-01,-7.266843e-01,8.096277e-01,-3.430697e-01,3.088145e-01,-7.154709e-01,8.118997e-01,-3.477041e-01,3.131725e-01,-7.081082e-01,6.934011e-01,-1.059772e-01,2.979951e-01,-4.414097e-01,7.523545e-01,-6.666714e-01,4.662914e-01,-7.860250e-01,7.043119e-01,-6.602314e-01,3.596899e-01,-7.562083e-01,5.662917e-01,-6.541391e-01,2.108698e-01,-7.225148e-01,2.011866e-01,-6.361813e-01,-7.049047e-02,-6.447200e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,8.767480e-01,-5.940775e-01,6.026153e-01,-7.690003e-01,8.367889e-01,-3.417051e-01,3.602118e-01,-7.662947e-01
145,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.274589e-01,-3.423182e-01,3.642110e-01,-7.659115e-01,4.433175e-04,1.917466e-01,1.863710e-01,1.910091e-01,8.446109e-01,-2.628056e-01,1.408556e-01,1.637700e-01,3.656488e-01,-5.185072e-01,6.753965e-01,-3.383573e-01,5.676691e-01,5.197862e-01,1.150237e-01,-3.830482e-02,1.665371e-01,-5.103691e-02,7.010565e-01,-7.106837e-01,6.535730e-01,-3.620393e-01,2.472984e-01,-7.259089e-01,7.239570e-01,-7.963854e-02,2.755031e-01,-7.145967e-01,1.704187e-01,1.316949e-01,6.116295e-01,2.207847e-01,9.048733e-01,-5.215565e-01,8.376007e-01,-3.426509e-01,8.279786e-01,-3.453576e-01,3.546773e-01,-7.641062e-01,8.286716e-01,-3.453171e-01,3.547120e-01,-7.639060e-01,8.328622e-01,-3.588869e-01,3.556645e-01,-7.600946e-01,7.310796e-01,-1.118357e-01,3.489584e-01,-4.921917e-01,8.381163e-01,-6.359443e-01,5.814063e-01,-8.424310e-01,8.094082e-01,-6.832269e-01,4.617044e-01,-8.101004e-01,6.502268e-01,-7.476376e-01,2.526526e-01,-8.256258e-01,2.501771e-01,-6.848961e-01,-7.762379e-02,-7.015617e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,9.058269e-01,-5.211579e-01,7.019166e-01,-7.100825e-01,8.370623e-01,-3.435222e-01,3.640781e-01,-7.663801e-01
146,2,2,2,2,-2,-2,-2,-2,2,2,-2,-2,2,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.274589e-01,-3.423182e-01,3.642110e-01,-7.659115e-01,4.433175e-04,1.917466e-01,1.863710e-01,1.910091e-01,8.446109e-01,-2.628056e-01,1.408556e-01,1.637700e-01,3.656488e-01,-5.185072e-01,6.753965e-01,-3.383573e-01,5.676691e-01,5.197862e-01,1.150237e-01,-3.830482e-02,1.665371e-01,-5.103691e-02,7.010565e-01,-7.106837e-01,6.535730e-01,-3.620393e-01,2.472984e-01,-7.259089e-01,7.239570e-01,-7.963854e-02,2.755031e-01,-7.145967e-01,1.704187e-01,1.316949e-01,6.116295e-01,2.207847e-01,9.048733e-01,-5.215565e-01,8.376007e-01,-3.426509e-01,8.279786e-01,-3.453576e-01,3.546773e-01,-7.641062e-01,8.286716e-01,-3.453171e-01,3.547120e-01,-7.639060e-01,8.328622e-01,-3.588869e-01,3.556645e-01,-7.600946e-01,7.310796e-01,-1.118357e-01,3.489584e-01,-4.921917e-01,8.381163e-01,-6.359443e-01,5.814063e-01,-8.424310e-01,8.094082e-01,-6.832269e-01,4.617043e-01,-8.101004e-01,6.502268e-01,-7.476376e-01,2.526526e-01,-8.256258e-01,2.501771e-01,-6.848961e-01,-7.762380e-02,-7.015617e-01,-7.942488e-01,8.346750e-01,-7.942488e-01,8.346750e-01,9.058269e-01,-5.211579e-01,7.019166e-01,-7.100825e-01,8.370623e-01,-3.435222e-01,3.640781e-01,-7.663801e-01
